cost_id,route_id,vehicle_id,transport_mode,distance_km,base_cost,fuel_cost,driver_cost,toll_cost,handling_cost,transfer_cost,temperature_control_cost,total_cost,cost_per_kg,cost_per_km,fuel_price_index,route_id_raw
C03625,R0001,TRK014,road,325.9,1890.22,761.42,1351.33,270.07,731.58,264.47,0.0,5269.09,3.04,16.17,1.069,R001
C03626,R0089,TRK040,road,263.5,1528.3,566.98,1107.46,194.18,227.67,125.98,1125.31,4875.88,1.8,18.5,1.198,R089
C03627,R0005,TRK040,road,107.1,621.18,248.29,1151.98,64.96,273.52,196.77,1593.57,4150.27,0.91,38.75,1.045,R005
C03628,R0094,TRK011,road,329.4,1910.52,808.66,1414.36,230.13,643.81,551.06,0.0,5558.53,1.37,16.87,1.163,R094
C03629,R0025,TRK008,rail,355.3,1279.08,302.04,368.49,57.18,688.8,303.04,0.0,2998.64,0.68,8.44,0.971,R025
C03630,R0084,TRK001,road,353.9,2052.62,760.08,1126.27,284.26,165.97,314.33,0.0,4703.53,1.27,13.29,0.929,R084
C03631,R0049,TRK019,road,537.1,3115.18,1293.88,1369.17,401.61,287.48,304.02,847.64,7618.97,1.97,14.19,0.999,R049
C03632,R0042,TRK003,road,504.5,2926.1,1125.22,1219.54,365.15,164.13,548.93,0.0,6349.07,2.83,12.58,1.088,R042
C03633,R0092,TRK029,road,246.0,1426.8,608.25,1239.54,183.26,206.51,314.46,0.0,3978.81,1.0,16.17,1.045,R092
C03634,R0073,TRK027,local,256.7,2104.94,641.01,878.27,72.91,612.16,259.52,0.0,4568.81,0.95,17.8,1.233,R073
C03635,R0005,TRK045,road,432.4,2507.92,838.2,1217.88,375.4,353.0,245.53,950.11,6488.03,1.83,15.0,1.143,R005
C03636,R0046,TRK030,road,47.5,275.5,104.06,1235.47,41.25,449.45,681.38,1330.08,4117.19,1.68,86.68,0.915,R046
C03637,R0053,TRK003,road,70.9,411.22,157.54,1358.05,50.51,493.2,348.43,0.0,2818.94,0.58,39.76,1.05,R053
C03638,R0036,TRK025,rail,135.4,487.44,106.12,390.36,19.83,745.05,240.95,0.0,1989.76,0.8,14.7,1.193,R036
C03639,R0005,TRK031,rail,87.3,314.28,80.18,426.71,12.88,697.53,157.82,0.0,1689.4,2.26,19.35,1.067,R005
C03640,R0009,TRK008,local,463.3,3799.06,1463.71,854.19,116.62,802.02,219.77,0.0,7255.38,4.73,15.66,1.111,R009
C03641,R0082,TRK028,road,63.0,365.4,152.91,1005.67,55.11,453.79,290.78,0.0,2323.66,2.85,36.88,0.966,R082
C03642,R0046,TRK005,road,41.9,243.02,80.11,1346.39,37.03,305.52,272.59,386.96,2671.62,0.59,63.76,1.073,R046
C03643,R0034,TRK006,road,335.9,1948.22,693.5,1137.63,209.03,897.65,253.83,0.0,5139.86,1.14,15.3,1.145,R034
C03644,R0051,TRK042,rail,139.9,503.64,97.56,508.56,20.56,293.82,492.29,952.01,2868.45,9.33,20.5,1.066,R051
C03645,R0054,TRK026,road,61.1,354.38,135.91,1140.49,54.67,194.52,191.21,0.0,2071.17,4.33,33.9,1.181,R054
C03646,R0056,TRK030,road,165.9,962.22,310.49,1338.24,103.05,816.58,594.16,0.0,4124.74,7.83,24.86,1.053,R056
C03647,R0006,TRK037,rail,359.9,1295.64,286.81,538.65,60.83,198.71,423.63,1369.33,4173.61,1.21,11.6,0.931,R006
C03648,R0082,TRK025,road,258.2,1497.56,603.54,1382.81,192.26,349.3,211.0,1342.92,5579.39,1.41,21.61,1.158,R082
C03649,R0090,TRK011,rail,406.3,1462.68,299.66,464.91,56.55,600.78,229.59,732.71,3846.88,0.88,9.47,1.031,R090
C03650,R0069,TRK006,road,478.8,2777.04,1098.46,1346.72,406.65,344.03,511.26,1133.52,7617.68,1.55,15.91,1.019,R069
C03651,R0075,TRK013,local,282.1,2313.22,741.84,932.16,77.9,187.17,115.1,0.0,4367.39,1.05,15.48,1.132,R075
C03652,R0075,TRK007,local,353.9,2901.98,889.08,982.76,98.4,602.14,128.52,1104.01,6706.89,5.44,18.95,1.044,R075
C03653,R0084,TRK005,road,453.5,2630.3,944.51,1003.68,353.48,652.93,468.67,0.0,6053.58,1.54,13.35,1.085,R084
C03654,R0056,TRK001,local,353.9,2901.98,931.65,851.67,101.37,622.04,170.35,802.83,6381.88,1.53,18.03,1.213,R056
C03655,R0035,TRK047,rail,532.4,1916.64,392.19,383.78,65.92,827.86,277.73,0.0,3864.12,2.05,7.26,0.935,R035
C03656,R0065,TRK033,road,146.0,846.8,329.72,1128.67,92.58,876.86,585.3,0.0,3859.93,1.02,26.44,0.901,R065
C03657,R0089,TRK017,road,285.4,1655.32,651.5,1270.46,244.72,446.58,274.78,0.0,4543.36,1.27,15.92,0.975,R089
C03658,R0027,TRK034,rail,329.4,1185.84,287.13,402.31,58.78,174.39,349.37,0.0,2457.81,0.88,7.46,1.232,R027
C03659,R0079,TRK015,rail,102.5,369.0,83.04,383.28,16.23,225.25,546.85,966.63,2590.27,1.35,25.27,1.086,R079
C03660,R0075,TRK003,road,252.7,1465.66,477.94,1277.95,207.27,226.35,683.19,330.78,4669.13,15.08,18.48,0.981,R075
C03661,R0031,TRK047,road,301.3,1747.54,606.87,1245.56,221.31,707.48,123.38,1791.6,6443.73,9.16,21.39,1.011,R031
C03662,R0073,TRK031,road,255.9,1484.22,594.0,1431.53,189.04,769.77,355.18,443.09,5266.85,2.41,20.58,1.139,R073
C03663,R0010,TRK040,rail,502.7,1809.72,347.99,476.78,76.86,611.74,436.22,118.75,3878.06,1.03,7.71,1.229,R010
C03664,R0084,TRK036,road,412.6,2393.08,922.2,1297.33,339.93,655.19,335.26,0.0,5942.99,1.74,14.4,1.021,R084
C03665,R0036,TRK036,road,276.1,1601.38,596.93,1196.24,199.62,179.82,663.94,0.0,4437.95,1.22,16.07,1.092,R036
C03666,R0084,TRK049,rail,421.0,1515.6,293.91,408.14,66.7,733.4,383.78,0.0,3401.53,0.78,8.08,1.2,R084
C03667,R0068,TRK042,local,159.2,1305.44,422.66,789.22,47.42,219.26,128.95,0.0,2912.94,2.46,18.3,1.238,R068
C03668,R0098,TRK036,road,185.4,1075.32,376.6,1214.49,149.61,822.81,80.14,0.0,3718.98,2.85,20.06,0.957,R098
C03669,R0022,TRK047,road,142.7,827.66,319.5,1317.42,115.94,595.35,97.75,295.08,3568.7,2.21,25.01,1.202,R022
C03670,R0023,TRK003,road,287.5,1667.5,546.64,1171.15,236.21,376.61,238.03,897.54,5133.67,2.17,17.86,1.019,R023
C03671,R0026,TRK010,rail,176.1,633.96,151.37,360.31,28.76,353.86,29.77,1431.47,2989.51,5.66,16.98,0.936,R026
C03672,R0055,TRK048,road,93.2,540.56,194.18,1136.75,81.14,317.68,44.42,0.0,2314.73,1.41,24.84,1.025,R055
C03673,R0050,TRK018,road,194.1,1125.78,385.34,1178.32,153.22,687.43,486.97,724.65,4741.71,1.54,24.43,1.201,R050
C03674,R0011,TRK033,rail,414.0,1490.4,363.11,532.43,60.77,800.94,323.54,0.0,3571.19,0.81,8.63,1.101,R011
C03675,R0013,TRK018,road,312.6,1813.08,739.42,960.09,214.44,187.1,669.19,602.98,5186.3,1.36,16.59,1.136,R013
C03676,R0040,TRK021,road,535.9,3108.22,1133.0,967.45,365.75,891.41,9.65,0.0,6475.48,8.04,12.08,1.209,R040
C03677,R0043,TRK025,road,313.8,1820.04,676.6,1146.32,270.92,248.45,632.32,0.0,4794.65,4.21,15.28,1.012,R043
C03678,R0098,TRK032,rail,473.7,1705.32,340.18,483.64,81.58,252.68,140.24,222.3,3225.94,4.33,6.81,1.021,R098
C03679,R0065,TRK040,rail,316.8,1140.48,254.69,463.91,42.18,230.45,443.63,0.0,2575.33,1.28,8.13,1.024,R065
C03680,R0093,TRK025,road,245.2,1422.16,469.31,1219.37,204.19,534.73,601.73,1468.07,5919.56,4.0,24.14,1.048,R093
C03681,R0097,TRK044,local,349.9,2869.18,1060.8,745.38,100.14,822.29,179.91,713.68,6491.38,1.67,18.55,1.249,R097
C03682,R0036,TRK038,rail,275.2,990.72,241.27,417.78,34.21,252.24,468.38,0.0,2404.61,0.99,8.74,0.978,R036
C03683,R0058,TRK015,local,450.1,3690.82,1137.56,733.72,100.14,303.94,71.26,0.0,6037.44,1.41,13.41,1.094,R058
C03684,R0014,TRK020,road,263.0,1525.4,501.4,1208.45,169.9,638.18,511.44,998.67,5553.45,3.22,21.12,0.921,R014
C03685,R0088,TRK024,road,466.3,2704.54,1124.1,1433.44,316.09,306.43,493.64,865.11,7243.36,3.75,15.53,1.235,R088
C03686,R0056,TRK013,rail,346.9,1248.84,258.02,524.91,53.82,864.02,221.56,563.47,3734.63,0.82,10.77,1.146,R056
C03687,R0085,TRK019,road,160.8,932.64,340.71,1297.29,126.23,488.52,121.4,0.0,3306.78,0.9,20.56,1.027,R085
C03688,R0031,TRK044,road,84.4,489.52,193.67,1367.16,65.65,174.75,693.7,0.0,2984.46,2.36,35.36,1.11,R031
C03689,R0051,TRK049,road,75.4,437.32,177.08,1048.1,50.68,630.59,62.44,0.0,2406.21,2.87,31.91,1.241,R051
C03690,R0030,TRK032,road,290.1,1682.58,624.39,1024.53,199.61,491.6,296.01,0.0,4318.72,1.62,14.89,0.952,R030
C03691,R0043,TRK041,rail,421.0,1515.6,308.52,423.29,65.61,844.53,640.27,1594.68,5392.51,2.73,12.81,0.98,R043
C03692,R0038,TRK005,road,322.1,1868.18,639.7,981.74,210.82,716.79,319.1,1242.54,5978.88,1.76,18.56,1.054,R038
C03693,R0096,TRK012,road,102.4,593.92,251.52,1011.04,91.28,567.63,532.15,0.0,3047.54,1.07,29.76,0.95,R096
C03694,R0076,TRK024,local,423.9,3475.98,1127.18,978.73,106.38,467.05,83.26,1190.38,7428.97,1.96,17.53,1.16,R076
C03695,R0040,TRK038,road,507.3,2942.34,1254.39,974.31,304.55,571.1,575.78,0.0,6622.46,3.8,13.05,1.128,R040
C03696,R0020,TRK006,rail,544.4,1959.84,483.56,498.32,89.82,626.19,21.03,183.9,3862.67,2.47,7.1,1.012,R020
C03697,R0028,TRK042,road,400.5,2322.9,885.22,1430.42,317.19,580.67,157.42,956.58,6650.4,1.71,16.61,1.214,R028
C03698,R0015,TRK037,road,432.1,2506.18,954.02,969.47,357.58,661.96,455.23,0.0,5904.44,1.23,13.66,0.902,R015
C03699,R0013,TRK023,road,50.3,291.74,113.1,990.55,40.14,796.31,455.62,0.0,2687.45,1.15,53.43,0.907,R013
C03700,R0084,TRK035,road,243.3,1411.14,526.77,1126.34,153.24,284.82,462.71,0.0,3965.01,0.92,16.3,1.135,R084
C03701,R0059,TRK007,road,464.3,2692.94,911.43,1034.46,381.74,773.44,92.01,0.0,5886.0,1.74,12.68,1.24,R059
C03702,R0092,TRK025,road,378.2,2193.56,713.82,1371.0,237.72,876.45,288.33,0.0,5680.89,1.24,15.02,1.178,R092
C03703,R0075,TRK037,rail,123.6,444.96,110.86,449.02,21.53,248.74,118.17,0.0,1393.28,1.13,11.27,0.94,R075
C03704,R0049,TRK041,local,537.0,4403.4,1502.22,817.52,153.18,656.49,258.47,562.76,8354.05,2.26,15.56,1.229,R049
C03705,R0066,TRK025,local,276.1,2264.02,743.2,897.99,76.04,803.23,157.74,833.76,5775.99,1.72,20.92,1.191,R066
C03706,R0084,TRK005,road,369.2,2141.36,779.29,1179.07,226.81,592.83,185.62,791.53,5896.51,2.25,15.97,0.991,R084
C03707,R0060,TRK019,road,155.4,901.32,317.33,977.0,106.75,466.01,13.27,0.0,2781.68,0.72,17.9,1.245,R060
C03708,R0090,TRK024,road,51.8,300.44,115.38,1279.73,36.28,161.83,462.92,39.55,2396.14,0.93,46.26,0.977,R090
C03709,R0004,TRK024,road,270.3,1567.74,588.44,1043.73,192.42,263.12,206.67,0.0,3862.11,1.48,14.29,0.968,R004
C03710,R0019,TRK024,road,540.0,3132.0,1158.64,1100.84,454.61,717.45,345.53,0.0,6909.08,1.6,12.79,0.972,R019
C03711,R0070,TRK043,local,471.4,3865.48,1436.37,901.26,117.1,341.51,246.63,0.0,6908.34,9.25,14.65,1.117,R070
C03712,R0073,TRK005,road,263.2,1526.56,512.79,1395.76,170.55,249.94,110.42,0.0,3966.02,1.59,15.07,1.045,R073
C03713,R0064,TRK026,local,180.9,1483.38,460.87,741.75,46.77,242.09,277.33,839.44,4091.63,5.41,22.62,0.982,R064
C03714,R0069,TRK037,local,342.1,2805.22,825.83,902.91,97.97,500.81,41.83,0.0,5174.57,2.6,15.13,0.985,R069
C03715,R0007,TRK041,local,282.7,2318.14,673.64,855.14,72.66,389.38,220.42,659.21,5188.59,2.08,18.35,0.936,R007
C03716,R0008,TRK027,road,357.6,2074.08,846.72,1378.69,217.35,507.69,23.09,1616.17,6663.8,6.1,18.63,1.232,R008
C03717,R0062,TRK030,rail,342.8,1234.08,298.43,397.49,53.5,789.78,264.97,0.0,3038.26,0.96,8.86,1.146,R062
C03718,R0091,TRK038,local,220.2,1805.64,612.72,1019.66,47.98,298.75,192.13,1438.26,5415.14,2.02,24.59,1.193,R091
C03719,R0080,TRK032,local,344.3,2823.26,970.83,1032.48,88.42,717.31,231.37,1663.51,7527.19,2.86,21.86,0.958,R080
C03720,R0048,TRK009,road,346.6,2010.28,850.53,1059.04,269.64,788.24,541.19,0.0,5518.92,2.07,15.92,1.209,R048
C03721,R0089,TRK021,road,99.6,577.68,238.21,1289.78,79.19,537.53,171.6,1651.78,4545.78,2.16,45.64,0.921,R089
C03722,R0060,TRK026,road,66.5,385.7,131.71,1418.67,42.75,829.13,505.22,589.97,3903.14,1.8,58.69,1.064,R060
C03723,R0088,TRK037,rail,292.3,1052.28,235.85,536.6,44.32,165.7,218.18,1376.77,3629.7,0.93,12.42,1.064,R088
C03724,R0092,TRK033,road,55.2,320.16,112.33,1203.36,35.48,346.85,166.53,0.0,2184.71,0.46,39.58,1.198,R092
C03725,R0001,TRK036,rail,293.4,1056.24,218.87,360.81,47.91,416.76,137.19,0.0,2237.78,1.41,7.63,0.952,R001
C03726,R0078,TRK026,road,517.4,3000.92,1304.68,1024.05,414.28,341.64,445.19,233.43,6764.19,8.56,13.07,1.057,R078
C03727,R0011,TRK040,road,414.9,2406.42,850.19,1064.09,278.36,763.42,476.97,542.23,6381.68,1.33,15.38,1.082,R011
C03728,R0030,TRK020,rail,395.0,1422.0,323.84,443.68,56.35,212.16,14.8,0.0,2472.84,2.84,6.26,1.036,R030
C03729,R0016,TRK016,road,219.1,1270.78,433.01,1040.1,196.88,380.53,674.76,1147.8,5143.86,3.97,23.48,0.953,R016
C03730,R0089,TRK017,road,147.1,853.18,287.42,1204.93,90.98,342.29,589.58,773.22,4141.61,1.31,28.16,1.062,R089
C03731,R0019,TRK030,road,378.9,2197.62,891.47,960.2,238.53,165.83,637.46,0.0,5091.11,6.96,13.44,1.059,R019
C03732,R0085,TRK024,road,500.0,2900.0,1142.95,1024.88,351.87,892.94,49.27,0.0,6361.91,1.59,12.72,1.128,R085
C03733,R0067,TRK011,road,521.7,3025.86,1030.08,1344.96,347.14,288.7,28.59,0.0,6065.32,12.02,11.63,1.121,R067
C03734,R0013,TRK042,road,95.4,553.32,229.19,1020.32,62.05,673.09,263.87,0.0,2801.84,1.32,29.37,1.124,R013
C03735,R0086,TRK039,road,542.6,3147.08,1032.29,1143.1,348.65,813.52,6.4,613.62,7104.65,1.78,13.09,0.952,R086
C03736,R0045,TRK013,road,479.2,2779.36,1191.07,1051.9,315.12,830.84,313.24,0.0,6481.53,1.57,13.53,1.117,R045
C03737,R0065,TRK009,road,83.7,485.46,192.14,1035.7,56.9,236.76,397.95,1135.11,3540.02,3.38,42.29,0.937,R065
C03738,R0073,TRK015,rail,33.2,119.52,28.18,466.28,5.18,743.06,155.47,242.77,1760.45,0.36,53.03,0.905,R073
C03739,R0029,TRK041,local,253.7,2080.34,809.33,947.31,65.25,726.67,78.75,84.95,4792.6,1.84,18.89,1.13,R029
C03740,R0029,TRK008,local,510.0,4182.0,1337.67,993.36,112.44,580.47,59.73,0.0,7265.68,1.52,14.25,1.02,R029
C03741,R0094,TRK019,local,52.2,428.04,159.37,863.79,14.57,776.38,24.1,0.0,2266.25,2.13,43.41,0.914,R094
C03742,R0086,TRK015,rail,264.1,950.76,236.0,479.49,41.93,459.68,527.03,1741.96,4436.84,0.96,16.8,1.038,R086
C03743,R0010,TRK025,rail,159.0,572.4,110.94,502.97,26.67,269.93,358.3,0.0,1841.22,0.54,11.58,1.205,R010
C03744,R0083,TRK036,rail,85.8,308.88,65.39,467.1,11.02,255.75,666.09,0.0,1774.23,0.42,20.68,0.944,R083
C03745,R0097,TRK008,road,484.7,2811.26,1059.36,1149.63,292.23,776.79,270.55,0.0,6359.82,1.57,13.12,0.906,R097
C03746,R0011,TRK009,rail,368.7,1327.32,304.41,538.91,48.48,459.3,140.37,1752.82,4571.61,1.28,12.4,1.127,R011
C03747,R0033,TRK050,road,367.1,2129.18,785.75,1016.51,277.59,157.14,381.05,0.0,4747.22,4.13,12.93,1.246,R033
C03748,R0019,TRK013,road,73.2,424.56,141.46,993.71,59.71,296.35,646.51,0.0,2562.3,0.55,35.0,1.068,R019
C03749,R0026,TRK042,rail,143.1,515.16,131.1,388.38,23.92,362.67,274.74,998.42,2694.39,2.49,18.83,1.148,R026
C03750,R0094,TRK010,road,345.4,2003.32,803.16,1294.8,302.2,876.1,214.14,0.0,5493.72,1.34,15.91,1.043,R094
C03751,R0047,TRK010,rail,376.8,1356.48,328.32,425.07,57.66,470.46,598.93,1242.6,4479.53,6.63,11.89,1.166,R047
C03752,R0017,TRK005,road,213.3,1237.14,499.1,1152.59,174.67,759.23,169.64,0.0,3992.37,1.88,18.72,1.241,R017
C03753,R0027,TRK021,road,107.1,621.18,203.5,992.03,77.97,623.1,351.42,1088.8,3957.99,1.39,36.96,1.229,R027
C03754,R0057,TRK015,rail,126.2,454.32,113.81,405.96,22.37,174.12,523.75,0.0,1694.33,1.0,13.43,1.184,R057
C03755,R0085,TRK043,rail,413.6,1488.96,359.63,504.6,60.34,717.88,357.98,0.0,3489.39,1.66,8.44,0.944,R085
C03756,R0075,TRK047,road,170.4,988.32,342.74,1048.49,141.03,574.96,204.21,0.0,3299.75,0.99,19.36,0.901,R075
C03757,R0096,TRK031,road,249.0,1444.2,618.04,1347.6,192.58,885.37,506.11,0.0,4993.89,1.3,20.06,1.169,R096
C03758,R0010,TRK018,rail,134.4,483.84,103.16,459.37,22.65,237.08,335.87,0.0,1641.97,1.59,12.22,1.054,R010
C03759,R0010,TRK016,road,166.8,967.44,313.14,1086.11,137.56,808.5,108.1,1412.15,4833.01,1.59,28.97,1.032,R010
C03760,R0068,TRK014,road,42.0,243.6,102.92,1301.98,30.97,765.7,507.79,101.65,3054.61,1.44,72.73,1.17,R068
C03761,R0096,TRK040,rail,88.1,317.16,72.3,395.8,12.77,251.8,403.71,659.82,2113.36,0.65,23.99,1.236,R096
C03762,R0077,TRK033,road,175.9,1020.22,363.35,1082.06,106.99,836.54,487.31,0.0,3896.46,2.36,22.15,1.049,R077
C03763,R0016,TRK045,local,407.8,3343.96,1209.0,858.56,116.96,860.0,90.38,754.18,7233.05,2.64,17.74,0.973,R016
C03764,R0088,TRK028,road,68.2,395.56,162.26,1123.52,40.98,773.51,65.1,323.08,2884.0,2.37,42.29,1.059,R088
C03765,R0098,TRK047,road,167.4,970.92,401.45,1096.63,116.17,656.77,368.92,0.0,3610.85,0.76,21.57,0.948,R098
C03766,R0026,TRK012,road,118.8,689.04,298.88,1165.13,85.46,191.96,111.62,1484.23,4026.32,1.12,33.89,1.134,R026
C03767,R0014,TRK041,local,392.6,3219.32,1023.47,822.27,93.98,817.05,205.42,1203.16,7384.68,13.16,18.81,0.905,R014
C03768,R0055,TRK045,rail,77.9,280.44,70.75,414.2,10.59,746.05,569.59,0.0,2091.62,2.75,26.85,0.93,R055
C03769,R0096,TRK005,rail,170.4,613.44,150.59,530.95,24.75,300.7,80.3,0.0,1700.73,0.71,9.98,0.989,R096
C03770,R0084,TRK027,road,116.6,676.28,232.01,1047.42,86.28,420.93,105.44,0.0,2568.35,0.99,22.03,1.0,R084
C03771,R0030,TRK010,road,435.6,2526.48,956.54,960.61,293.39,364.11,667.96,0.0,5769.08,1.91,13.24,0.978,R030
C03772,R0010,TRK036,road,536.6,3112.28,1229.91,1117.38,366.99,420.92,16.53,0.0,6264.01,1.28,11.67,1.013,R010
C03773,R0053,TRK015,road,484.1,2807.78,1137.35,974.92,389.11,400.47,539.6,1275.8,7525.03,4.26,15.54,1.232,R053
C03774,R0071,TRK029,road,294.2,1706.36,716.57,1299.29,263.53,596.03,628.04,0.0,5209.82,3.63,17.71,1.126,R071
C03775,R0081,TRK001,road,361.2,2094.96,770.85,1427.41,308.67,607.08,679.54,0.0,5888.51,2.62,16.3,1.04,R081
C03776,R0078,TRK002,road,167.8,973.24,333.21,1165.46,117.28,232.16,176.28,0.0,2997.63,0.66,17.86,1.238,R078
C03777,R0078,TRK002,road,375.1,2175.58,806.71,1270.96,314.23,870.42,633.97,1472.06,7543.93,3.26,20.11,0.941,R078
C03778,R0076,TRK015,road,41.1,238.38,85.08,1183.29,26.67,177.93,120.52,0.0,1831.88,0.84,44.57,0.904,R076
C03779,R0008,TRK007,road,331.0,1919.8,670.56,962.36,229.28,192.87,87.67,0.0,4062.54,1.77,12.27,1.137,R008
C03780,R0006,TRK044,road,455.6,2642.48,969.33,1212.29,277.81,336.95,348.65,0.0,5787.51,8.31,12.7,1.11,R006
C03781,R0074,TRK037,road,102.9,596.82,244.49,1330.56,85.67,186.33,406.15,0.0,2850.02,0.8,27.7,0.97,R074
C03782,R0032,TRK041,road,195.4,1133.32,434.12,1339.7,158.63,389.18,668.03,1127.95,5250.94,5.84,26.87,0.959,R032
C03783,R0081,TRK045,road,227.2,1317.76,464.86,1283.47,194.96,741.93,325.65,0.0,4328.64,2.06,19.05,1.095,R081
C03784,R0073,TRK032,road,353.5,2050.3,803.45,1046.5,265.63,866.28,114.77,0.0,5146.92,1.79,14.56,1.212,R073
C03785,R0100,TRK034,rail,56.1,201.96,48.05,528.89,8.52,285.34,68.77,0.0,1141.53,0.34,20.35,1.138,R100
C03786,R0083,TRK002,road,308.9,1791.62,740.5,1272.34,207.68,835.99,426.19,0.0,5274.32,1.19,17.07,1.23,R083
C03787,R0014,TRK003,rail,76.0,273.6,66.16,511.05,11.19,283.77,196.16,0.0,1341.93,0.28,17.66,1.199,R014
C03788,R0027,TRK021,road,61.2,354.96,130.79,1430.92,54.03,412.55,107.43,1550.63,4041.31,1.32,66.03,1.012,R027
C03789,R0003,TRK049,rail,135.6,488.16,123.83,455.66,19.31,376.36,241.03,0.0,1704.35,3.73,12.57,0.9,R003
C03790,R0061,TRK030,road,80.1,464.58,154.52,1060.36,51.67,720.9,665.18,53.98,3171.2,2.39,39.59,1.154,R061
C03791,R0019,TRK015,road,108.4,628.72,224.27,1162.62,80.68,620.46,232.16,1625.08,4574.0,1.05,42.2,0.916,R019
C03792,R0023,TRK029,road,502.6,2915.08,1162.98,963.05,404.41,394.91,314.92,1391.94,7547.28,12.12,15.02,0.902,R023
C03793,R0094,TRK039,rail,333.9,1202.04,262.08,507.57,45.63,556.28,285.14,502.0,3360.73,1.11,10.07,0.917,R094
C03794,R0092,TRK041,road,305.3,1770.74,632.27,1287.76,238.8,303.11,369.63,0.0,4602.32,2.23,15.07,1.023,R092
C03795,R0052,TRK049,road,291.8,1692.44,591.63,978.98,228.0,285.14,621.78,0.0,4397.97,1.62,15.07,1.164,R052
C03796,R0021,TRK017,road,186.2,1079.96,427.27,1068.48,164.66,397.35,129.89,1606.23,4873.84,1.16,26.18,0.949,R021
C03797,R0050,TRK011,local,210.0,1722.0,519.83,985.99,46.8,219.98,198.07,0.0,3692.66,2.21,17.58,0.918,R050
C03798,R0061,TRK037,rail,214.3,771.48,152.51,503.51,33.53,667.99,89.87,717.26,2936.17,0.68,13.7,0.921,R061
C03799,R0013,TRK050,road,190.9,1107.22,447.0,1142.02,119.11,670.22,109.41,521.72,4116.69,4.85,21.56,0.916,R013
C03800,R0096,TRK019,local,202.4,1659.68,564.41,1009.33,53.38,760.59,273.88,551.09,4872.36,2.26,24.07,1.217,R096
C03801,R0080,TRK025,rail,504.1,1814.76,434.46,494.7,80.55,233.51,234.71,0.0,3292.69,1.92,6.53,1.1,R080
C03802,R0081,TRK030,road,31.0,179.8,73.72,1395.27,19.22,815.18,542.18,1743.26,4768.62,1.39,153.83,1.103,R081
C03803,R0056,TRK040,local,541.7,4441.94,1678.75,934.39,140.38,635.0,103.83,616.72,8551.01,11.64,15.79,1.11,R056
C03804,R0061,TRK026,local,302.4,2479.68,772.86,930.28,72.16,165.54,283.42,0.0,4703.94,10.38,15.56,1.195,R061
C03805,R0083,TRK042,road,225.3,1306.74,423.31,1153.14,140.0,266.88,170.03,1778.82,5238.91,1.85,23.25,1.105,R083
C03806,R0022,TRK025,local,57.9,474.78,146.68,1031.34,13.16,538.89,88.25,1690.78,3983.88,0.81,68.81,1.201,R022
C03807,R0073,TRK014,local,500.3,4102.46,1560.12,929.84,122.7,335.73,145.45,0.0,7196.3,10.4,14.38,1.154,R073
C03808,R0084,TRK004,local,212.5,1742.5,616.75,837.43,58.94,512.21,87.15,819.24,4674.23,0.98,22.0,0.972,R084
C03809,R0005,TRK045,local,359.7,2949.54,924.95,864.05,87.25,303.98,289.78,758.56,6178.12,5.88,17.18,1.094,R005
C03810,R0092,TRK045,rail,202.8,730.08,177.29,404.47,27.88,358.11,21.55,1505.81,3225.2,0.69,15.9,1.177,R092
C03811,R0074,TRK023,road,371.3,2153.54,719.85,1018.02,292.98,226.06,619.44,476.5,5506.39,1.51,14.83,1.012,R074
C03812,R0013,TRK028,road,158.5,919.3,391.97,1367.47,132.48,326.02,313.32,309.75,3760.31,6.67,23.72,1.052,R013
C03813,R0047,TRK013,road,445.4,2583.32,921.43,1377.57,297.27,460.85,171.39,0.0,5811.83,1.68,13.05,0.91,R047
C03814,R0078,TRK005,road,175.7,1019.06,418.26,1144.07,115.13,308.46,415.89,1503.53,4924.4,3.46,28.03,1.121,R078
C03815,R0002,TRK043,road,390.1,2262.58,790.9,1087.37,333.52,887.89,538.05,668.59,6568.89,12.98,16.84,1.075,R002
C03816,R0081,TRK041,rail,395.4,1423.44,272.99,520.92,56.76,770.68,499.91,0.0,3544.69,0.72,8.96,0.978,R081
C03817,R0013,TRK027,road,99.5,577.1,214.01,991.27,72.82,325.44,619.17,0.0,2799.82,1.46,28.14,0.901,R013
C03818,R0048,TRK024,road,67.0,388.6,152.46,1231.01,55.52,353.93,416.5,0.0,2598.02,0.63,38.78,1.147,R048
C03819,R0065,TRK011,road,118.9,689.62,271.0,1405.39,79.97,409.1,558.53,0.0,3413.61,0.86,28.71,1.226,R065
C03820,R0087,TRK013,road,403.6,2340.88,809.29,1218.08,272.39,240.11,680.46,1655.71,7216.92,3.03,17.88,1.075,R087
C03821,R0024,TRK014,rail,407.8,1468.08,341.06,524.89,67.24,464.67,551.82,227.93,3645.69,0.97,8.94,1.165,R024
C03822,R0030,TRK014,road,172.3,999.34,340.93,1385.06,127.45,503.3,441.2,0.0,3797.29,1.97,22.04,1.017,R030
C03823,R0007,TRK011,road,296.8,1721.44,571.43,1284.44,201.79,325.65,273.4,817.13,5195.29,1.45,17.5,1.202,R007
C03824,R0053,TRK026,road,408.2,2367.56,905.06,962.7,286.66,729.02,343.31,0.0,5594.3,1.53,13.7,0.938,R053
C03825,R0037,TRK019,local,536.1,4396.02,1437.29,1018.78,109.75,395.92,107.38,0.0,7465.15,4.26,13.92,0.942,R037
