handling_id,shipment_id,route_id,hub_id,vehicle_id,transfer_type,product_category,cargo_weight_kg,arrival_timestamp,departure_timestamp,handling_time_hours,loading_time_hours,unloading_time_hours,queue_time_hours,temperature_during_handling_c,temperature_excursion,damage_incident,handling_cost,transfer_delay_hours,route_id_raw,shipment_id_raw,hub_id_raw,hub_number,hub_id_mapped
H03963,HS000702,R0020,HUB20,TRK013,cross_dock,grains,1413.5,2026-06-27 07:43:00,2026-06-27 09:24:24,0.67,0.27,1.23,1.02,31.74,0,0,388.13,1.43,R020,S00702,HUB20,20,
H03964,HS000584,R0066,HUB19,TRK037,vehicle_change,mango,811.9,2025-10-18 10:59:00,2025-10-18 12:36:48,0.78,0.85,1.09,0.85,11.99,0,0,565.03,1.46,R066,S00584,HUB19,19,
H03965,HS001229,R0090,HUB02,TRK019,vehicle_change,fish,1114.9,2026-02-10 05:17:00,2026-02-10 07:15:48,1.68,1.09,0.56,0.3,2.77,0,0,539.12,0.59,R090,S01229,HUB02,2,H002
H03966,HS001477,R0093,HUB19,TRK023,cross_dock,dairy,741.1,2026-07-17 00:59:00,2026-07-17 01:41:36,0.64,1.14,0.69,0.07,6.22,0,0,343.2,0.56,R093,S01477,HUB19,19,
H03967,HS000982,R0037,HUB05,TRK015,mode_change,rice,168.7,2025-06-25 09:33:00,2025-06-25 11:28:12,0.62,0.79,0.49,1.3,20.23,0,1,736.68,1.76,R037,S00982,HUB05,5,H005
H03968,HS000336,R0086,HUB08,TRK016,warehouse,dairy,1901.8,2025-11-17 22:50:00,2025-11-18 00:27:12,0.43,1.06,0.22,1.19,7.98,0,0,410.84,1.47,R086,S00336,HUB08,8,H008
H03969,HS001497,R0019,HUB01,TRK038,warehouse,dairy,1826.9,2026-04-05 06:12:00,2026-04-05 08:10:48,1.9,0.36,0.34,0.08,4.4,0,0,623.31,0.46,R019,S01497,HUB01,1,H001
H03970,HS001324,R0059,HUB01,TRK042,vehicle_change,mango,1452.4,2026-01-11 06:09:00,2026-01-11 07:42:36,0.99,1.17,0.38,0.57,10.98,0,0,478.61,1.17,R059,S01324,HUB01,1,H001
H03971,HS000165,R0022,HUB11,TRK044,mode_change,grains,1527.8,2025-09-16 18:27:00,2025-09-16 20:03:00,1.42,0.81,0.18,0.18,23.67,0,0,438.13,0.61,R022,S00165,HUB11,11,H011
H03972,HS000512,R0062,HUB18,TRK044,warehouse,grains,1364.6,2026-03-03 00:11:00,2026-03-03 00:45:48,0.42,1.1,0.85,0.16,22.72,0,0,332.39,0.41,R062,S00512,HUB18,18,
H03973,HS001286,R0084,HUB02,TRK024,warehouse,mango,1959.1,2026-01-29 05:17:00,2026-01-29 07:34:24,2.16,0.68,0.3,0.13,10.42,0,0,569.1,0.5,R084,S01286,HUB02,2,H002
H03974,HS000858,R0020,HUB07,TRK040,vehicle_change,dairy,1914.8,2026-08-20 03:34:00,2026-08-20 06:57:58,0.41,0.66,0.51,2.9896590380492363,6.75,0,0,533.12,3.33,R020,S00858,HUB07,7,H007
H03975,HS000556,R0002,HUB15,TRK011,mode_change,pharma,213.9,2026-02-13 06:59:00,2026-02-13 09:50:36,0.88,0.56,0.18,1.98,7.76,0,0,492.44,2.18,R002,S00556,HUB15,15,H015
H03976,HS000387,R0042,HUB02,TRK022,cross_dock,vegetables,1253.0,2026-07-30 01:05:00,2026-07-30 03:23:00,0.72,0.67,1.13,1.58,7.39,0,0,505.02,1.75,R042,S00387,HUB02,2,H002
H03977,HS000020,R0035,HUB04,TRK011,vehicle_change,mango,1094.7,2025-02-01 11:06:00,2025-02-01 13:04:12,1.72,1.14,0.72,0.25,11.85,0,0,715.79,0.92,R035,S00020,HUB04,4,H004
H03978,HS000796,R0078,HUB01,TRK003,cross_dock,dairy,1270.6,2026-07-23 09:03:00,2026-07-23 12:09:00,2.09,0.97,0.61,1.01,7.0,0,0,654.0,1.57,R078,S00796,HUB01,1,H001
H03979,HS001038,R0005,HUB17,TRK033,warehouse,pharma,1995.1,2026-05-13 07:35:00,2026-05-13 12:43:24,2.32,0.56,0.41,2.82,-0.93,1,0,924.66,3.59,R005,S01038,HUB17,17,
H03980,HS001258,R0011,HUB15,TRK025,mode_change,fish,1895.1,2026-01-15 06:53:00,2026-01-15 09:39:12,2.44,0.73,0.58,0.33,3.06,0,0,826.66,0.92,R011,S01258,HUB15,15,H015
H03981,HS001025,R0010,HUB17,TRK010,mode_change,mango,941.0,2026-03-05 19:33:00,2026-03-05 20:12:36,0.44,0.95,0.77,0.22,11.02,0,0,267.06,0.36,R010,S01025,HUB17,17,
H03982,HS000101,R0046,HUB07,TRK027,warehouse,mango,1711.7,2025-07-17 08:14:00,2025-07-17 09:36:12,0.79,0.94,0.95,0.58,8.19,0,0,496.44,0.76,R046,S00101,HUB07,7,H007
H03983,HS000874,R0011,HUB09,TRK028,warehouse,mango,1553.3,2025-06-19 02:09:00,2025-06-19 05:09:36,0.67,0.41,1.29,2.34,10.43,0,0,462.21,2.45,R011,S00874,HUB09,9,H009
H03984,HS000783,R0093,HUB08,TRK035,mode_change,rice,986.0,2025-09-22 16:44:00,2025-09-22 19:48:12,2.09,0.76,1.27,0.98,20.15,0,0,771.6,1.73,R093,S00783,HUB08,8,H008
H03985,HS000528,R0085,HUB12,TRK031,vehicle_change,pharma,1417.6,2026-06-11 02:10:00,2026-06-11 04:35:12,2.14,0.96,0.69,0.28,4.49,0,0,607.32,0.96,R085,S00528,HUB12,12,H012
H03986,HS000530,R0099,HUB11,TRK042,warehouse,fish,1685.4,2025-12-30 08:43:00,2025-12-30 10:16:36,1.36,1.16,0.46,0.2,3.7,0,0,532.99,0.66,R099,S00530,HUB11,11,H011
H03987,HS000417,R0006,HUB01,TRK046,cross_dock,vegetables,1552.0,2026-05-22 14:54:00,2026-05-22 17:20:24,1.96,0.59,0.44,0.48,7.48,0,0,757.03,0.98,R006,S00417,HUB01,1,H001
H03988,HS000788,R0028,HUB18,TRK011,warehouse,vegetables,1532.0,2025-03-28 15:52:00,2025-03-28 18:00:24,0.81,0.91,0.68,1.33,10.16,1,0,637.2,1.64,R028,S00788,HUB18,18,
H03989,HS000064,R0041,HUB15,TRK025,mode_change,grains,1912.1,2026-02-24 13:18:00,2026-02-24 15:28:12,1.77,0.52,0.47,0.4,20.26,0,0,546.15,1.0,R041,S00064,HUB15,15,H015
H03990,HS001489,R0088,HUB10,TRK045,mode_change,pharma,1009.3,2025-06-27 15:56:00,2025-06-27 17:02:00,0.35,0.48,0.27,0.75,4.8,0,0,474.85,0.93,R088,S01489,HUB10,10,H010
H03991,HS000820,R0064,HUB14,TRK027,warehouse,grains,386.9,2026-08-14 09:00:00,2026-08-14 11:19:12,2.12,0.87,0.27,0.2,24.06,0,0,640.81,0.82,R064,S00820,HUB14,14,H014
H03992,HS000114,R0050,HUB01,TRK035,warehouse,pharma,443.0,2025-10-15 12:47:00,2025-10-15 15:01:24,0.98,1.06,0.42,1.26,6.79,0,0,469.15,1.52,R050,S00114,HUB01,1,H001
H03993,HS000130,R0079,HUB18,TRK018,warehouse,dairy,314.9,2025-11-02 10:42:00,2025-11-02 12:48:00,2.06,0.21,0.71,0.04,2.31,0,0,701.2,0.45,R079,S00130,HUB18,18,
H03994,HS000895,R0002,HUB13,TRK046,vehicle_change,rice,1791.7,2025-04-03 19:37:00,2025-04-03 23:29:12,2.26,0.38,0.51,1.61,28.29,0,0,776.72,2.21,R002,S00895,HUB13,13,H013
H03995,HS000561,R0037,HUB08,TRK031,cross_dock,dairy,839.4,2025-06-09 22:18:00,2025-06-10 00:58:12,2.4,1.04,0.86,0.27,6.16,0,0,736.75,1.11,R037,S00561,HUB08,8,H008
H03996,HS000819,R0097,HUB05,TRK032,warehouse,grains,286.1,2025-10-03 08:00:00,2025-10-03 09:45:36,1.38,0.36,0.79,0.38,22.22,0,0,541.48,0.68,R097,S00819,HUB05,5,H005
H03997,HS000682,R0088,HUB04,TRK012,mode_change,mango,290.9,2025-11-15 08:03:00,2025-11-15 09:14:24,0.73,1.03,1.02,0.46,8.51,0,0,502.82,0.79,R088,S00682,HUB04,4,H004
H03998,HS001014,R0088,HUB12,TRK049,vehicle_change,dairy,167.3,2025-09-18 06:18:00,2025-09-18 07:43:48,0.49,1.01,0.4,0.94,7.33,0,0,359.24,1.35,R088,S01014,HUB12,12,H012
H03999,HS000736,R0036,HUB15,TRK023,vehicle_change,mango,154.8,2025-01-20 15:47:00,2025-01-20 18:19:24,1.48,0.34,0.81,1.06,8.74,0,0,604.5,1.3,R036,S00736,HUB15,15,H015
H04000,HS000698,R0068,HUB04,TRK027,cross_dock,rice,1442.1,2025-04-05 10:48:00,2025-04-05 13:47:24,1.78,0.35,0.99,1.21,23.57,0,0,776.33,1.78,R068,S00698,HUB04,4,H004
H04001,HS000797,R0032,HUB15,TRK005,warehouse,grains,1945.7,2026-06-18 02:42:00,2026-06-18 03:13:48,0.41,0.54,0.87,0.12,30.25,0,0,237.36,0.36,R032,S00797,HUB15,15,H015
H04002,HS000237,R0085,HUB03,TRK027,cross_dock,dairy,447.7,2025-04-20 15:40:00,2025-04-20 17:09:24,1.29,0.77,1.07,0.2,2.33,0,0,537.08,0.46,R085,S00237,HUB03,3,H003
H04003,HS001300,R0015,HUB16,TRK030,mode_change,vegetables,1505.2,2026-01-28 23:08:00,2026-01-29 01:05:00,1.75,0.94,0.92,0.2,7.22,0,0,652.08,0.8,R015,S01300,HUB16,16,
H04004,HS000351,R0087,HUB07,TRK027,warehouse,pharma,296.2,2025-11-15 01:22:00,2025-11-15 06:41:48,1.73,0.63,0.52,3.6,2.67,0,0,826.24,3.96,R087,S00351,HUB07,7,H007
H04005,HS000693,R0071,HUB19,TRK040,vehicle_change,dairy,911.9,2025-06-07 07:15:00,2025-06-07 08:21:00,0.98,1.08,0.55,0.12,3.64,0,0,544.81,0.62,R071,S00693,HUB19,19,
H04006,HS000306,R0081,HUB07,TRK008,cross_dock,grains,1814.5,2026-07-07 19:48:00,2026-07-07 20:18:36,0.21,0.69,0.72,0.3,22.13,0,0,261.52,0.82,R081,S00306,HUB07,7,H007
H04007,HS000918,R0088,HUB16,TRK009,cross_dock,dairy,392.6,2025-08-24 04:36:00,2025-08-24 05:51:00,1.13,1.14,1.18,0.12,7.14,0,0,600.12,0.32,R088,S00918,HUB16,16,
H04008,HS001056,R0009,HUB08,TRK039,vehicle_change,rice,938.4,2026-07-06 16:47:00,2026-07-06 19:41:00,1.59,0.47,0.21,1.31,19.26,0,0,747.45,1.68,R009,S01056,HUB08,8,H008
H04009,HS000830,R0095,HUB01,TRK035,warehouse,fish,1441.3,2025-05-22 20:25:00,2025-05-22 20:53:48,0.46,0.17,0.43,0.02,0.51,0,0,242.27,0.55,R095,S00830,HUB01,1,H001
H04010,HS000966,R0024,HUB16,TRK013,vehicle_change,dairy,821.3,2026-05-18 01:49:00,2026-05-18 03:12:24,1.29,0.51,1.21,0.1,6.94,0,0,469.22,0.68,R024,S00966,HUB16,16,
H04011,HS000617,R0065,HUB10,TRK020,warehouse,vegetables,683.6,2026-08-23 10:40:00,2026-08-23 11:56:12,1.26,0.2,0.32,0.01,4.62,0,0,587.32,0.48,R065,S00617,HUB10,10,H010
H04012,HS000948,R0083,HUB12,TRK036,vehicle_change,dairy,1073.7,2025-05-10 09:37:00,2025-05-10 12:41:12,2.31,1.12,0.87,0.76,2.47,0,0,702.91,1.26,R083,S00948,HUB12,12,H012
H04013,HS000503,R0077,HUB14,TRK020,vehicle_change,grains,415.2,2025-03-20 18:17:00,2025-03-20 20:20:00,1.08,0.64,0.87,0.97,24.49,0,0,606.69,1.39,R077,S00503,HUB14,14,H014
H04014,HS001214,R0036,HUB08,TRK029,mode_change,mango,241.2,2026-05-29 00:24:00,2026-05-29 05:41:05,1.61,0.57,0.21,3.674731644176045,10.74,0,0,763.97,4.4,R036,S01214,HUB08,8,H008
H04015,HS000378,R0008,HUB02,TRK034,vehicle_change,grains,1364.1,2025-10-25 12:03:00,2025-10-25 13:28:48,0.88,0.24,0.96,0.55,18.07,0,0,430.5,0.98,R008,S00378,HUB02,2,H002
H04016,HS001183,R0016,HUB17,TRK044,cross_dock,grains,1270.3,2026-08-22 17:18:00,2026-08-22 19:28:48,1.26,1.16,1.12,0.92,26.8,0,0,493.57,1.14,R016,S01183,HUB17,17,
H04017,HS000969,R0047,HUB15,TRK029,vehicle_change,vegetables,1334.1,2025-08-31 11:52:00,2025-08-31 13:08:12,0.32,0.32,1.14,0.95,7.63,0,0,375.44,1.11,R047,S00969,HUB15,15,H015
H04018,HS001042,R0033,HUB15,TRK005,warehouse,vegetables,210.1,2025-03-16 15:16:00,2025-03-16 16:21:24,0.75,1.08,1.24,0.34,7.42,0,0,353.37,0.77,R033,S01042,HUB15,15,H015
H04019,HS000236,R0002,HUB20,TRK031,warehouse,grains,741.7,2025-01-31 18:07:00,2025-01-31 18:56:48,0.33,0.92,0.91,0.5,31.3,0,0,436.76,1.02,R002,S00236,HUB20,20,
H04020,HS000924,R0007,HUB12,TRK036,cross_dock,dairy,1535.6,2026-02-03 07:54:00,2026-02-03 10:35:24,1.82,0.59,0.39,0.87,5.23,0,0,753.64,1.23,R007,S00924,HUB12,12,H012
H04021,HS001254,R0008,HUB11,TRK007,vehicle_change,vegetables,929.8,2025-03-09 21:30:00,2025-03-09 23:22:48,1.68,0.88,0.8,0.2,6.09,0,0,593.1,0.95,R008,S01254,HUB11,11,H011
H04022,HS001306,R0024,HUB19,TRK014,warehouse,dairy,1858.5,2026-08-08 23:37:00,2026-08-09 01:42:24,0.8,1.19,0.31,1.29,2.56,0,0,513.01,1.87,R024,S01306,HUB19,19,
H04023,HS000066,R0008,HUB08,TRK031,vehicle_change,dairy,112.4,2025-08-31 23:50:00,2025-09-01 02:59:00,2.29,0.21,0.65,0.86,2.33,0,0,663.5,1.64,R008,S00066,HUB08,8,H008
H04024,HS000873,R0004,HUB17,TRK033,warehouse,fish,246.2,2026-01-15 19:35:00,2026-01-15 20:15:12,0.34,0.75,1.18,0.33,1.93,0,0,484.46,0.62,R004,S00873,HUB17,17,
H04025,HS001406,R0031,HUB19,TRK015,mode_change,rice,881.7,2025-05-10 00:24:00,2025-05-10 03:44:24,1.78,0.34,1.01,1.56,21.17,0,0,711.66,1.97,R031,S01406,HUB19,19,
H04026,HS000513,R0073,HUB04,TRK013,mode_change,dairy,285.0,2025-12-16 12:19:00,2025-12-16 14:30:24,1.29,0.65,0.88,0.9,5.75,0,0,618.64,1.51,R073,S00513,HUB04,4,H004
H04027,HS000982,R0054,HUB13,TRK032,warehouse,vegetables,575.8,2025-10-19 15:54:00,2025-10-19 18:16:48,1.02,0.82,0.63,1.36,4.16,0,0,648.81,1.98,R054,S00982,HUB13,13,H013
H04028,HS000949,R0049,HUB01,TRK002,mode_change,pharma,388.3,2025-07-21 12:49:00,2025-07-21 13:53:48,0.51,0.37,0.86,0.57,7.5,0,0,301.18,1.02,R049,S00949,HUB01,1,H001
H04029,HS001478,R0053,HUB14,TRK021,vehicle_change,dairy,264.4,2025-12-23 19:57:00,2025-12-23 23:35:52,0.89,0.73,0.74,2.7578546925918417,4.81,0,0,553.14,3.12,R053,S01478,HUB14,14,H014
H04030,HS001347,R0061,HUB20,TRK032,mode_change,fish,341.4,2026-03-04 06:34:00,2026-03-04 07:53:48,0.7,0.35,0.65,0.63,1.53,0,0,555.88,0.87,R061,S01347,HUB20,20,
H04031,HS000015,R0026,HUB15,TRK027,vehicle_change,dairy,1606.7,2025-04-24 07:20:00,2025-04-24 08:58:24,0.86,0.32,0.74,0.78,3.27,0,0,575.56,1.23,R026,S00015,HUB15,15,H015
H04032,HS000460,R0049,HUB15,TRK009,mode_change,dairy,1322.7,2026-06-02 13:47:00,2026-06-02 17:44:36,1.66,1.09,0.96,2.3,4.22,0,0,624.05,2.69,R049,S00460,HUB15,15,H015
H04033,HS000062,R0023,HUB03,TRK043,vehicle_change,grains,633.1,2025-08-16 00:09:00,2025-08-16 02:22:48,0.42,1.03,0.8,1.81,29.44,0,0,542.13,2.16,R023,S00062,HUB03,3,H003
H04034,HS000605,R0080,HUB04,TRK034,vehicle_change,rice,822.6,2026-07-21 09:32:00,2026-07-21 14:33:48,2.39,0.24,1.26,2.64,28.28,0,0,876.54,3.37,R080,S00605,HUB04,4,H004
H04035,HS000311,R0062,HUB12,TRK025,vehicle_change,mango,1522.7,2025-10-06 01:22:00,2025-10-06 01:53:48,0.4,0.81,1.0,0.13,8.25,0,0,240.67,0.43,R062,S00311,HUB12,12,H012
H04036,HS001157,R0075,HUB05,TRK009,cross_dock,fish,1071.2,2025-10-09 08:50:00,2025-10-09 10:15:12,0.87,0.28,0.38,0.55,3.2,0,0,416.24,0.79,R075,S01157,HUB05,5,H005
H04037,HS000843,R0078,HUB14,TRK027,vehicle_change,pharma,344.6,2026-06-18 17:12:00,2026-06-18 20:24:36,1.84,1.01,1.3,1.37,6.68,0,0,688.6,2.08,R078,S00843,HUB14,14,H014
H04038,HS000739,R0032,HUB03,TRK024,vehicle_change,fish,1178.2,2025-03-13 05:14:00,2025-03-13 08:24:48,2.12,0.44,0.66,1.06,2.22,0,0,811.49,1.65,R032,S00739,HUB03,3,H003
H04039,HS000012,R0071,HUB13,TRK016,cross_dock,fish,118.0,2026-08-19 14:55:00,2026-08-19 16:17:48,0.73,0.22,1.23,0.65,-2.07,1,0,421.87,1.02,R071,S00012,HUB13,13,H013
H04040,HS001150,R0013,HUB11,TRK048,vehicle_change,fish,1213.4,2026-06-16 06:10:00,2026-06-16 07:35:12,1.12,0.93,0.16,0.3,2.79,0,0,622.37,0.79,R013,S01150,HUB11,11,H011
H04041,HS000767,R0067,HUB17,TRK001,vehicle_change,fish,527.0,2025-01-17 07:27:00,2025-01-17 08:45:00,1.21,0.24,0.3,0.09,2.33,0,0,498.95,0.69,R067,S00767,HUB17,17,
H04042,HS000472,R0006,HUB01,TRK043,vehicle_change,fish,1649.6,2025-12-12 20:29:00,2025-12-12 23:21:48,1.33,1.17,0.27,1.55,3.72,0,0,713.76,2.2,R006,S00472,HUB01,1,H001
H04043,HS001037,R0010,HUB11,TRK029,warehouse,mango,1991.4,2025-08-11 08:38:00,2025-08-11 10:33:12,1.17,0.21,0.49,0.75,11.29,0,0,619.33,1.09,R010,S01037,HUB11,11,H011
H04044,HS000105,R0010,HUB09,TRK030,vehicle_change,pharma,1263.6,2026-04-17 12:22:00,2026-04-17 13:54:24,1.05,0.83,0.57,0.49,2.58,0,0,598.6,1.14,R010,S00105,HUB09,9,H009
H04045,HS001071,R0018,HUB19,TRK018,vehicle_change,mango,776.8,2026-02-22 21:49:00,2026-02-22 23:19:00,0.69,0.18,0.99,0.81,13.6,1,0,513.29,1.05,R018,S01071,HUB19,19,
H04046,HS001437,R0048,HUB13,TRK021,vehicle_change,vegetables,1781.1,2026-03-23 10:32:00,2026-03-23 12:59:00,2.2,0.85,0.81,0.25,6.07,0,0,773.6,0.65,R048,S01437,HUB13,13,H013
H04047,HS001412,R0046,HUB13,TRK013,warehouse,grains,493.8,2025-12-12 13:02:00,2025-12-12 13:45:12,0.37,1.14,0.86,0.35,27.71,0,0,445.39,0.69,R046,S01412,HUB13,13,H013
H04048,HS000032,R0048,HUB11,TRK037,cross_dock,rice,1578.6,2025-04-16 07:13:00,2025-04-16 08:40:00,1.3,0.88,0.65,0.15,29.31,0,0,491.67,0.69,R048,S00032,HUB11,11,H011
H04049,HS000182,R0025,HUB19,TRK042,cross_dock,fish,1643.2,2026-06-24 09:32:00,2026-06-24 11:25:24,1.58,1.01,1.2,0.31,1.83,0,0,566.31,0.83,R025,S00182,HUB19,19,
H04050,HS000327,R0017,HUB11,TRK013,vehicle_change,vegetables,1096.9,2025-03-28 12:46:00,2025-03-28 17:15:24,2.04,0.71,0.31,2.45,7.2,0,0,789.77,2.86,R017,S00327,HUB11,11,H011
H04051,HS000837,R0027,HUB03,TRK014,cross_dock,pharma,1525.5,2025-02-24 05:58:00,2025-02-24 09:25:36,1.08,0.89,1.0,2.38,3.83,0,0,723.09,2.72,R027,S00837,HUB03,3,H003
H04052,HS000540,R0065,HUB17,TRK050,warehouse,dairy,876.7,2025-07-03 17:29:00,2025-07-03 20:35:00,2.12,0.25,0.57,0.98,3.36,0,0,663.4,1.31,R065,S00540,HUB17,17,
H04053,HS000018,R0046,HUB05,TRK048,warehouse,grains,667.2,2025-08-29 05:24:00,2025-08-29 06:27:00,0.24,0.51,0.38,0.81,30.96,0,0,489.92,1.04,R046,S00018,HUB05,5,H005
H04054,HS000441,R0067,HUB09,TRK021,cross_dock,pharma,1548.4,2026-01-01 16:41:00,2026-01-01 18:44:36,1.83,1.0,1.11,0.23,7.85,0,0,655.61,0.51,R067,S00441,HUB09,9,H009
H04055,HS001478,R0078,HUB19,TRK026,warehouse,vegetables,1473.2,2026-08-20 13:22:00,2026-08-20 15:14:12,1.41,0.65,0.87,0.46,4.59,0,0,452.05,0.73,R078,S01478,HUB19,19,
H04056,HS000814,R0007,HUB15,TRK011,vehicle_change,grains,1453.8,2025-04-04 15:39:00,2025-04-04 20:58:18,0.45,0.23,0.66,4.871679865343132,22.99,0,0,753.15,5.42,R007,S00814,HUB15,15,H015
H04057,HS000719,R0053,HUB13,TRK017,warehouse,grains,1722.1,2026-07-30 03:37:00,2026-07-30 05:41:12,0.89,0.15,0.2,1.18,27.27,0,0,417.52,1.66,R053,S00719,HUB13,13,H013
H04058,HS000428,R0021,HUB05,TRK033,mode_change,fish,1853.7,2026-08-18 03:02:00,2026-08-18 03:58:24,0.63,0.15,1.0,0.31,2.27,0,0,437.46,0.65,R021,S00428,HUB05,5,H005
H04059,HS001452,R0057,HUB03,TRK027,cross_dock,grains,1295.6,2026-04-23 00:47:00,2026-04-23 01:38:00,0.31,0.92,0.63,0.54,18.6,0,0,418.08,1.0,R057,S01452,HUB03,3,H003
H04060,HS001222,R0037,HUB18,TRK028,mode_change,fish,1753.3,2025-12-18 11:57:00,2025-12-18 14:12:00,1.69,0.16,0.49,0.56,0.76,0,0,532.88,1.16,R037,S01222,HUB18,18,
H04061,HS001457,R0096,HUB20,TRK038,cross_dock,vegetables,759.6,2025-11-03 16:22:00,2025-11-03 18:38:48,0.37,0.91,1.1,1.91,5.98,0,0,380.86,2.37,R096,S01457,HUB20,20,
H04062,HS001055,R0002,HUB08,TRK013,cross_dock,mango,1043.9,2026-05-13 03:50:00,2026-05-13 06:02:36,1.2,0.26,0.95,1.01,11.95,0,0,459.57,1.22,R002,S01055,HUB08,8,H008
H04063,HS000699,R0073,HUB09,TRK014,cross_dock,rice,1878.1,2026-02-19 23:02:00,2026-02-20 00:35:36,0.97,0.38,1.14,0.59,19.93,0,0,505.46,0.97,R073,S00699,HUB09,9,H009
H04064,HS001187,R0016,HUB07,TRK044,mode_change,rice,1412.9,2026-01-14 16:20:00,2026-01-14 17:30:48,0.71,0.5,1.1,0.47,22.39,0,0,512.81,0.64,R016,S01187,HUB07,7,H007
H04065,HS001308,R0029,HUB11,TRK023,warehouse,rice,273.1,2025-10-28 05:00:00,2025-10-28 07:30:00,1.63,0.27,1.18,0.87,24.74,0,0,734.52,1.58,R029,S01308,HUB11,11,H011
H04066,HS000946,R0002,HUB04,TRK001,cross_dock,rice,656.5,2025-07-25 22:41:00,2025-07-26 00:15:12,1.44,0.19,0.69,0.13,28.43,0,0,493.21,0.39,R002,S00946,HUB04,4,H004
H04067,HS000650,R0034,HUB07,TRK038,vehicle_change,fish,701.1,2026-03-06 01:08:00,2026-03-06 09:56:28,1.83,0.51,0.2,6.977863263274662,2.06,0,0,1047.56,7.37,R034,S00650,HUB07,7,H007
H04068,HS000193,R0014,HUB16,TRK021,vehicle_change,pharma,1301.7,2026-01-30 02:58:00,2026-01-30 03:34:00,0.34,0.67,1.29,0.26,3.55,0,0,388.27,0.67,R014,S00193,HUB16,16,
H04069,HS000328,R0093,HUB02,TRK011,cross_dock,rice,663.6,2026-05-27 08:22:00,2026-05-27 09:12:24,0.76,1.06,0.31,0.08,26.39,0,0,307.66,0.69,R093,S00328,HUB02,2,H002
H04070,HS000674,R0022,HUB17,TRK013,cross_dock,mango,730.3,2026-04-18 06:36:00,2026-04-18 08:39:00,2.04,0.7,0.97,0.01,8.67,0,0,663.05,0.37,R022,S00674,HUB17,17,
H04071,HS000709,R0063,HUB13,TRK029,mode_change,mango,1193.5,2025-12-30 08:43:00,2025-12-30 12:17:12,1.72,0.58,0.97,1.85,10.23,0,0,817.44,2.47,R063,S00709,HUB13,13,H013
H04072,HS001399,R0058,HUB10,TRK047,cross_dock,vegetables,1300.8,2026-08-19 22:20:00,2026-08-20 00:48:48,1.7,0.93,0.39,0.78,6.37,0,0,754.56,1.52,R058,S01399,HUB10,10,H010
H04073,HS000914,R0019,HUB20,TRK007,warehouse,grains,531.3,2025-01-12 15:25:00,2025-01-12 17:53:48,2.19,0.6,0.63,0.29,29.77,0,0,726.92,0.97,R019,S00914,HUB20,20,
H04074,HS000650,R0037,HUB03,TRK019,mode_change,rice,1242.1,2026-08-21 07:22:00,2026-08-21 11:05:48,1.57,0.61,0.94,2.16,23.11,0,0,839.99,2.82,R037,S00650,HUB03,3,H003
H04075,HS000770,R0068,HUB04,TRK011,mode_change,pharma,298.0,2025-11-12 12:53:00,2025-11-12 14:36:48,1.36,0.46,1.02,0.37,5.19,0,0,544.31,0.83,R068,S00770,HUB04,4,H004
H04076,HS000835,R0051,HUB08,TRK014,warehouse,vegetables,1643.0,2025-04-18 13:28:00,2025-04-18 14:25:36,0.85,0.96,0.89,0.11,5.87,0,0,452.21,0.67,R051,S00835,HUB08,8,H008
H04077,HS000822,R0035,HUB12,TRK012,warehouse,rice,1130.4,2025-11-19 16:06:00,2025-11-19 18:35:24,1.58,1.02,0.94,0.91,31.8,0,0,572.62,1.46,R035,S00822,HUB12,12,H012
H04078,HS001018,R0096,HUB15,TRK002,cross_dock,grains,585.4,2026-04-28 06:19:00,2026-04-28 07:17:48,0.91,0.17,0.17,0.07,19.48,0,0,368.77,0.69,R096,S01018,HUB15,15,H015
H04079,HS000976,R0032,HUB17,TRK003,mode_change,grains,1172.5,2025-03-15 03:33:00,2025-03-15 05:18:00,1.42,0.42,0.99,0.33,26.6,0,0,461.29,0.55,R032,S00976,HUB17,17,
H04080,HS001477,R0077,HUB17,TRK018,warehouse,dairy,54.0,2026-04-12 06:25:00,2026-04-12 09:17:48,1.69,0.93,1.03,1.19,3.66,0,0,699.47,1.79,R077,S01477,HUB17,17,
H04081,HS000900,R0031,HUB12,TRK006,cross_dock,pharma,101.2,2025-05-31 04:56:00,2025-05-31 05:47:36,0.53,0.99,0.83,0.33,6.82,0,0,427.8,0.72,R031,S00900,HUB12,12,H012
H04082,HS001090,R0035,HUB07,TRK041,mode_change,pharma,1946.2,2026-02-11 17:05:00,2026-02-11 19:58:24,1.17,0.88,0.63,1.72,4.4,0,0,684.98,2.11,R035,S01090,HUB07,7,H007
H04083,HS000300,R0059,HUB03,TRK030,vehicle_change,grains,1496.1,2025-11-13 06:57:00,2025-11-13 08:15:00,0.93,1.09,0.46,0.37,27.76,0,0,452.55,0.59,R059,S00300,HUB03,3,H003
H04084,HS000516,R0057,HUB06,TRK038,vehicle_change,pharma,1115.5,2026-04-25 23:18:00,2026-04-26 01:04:48,1.31,0.5,0.41,0.47,7.98,0,0,450.63,1.0,R057,S00516,HUB06,6,H006
H04085,HS000882,R0083,HUB03,TRK021,mode_change,rice,1891.5,2026-01-17 05:51:00,2026-01-17 07:03:36,0.64,1.09,0.87,0.57,29.91,0,0,542.45,0.96,R083,S00882,HUB03,3,H003
