delay_id,shipment_id,route_id,vehicle_id,transport_mode,departure_timestamp,distance_km,planned_transit_hours,actual_transit_hours,delay_hours,on_time,historical_route_reliability,congestion_level,weather_condition,transfer_count,handling_time_hours,day_of_week,peak_period,route_id_raw,shipment_id_raw
D06836,HS000154,R0088,TRK016,road,2025-01-03 03:18:00,271.5,9.76,13.31,3.55,0,0.809,high,cloudy,0,1.35,Friday,0,R088,S00154
D06837,HS000112,R0082,TRK040,road,2025-01-18 03:31:00,467.0,11.22,15.09,3.87,0,0.739,high,cloudy,0,0.46,Saturday,0,R082,S00112
D06838,HS000398,R0065,TRK028,road,2026-03-07 14:26:00,392.7,10.36,13.32,2.96,0,0.786,medium,cloudy,1,2.52,Saturday,0,R065,S00398
D06839,HS000272,R0036,TRK017,rail,2026-03-03 00:14:00,250.6,7.73,10.48,2.75,0,0.901,medium,cloudy,0,0.52,Tuesday,0,R036,S00272
D06840,HS000808,R0055,TRK042,road,2025-11-05 23:25:00,130.7,4.88,8.66,3.78,0,0.79,low,rain,0,0.76,Wednesday,0,R055,S00808
D06841,HS000681,R0005,TRK014,road,2025-09-04 05:25:00,502.9,14.46,17.84,3.38,0,0.905,medium,heavy_rain,1,1.75,Thursday,0,R005,S00681
D06842,HS000253,R0026,TRK042,road,2026-04-13 17:15:00,138.2,6.31,10.67,4.36,0,0.987,medium,rain,2,2.79,Monday,1,R026,S00253
D06843,HS000286,R0053,TRK037,rail,2025-09-20 20:02:00,313.4,13.74,16.42,2.68,0,0.963,medium,cloudy,0,0.64,Saturday,1,R053,S00286
D06844,HS000745,R0035,TRK019,road,2025-08-25 14:20:00,348.0,7.78,8.56,0.78,0,0.989,low,clear,1,0.72,Monday,0,R035,S00745
D06845,HS001460,R0080,TRK003,local,2026-04-30 07:14:00,367.0,12.72,16.53,3.81,0,0.895,low,rain,1,2.83,Thursday,1,R080,S01460
D06846,HS001155,R0090,TRK002,rail,2025-03-29 09:14:00,42.0,3.03,4.73,1.7,0,0.906,medium,clear,1,2.47,Saturday,1,R090,S01155
D06847,HS001103,R0041,TRK041,road,2025-12-17 15:51:00,140.3,4.2,7.18,2.98,0,0.982,medium,clear,3,1.78,Wednesday,0,R041,S01103
D06848,HS001063,R0098,TRK035,local,2026-05-09 02:51:00,229.3,8.38,10.54,2.16,0,0.782,medium,clear,0,1.43,Saturday,0,R098,S01063
D06849,HS000730,R0026,TRK047,road,2025-07-03 11:57:00,298.8,8.02,12.81,4.79,0,0.823,medium,heavy_rain,1,2.49,Thursday,0,R026,S00730
D06850,HS000552,R0018,TRK017,road,2026-05-17 22:23:00,76.6,4.18,6.12,1.94,0,0.925,medium,clear,0,1.06,Sunday,0,R018,S00552
D06851,HS001145,R0041,TRK041,road,2025-04-01 21:50:00,295.0,7.67,10.62,2.95,0,0.76,medium,clear,1,1.21,Tuesday,0,R041,S01145
D06852,HS000140,R0082,TRK038,rail,2025-05-28 07:05:00,229.4,8.42,11.61,3.19,0,0.99,low,rain,1,2.67,Wednesday,1,R082,S00140
D06853,HS000240,R0029,TRK015,road,2025-03-28 03:06:00,157.9,6.23,8.61,2.38,0,0.783,low,cloudy,1,2.99,Friday,0,R029,S00240
D06854,HS000799,R0092,TRK031,rail,2026-02-01 20:35:00,131.4,4.37,8.79,4.42,0,0.765,low,clear,1,2.34,Sunday,1,R092,S00799
D06855,HS001283,R0087,TRK016,road,2025-10-30 17:34:00,198.5,6.41,8.99,2.58,0,0.847,medium,cloudy,0,0.47,Thursday,1,R087,S01283
D06856,HS000759,R0036,TRK039,local,2025-01-15 13:38:00,46.7,1.79,4.16,2.37,0,0.822,medium,cloudy,0,2.29,Wednesday,0,R036,S00759
D06857,HS000348,R0032,TRK027,rail,2025-02-15 02:51:00,92.0,2.24,8.24,6.0,0,0.751,high,clear,1,1.49,Saturday,0,R032,S00348
D06858,HS000806,R0046,TRK022,rail,2025-05-21 17:30:00,189.2,6.79,10.53,3.74,0,0.917,low,rain,1,2.81,Wednesday,1,R046,S00806
D06859,HS000389,R0015,TRK013,road,2026-05-23 18:13:00,258.5,8.87,13.36,4.49,0,0.885,medium,cloudy,2,2.59,Saturday,1,R015,S00389
D06860,HS001204,R0036,TRK035,road,2025-07-09 04:49:00,249.6,9.97,12.96,2.99,0,0.95,low,heavy_rain,1,3.2,Wednesday,0,R036,S01204
D06861,HS000216,R0082,TRK040,road,2025-10-12 01:50:00,121.2,3.87,6.94,3.07,0,0.894,medium,cloudy,1,2.29,Sunday,0,R082,S00216
D06862,HS000990,R0088,TRK035,local,2025-09-28 18:40:00,168.5,6.62,9.61,2.99,0,0.757,medium,clear,0,0.48,Sunday,1,R088,S00990
D06863,HS001151,R0088,TRK022,road,2025-01-12 05:11:00,384.1,8.07,9.78,1.71,0,0.835,medium,cloudy,0,0.83,Sunday,0,R088,S01151
D06864,HS000217,R0072,TRK017,road,2026-05-14 09:34:00,85.3,2.37,5.57,3.2,0,0.778,medium,clear,1,2.34,Thursday,1,R072,S00217
D06865,HS000423,R0055,TRK017,local,2025-06-04 02:12:00,214.3,6.86,9.0,2.14,0,0.933,low,cloudy,1,1.03,Wednesday,0,R055,S00423
D06866,HS000633,R0089,TRK007,road,2026-05-29 19:41:00,494.4,11.53,13.59,2.06,0,0.841,low,clear,1,3.25,Friday,1,R089,S00633
D06867,HS000509,R0097,TRK040,rail,2026-04-24 03:15:00,55.3,2.4,3.06,0.66,0,0.988,low,cloudy,0,0.44,Friday,0,R097,S00509
D06868,HS000903,R0069,TRK042,road,2025-01-16 09:38:00,46.0,2.62,5.85,3.23,0,0.773,medium,clear,0,2.36,Thursday,1,R069,S00903
D06869,HS000696,R0029,TRK033,rail,2025-06-01 15:15:00,456.5,10.32,13.45,3.13,0,0.927,medium,clear,2,2.17,Sunday,0,R029,S00696
D06870,HS001044,R0088,TRK014,road,2025-09-23 03:32:00,480.0,16.29,20.3,4.01,0,0.739,low,rain,2,2.86,Tuesday,0,R088,S01044
D06871,HS001003,R0089,TRK011,local,2025-04-20 07:15:00,520.0,13.15,16.09,2.94,0,0.945,medium,rain,0,2.29,Sunday,1,R089,S01003
D06872,HS001116,R0024,TRK005,road,2026-04-16 20:44:00,88.9,2.4,7.12,4.72,0,0.765,medium,clear,1,2.68,Thursday,1,R024,S01116
D06873,HS000591,R0049,TRK022,road,2026-01-04 04:16:00,52.8,3.23,7.54,4.31,0,0.827,medium,rain,2,3.77,Sunday,0,R049,S00591
D06874,HS000421,R0089,TRK034,road,2026-05-09 10:19:00,265.7,10.13,12.72,2.59,0,0.99,high,clear,0,1.41,Saturday,0,R089,S00421
D06875,HS000222,R0089,TRK005,road,2026-07-05 17:28:00,115.2,4.74,8.37,3.63,0,0.908,high,clear,1,0.84,Sunday,1,R089,S00222
D06876,HS001038,R0082,TRK016,road,2025-09-13 13:48:00,81.2,5.15,8.4,3.25,0,0.793,low,clear,1,1.92,Saturday,0,R082,S01038
D06877,HS000320,R0069,TRK044,road,2026-05-09 23:02:00,101.8,4.91,9.1,4.19,0,0.735,medium,clear,0,2.09,Saturday,0,R069,S00320
D06878,HS000633,R0017,TRK009,road,2026-06-27 02:19:00,159.7,7.26,9.14,1.88,0,0.919,low,heavy_rain,0,0.99,Saturday,0,R017,S00633
D06879,HS000892,R0075,TRK007,rail,2025-11-30 20:39:00,435.1,15.24,21.71,6.47,0,0.777,medium,heavy_rain,0,1.49,Sunday,1,R075,S00892
D06880,HS000023,R0015,TRK027,road,2025-04-25 18:49:00,129.6,4.9,5.91,1.01,0,0.889,low,clear,0,0.54,Friday,1,R015,S00023
D06881,HS001156,R0034,TRK014,road,2025-08-06 03:42:00,445.8,12.4,15.45,3.05,0,0.831,medium,cloudy,0,1.73,Wednesday,0,R034,S01156
D06882,HS000831,R0072,TRK027,road,2025-09-22 20:46:00,345.9,7.73,11.67,3.94,0,0.872,medium,clear,1,1.25,Monday,1,R072,S00831
D06883,HS000066,R0087,TRK031,road,2025-11-22 11:13:00,238.6,10.11,13.63,3.52,0,0.902,low,rain,2,1.58,Saturday,0,R087,S00066
D06884,HS001137,R0009,TRK048,local,2025-05-25 14:46:00,245.1,6.29,10.32,4.03,0,0.768,medium,clear,1,2.59,Sunday,0,R009,S01137
D06885,HS001431,R0091,TRK005,rail,2026-04-06 15:08:00,416.6,14.56,18.04,3.48,0,0.853,low,clear,1,2.9,Monday,0,R091,S01431
D06886,HS001415,R0095,TRK048,rail,2025-07-21 07:12:00,180.7,5.85,10.32,4.47,0,0.818,medium,cloudy,0,0.77,Monday,1,R095,S01415
D06887,HS000674,R0071,TRK050,road,2026-01-20 15:22:00,413.0,15.85,17.35,1.5,0,0.932,low,rain,0,1.02,Tuesday,0,R071,S00674
D06888,HS000400,R0053,TRK023,road,2025-07-08 11:46:00,422.2,11.45,13.91,2.46,0,0.741,low,cloudy,1,2.33,Tuesday,0,R053,S00400
D06889,HS000138,R0075,TRK044,local,2025-07-16 14:15:00,74.5,4.24,4.94,0.7,0,0.969,low,cloudy,0,0.29,Wednesday,0,R075,S00138
D06890,HS000262,R0019,TRK019,road,2025-01-18 09:34:00,435.5,10.36,12.04,1.68,0,0.879,low,cloudy,1,1.61,Saturday,1,R019,S00262
D06891,HS001332,R0019,TRK032,road,2026-08-06 15:09:00,311.2,10.62,14.65,4.03,0,0.9,high,clear,1,0.83,Thursday,0,R019,S01332
D06892,HS001274,R0047,TRK019,road,2025-06-30 03:53:00,186.0,7.21,10.14,2.93,0,0.928,low,heavy_rain,0,0.58,Monday,0,R047,S01274
D06893,HS000368,R0031,TRK036,road,2025-11-21 09:38:00,491.0,17.77,19.57,1.8,0,0.972,low,cloudy,1,2.58,Friday,1,R031,S00368
D06894,HS001281,R0042,TRK025,rail,2025-06-09 12:17:00,159.4,6.39,11.4,5.01,0,0.901,high,clear,0,1.2,Monday,0,R042,S01281
D06895,HS000489,R0008,TRK037,road,2025-01-05 05:17:00,437.1,10.38,15.26,4.88,0,0.764,high,clear,0,0.93,Sunday,0,R008,S00489
D06896,HS000136,R0052,TRK015,rail,2025-02-12 11:17:00,115.2,5.31,8.53,3.22,0,0.931,low,rain,0,1.59,Wednesday,0,R052,S00136
D06897,HS000006,R0029,TRK009,road,2025-10-04 22:06:00,432.9,12.3,17.38,5.08,0,0.811,medium,heavy_rain,1,1.48,Saturday,0,R029,S00006
D06898,HS001126,R0069,TRK020,local,2025-09-12 23:41:00,164.6,5.57,8.36,2.79,0,0.776,low,cloudy,1,1.53,Friday,0,R069,S01126
D06899,HS000121,R0048,TRK007,road,2026-01-17 10:10:00,330.1,12.92,14.99,2.07,0,0.732,low,cloudy,0,1.61,Saturday,0,R048,S00121
D06900,HS000442,R0077,TRK022,local,2025-10-29 05:08:00,220.3,8.71,12.09,3.38,0,0.778,low,cloudy,1,1.71,Wednesday,0,R077,S00442
D06901,HS000500,R0062,TRK012,road,2025-01-20 17:17:00,501.1,18.41,21.14,2.73,0,0.979,medium,cloudy,0,1.18,Monday,1,R062,S00500
D06902,HS000587,R0033,TRK036,road,2026-02-12 05:42:00,398.7,8.46,9.22,0.76,0,0.944,medium,clear,0,0.63,Thursday,0,R033,S00587
D06903,HS001112,R0089,TRK023,rail,2026-08-02 21:25:00,443.2,12.27,15.79,3.52,0,0.929,medium,clear,1,1.33,Sunday,0,R089,S01112
D06904,HS001403,R0017,TRK033,road,2026-06-04 01:26:00,340.7,8.95,12.38,3.43,0,0.869,medium,rain,0,2.11,Thursday,0,R017,S01403
D06905,HS000813,R0081,TRK006,rail,2025-09-22 03:47:00,377.6,14.68,19.5,4.82,0,0.896,medium,rain,2,3.5,Monday,0,R081,S00813
D06906,HS000191,R0019,TRK034,road,2025-04-24 11:12:00,505.0,12.93,16.48,3.55,0,0.949,low,cloudy,2,3.07,Thursday,0,R019,S00191
D06907,HS000018,R0063,TRK045,local,2026-06-18 18:43:00,116.5,3.06,6.09,3.03,0,0.762,low,clear,0,2.2,Thursday,1,R063,S00018
D06908,HS001143,R0059,TRK033,road,2025-12-27 19:34:00,249.8,6.99,10.02,3.03,0,0.911,high,cloudy,1,1.69,Saturday,1,R059,S01143
D06909,HS000771,R0017,TRK042,road,2026-04-04 20:06:00,461.7,13.47,16.18,2.71,0,0.937,low,clear,1,2.2,Saturday,1,R017,S00771
D06910,HS000567,R0057,TRK021,road,2025-08-16 05:10:00,186.4,5.24,6.66,1.42,0,0.858,medium,clear,0,0.41,Saturday,0,R057,S00567
D06911,HS000813,R0027,TRK023,road,2026-03-21 23:29:00,68.5,2.84,4.51,1.67,0,0.987,medium,rain,1,0.77,Saturday,0,R027,S00813
D06912,HS000511,R0099,TRK048,road,2025-12-10 14:18:00,179.1,5.48,9.4,3.92,0,0.737,low,cloudy,1,2.33,Wednesday,0,R099,S00511
D06913,HS000915,R0009,TRK040,road,2026-08-03 16:40:00,405.4,10.08,13.81,3.73,0,0.8,medium,cloudy,0,2.46,Monday,0,R009,S00915
D06914,HS001112,R0092,TRK035,local,2025-09-07 01:20:00,281.7,8.23,10.91,2.68,0,0.822,low,clear,0,1.03,Sunday,0,R092,S01112
D06915,HS001112,R0100,TRK037,road,2025-06-13 10:10:00,418.1,10.63,14.33,3.7,0,0.777,medium,cloudy,0,1.65,Friday,0,R100,S01112
D06916,HS000139,R0087,TRK001,road,2026-05-09 21:47:00,149.9,4.07,6.38,2.31,0,0.812,medium,rain,0,1.23,Saturday,0,R087,S00139
D06917,HS000190,R0044,TRK006,road,2025-06-06 08:52:00,70.9,2.77,8.44,5.67,0,0.733,low,rain,1,1.92,Friday,1,R044,S00190
D06918,HS001010,R0023,TRK036,rail,2026-08-18 02:40:00,300.0,8.01,10.69,2.68,0,0.94,medium,cloudy,0,1.6,Tuesday,0,R023,S01010
D06919,HS000186,R0040,TRK050,road,2025-01-14 14:28:00,308.0,11.63,13.95,2.32,0,0.785,medium,clear,1,1.56,Tuesday,0,R040,S00186
D06920,HS000549,R0078,TRK031,rail,2025-07-04 05:54:00,250.7,7.88,11.14,3.26,0,0.814,medium,rain,0,1.33,Friday,0,R078,S00549
D06921,HS001262,R0073,TRK002,road,2025-09-23 16:01:00,518.1,13.52,15.58,2.06,0,0.894,low,rain,1,1.04,Tuesday,0,R073,S01262
D06922,HS001349,R0064,TRK008,rail,2025-09-23 17:01:00,85.0,2.47,3.7,1.23,0,0.983,low,cloudy,0,1.45,Tuesday,1,R064,S01349
D06923,HS001488,R0070,TRK032,rail,2025-04-06 02:21:00,121.1,5.48,7.71,2.23,0,0.919,medium,clear,0,0.54,Sunday,0,R070,S01488
D06924,HS001106,R0008,TRK045,road,2025-12-25 15:12:00,359.2,12.32,16.04,3.72,0,0.882,medium,clear,2,3.99,Thursday,0,R008,S01106
D06925,HS000039,R0055,TRK021,rail,2026-03-29 17:34:00,306.0,9.03,13.48,4.45,0,0.833,low,cloudy,1,2.87,Sunday,1,R055,S00039
D06926,HS001435,R0068,TRK040,road,2025-04-01 23:36:00,422.2,12.73,13.46,0.73,0,0.949,medium,clear,1,0.91,Tuesday,0,R068,S01435
D06927,HS001121,R0041,TRK022,road,2026-05-18 15:40:00,371.3,13.65,14.84,1.19,0,0.988,medium,rain,0,2.31,Monday,0,R041,S01121
D06928,HS001261,R0038,TRK010,road,2026-02-09 11:58:00,160.9,5.84,7.26,1.42,0,0.886,medium,clear,0,2.16,Monday,0,R038,S01261
D06929,HS000088,R0094,TRK026,road,2025-09-03 03:50:00,156.6,7.4,9.08,1.68,0,0.934,low,clear,1,2.15,Wednesday,0,R094,S00088
D06930,HS000323,R0038,TRK004,road,2025-10-21 14:43:00,235.6,6.22,8.44,2.22,0,0.857,low,clear,2,3.18,Tuesday,0,R038,S00323
D06931,HS000006,R0011,TRK012,road,2026-08-06 23:06:00,320.3,8.68,11.98,3.3,0,0.791,low,clear,2,3.16,Thursday,0,R011,S00006
D06932,HS000435,R0018,TRK048,local,2026-01-02 08:49:00,234.4,6.98,11.01,4.03,0,0.833,medium,heavy_rain,0,0.39,Friday,1,R018,S00435
D06933,HS000558,R0094,TRK003,road,2025-06-07 07:22:00,225.6,7.61,11.36,3.75,0,0.907,low,rain,0,1.29,Saturday,1,R094,S00558
D06934,HS000390,R0015,TRK018,local,2025-11-07 09:00:00,517.8,18.38,20.95,2.57,0,0.883,medium,clear,0,0.83,Friday,1,R015,S00390
D06935,HS000609,R0064,TRK048,road,2025-09-27 00:41:00,376.4,10.06,14.3,4.24,0,0.829,high,cloudy,2,1.83,Saturday,0,R064,S00609
D06936,HS001282,R0049,TRK046,road,2025-10-12 23:05:00,359.4,8.09,9.16,1.07,0,0.799,low,cloudy,1,1.64,Sunday,0,R049,S01282
D06937,HS001189,R0092,TRK008,road,2026-04-27 21:32:00,437.3,9.12,11.2,2.08,0,0.902,medium,clear,0,0.48,Monday,0,R092,S01189
D06938,HS000461,R0061,TRK017,local,2025-07-18 18:25:00,396.2,16.02,18.06,2.04,0,0.917,low,clear,0,1.63,Friday,1,R061,S00461
D06939,HS000397,R0038,TRK022,rail,2026-06-18 23:53:00,517.4,14.7,18.71,4.01,0,0.768,low,cloudy,1,2.26,Thursday,0,R038,S00397
D06940,HS000483,R0057,TRK025,road,2025-04-28 21:28:00,112.0,5.3,9.25,3.95,0,0.825,high,cloudy,1,2.51,Monday,0,R057,S00483
D06941,HS001304,R0040,TRK040,rail,2026-01-06 18:30:00,461.2,12.22,14.62,2.4,0,0.933,low,clear,0,2.4,Tuesday,1,R040,S01304
D06942,HS000728,R0050,TRK022,road,2026-07-24 22:22:00,118.6,5.09,7.68,2.59,0,0.843,medium,cloudy,1,1.98,Friday,0,R050,S00728
D06943,HS000599,R0074,TRK048,road,2025-06-05 08:18:00,63.3,3.29,5.65,2.36,0,0.946,medium,cloudy,1,2.97,Thursday,1,R074,S00599
D06944,HS001482,R0036,TRK039,rail,2025-03-27 16:11:00,122.3,4.9,9.14,4.24,0,0.806,medium,cloudy,3,2.59,Thursday,0,R036,S01482
D06945,HS001492,R0014,TRK026,road,2025-03-11 10:02:00,198.7,6.7,9.86,3.16,0,0.781,medium,clear,1,1.23,Tuesday,0,R014,S01492
D06946,HS000545,R0055,TRK010,road,2026-07-13 21:19:00,444.9,11.15,12.05,0.9,0,0.85,medium,clear,0,0.6,Monday,0,R055,S00545
D06947,HS000418,R0089,TRK037,rail,2025-09-27 07:32:00,255.3,10.65,13.94,3.29,0,0.9,low,clear,1,1.81,Saturday,1,R089,S00418
D06948,HS001307,R0052,TRK012,local,2026-04-08 01:45:00,377.5,12.18,14.88,2.7,0,0.777,low,clear,0,0.27,Wednesday,0,R052,S01307
D06949,HS000784,R0085,TRK032,road,2025-04-02 06:30:00,168.3,6.27,9.19,2.92,0,0.971,low,rain,2,3.77,Wednesday,0,R085,S00784
D06950,HS000046,R0023,TRK013,road,2025-09-05 04:46:00,136.7,5.43,8.41,2.98,0,0.738,medium,clear,1,1.29,Friday,0,R023,S00046
D06951,HS001460,R0053,TRK035,road,2026-08-23 22:50:00,316.2,8.31,11.1,2.79,0,0.913,medium,cloudy,0,1.56,Sunday,0,R053,S01460
D06952,HS001381,R0094,TRK041,road,2026-04-22 10:10:00,114.9,4.86,8.81,3.95,0,0.895,medium,cloudy,0,1.18,Wednesday,0,R094,S01381
D06953,HS001038,R0078,TRK009,road,2026-01-12 09:32:00,236.6,9.47,14.39,4.92,0,0.987,high,cloudy,2,2.66,Monday,1,R078,S01038
D06954,HS000360,R0040,TRK026,road,2025-02-24 15:17:00,66.4,3.75,7.1,3.35,0,0.84,medium,rain,1,2.06,Monday,0,R040,S00360
D06955,HS001341,R0086,TRK005,road,2026-06-27 01:44:00,44.7,3.35,6.8,3.45,0,0.812,medium,cloudy,1,2.89,Saturday,0,R086,S01341
D06956,HS000842,R0036,TRK010,rail,2025-06-09 01:51:00,75.7,2.52,6.11,3.59,0,0.737,low,rain,1,1.81,Monday,0,R036,S00842
D06957,HS001150,R0024,TRK050,rail,2025-12-26 00:02:00,213.2,6.71,8.5,1.79,0,0.925,low,clear,0,0.32,Friday,0,R024,S01150
D06958,HS000310,R0068,TRK045,road,2026-05-20 17:29:00,440.0,12.6,15.97,3.37,0,0.911,medium,clear,1,2.85,Wednesday,1,R068,S00310
D06959,HS000420,R0026,TRK013,local,2025-08-25 19:51:00,199.2,6.34,9.9,3.56,0,0.86,low,rain,1,1.59,Monday,1,R026,S00420
D06960,HS000958,R0052,TRK034,road,2025-09-04 19:55:00,270.1,10.58,15.22,4.64,0,0.73,medium,clear,0,1.04,Thursday,1,R052,S00958
D06961,HS000208,R0094,TRK031,rail,2026-01-18 04:25:00,462.9,10.83,14.16,3.33,0,0.81,medium,clear,0,1.09,Sunday,0,R094,S00208
D06962,HS000242,R0002,TRK032,road,2025-03-28 09:57:00,245.5,8.49,12.06,3.57,0,0.882,low,rain,0,1.11,Friday,1,R002,S00242
D06963,HS000908,R0014,TRK001,road,2026-04-11 08:45:00,506.4,12.86,16.89,4.03,0,0.906,medium,clear,3,4.33,Saturday,1,R014,S00908
D06964,HS001014,R0098,TRK002,road,2025-11-08 05:35:00,292.4,8.62,11.26,2.64,0,0.851,medium,cloudy,1,2.86,Saturday,0,R098,S01014
D06965,HS000788,R0042,TRK045,road,2026-02-12 18:12:00,331.5,8.1,10.6,2.5,0,0.812,low,clear,0,2.26,Thursday,1,R042,S00788
D06966,HS000637,R0025,TRK031,road,2026-04-07 13:20:00,66.6,3.94,9.4,5.46,0,0.786,high,clear,2,1.58,Tuesday,0,R025,S00637
D06967,HS000343,R0074,TRK010,road,2025-08-06 17:34:00,244.2,6.14,8.05,1.91,0,0.863,low,clear,0,0.71,Wednesday,1,R074,S00343
D06968,HS000423,R0071,TRK001,rail,2025-12-12 22:32:00,134.7,5.72,10.59,4.87,0,0.919,high,clear,2,2.83,Friday,0,R071,S00423
D06969,HS000727,R0088,TRK006,road,2025-03-05 18:25:00,213.8,6.03,9.87,3.84,0,0.878,low,cloudy,1,2.39,Wednesday,1,R088,S00727
D06970,HS000334,R0052,TRK011,rail,2026-05-18 07:41:00,109.9,5.07,9.22,4.15,0,0.785,medium,cloudy,0,0.25,Monday,1,R052,S00334
D06971,HS001088,R0041,TRK036,road,2026-04-24 03:21:00,519.3,13.72,15.64,1.92,0,0.851,high,clear,1,1.84,Friday,0,R041,S01088
D06972,HS000522,R0069,TRK043,road,2026-03-23 22:13:00,369.4,10.94,12.71,1.77,0,0.938,low,cloudy,0,1.38,Monday,0,R069,S00522
D06973,HS001327,R0061,TRK020,road,2026-05-14 17:32:00,359.6,10.76,13.12,2.36,0,0.947,medium,clear,2,2.15,Thursday,1,R061,S01327
D06974,HS000239,R0047,TRK023,road,2025-12-16 03:42:00,189.7,8.64,11.62,2.98,0,0.857,high,clear,0,1.62,Tuesday,0,R047,S00239
D06975,HS000106,R0006,TRK039,road,2026-08-12 07:44:00,117.0,2.91,6.03,3.12,0,0.782,low,cloudy,0,0.73,Wednesday,1,R006,S00106
D06976,HS000477,R0038,TRK026,road,2025-01-26 18:27:00,269.2,6.73,10.34,3.61,0,0.826,medium,clear,2,4.11,Sunday,1,R038,S00477
D06977,HS000588,R0079,TRK041,road,2026-08-01 14:26:00,490.7,11.87,14.4,2.53,0,0.933,medium,clear,1,2.83,Saturday,0,R079,S00588
D06978,HS000156,R0065,TRK038,road,2025-08-15 04:53:00,164.1,6.4,8.43,2.03,0,0.935,medium,rain,1,1.74,Friday,0,R065,S00156
D06979,HS000207,R0088,TRK005,local,2026-01-20 08:31:00,420.0,12.37,16.26,3.89,0,0.937,medium,cloudy,2,1.49,Tuesday,1,R088,S00207
D06980,HS001064,R0012,TRK023,road,2026-06-18 19:09:00,448.9,18.08,22.49,4.41,0,0.776,medium,clear,1,2.39,Thursday,1,R012,S01064
D06981,HS000934,R0093,TRK028,road,2025-05-23 19:39:00,337.9,11.31,16.28,4.97,0,0.811,medium,heavy_rain,0,1.6,Friday,1,R093,S00934
D06982,HS001336,R0054,TRK002,road,2026-02-06 11:34:00,451.0,16.05,18.68,2.63,0,0.923,medium,clear,2,2.88,Friday,0,R054,S01336
D06983,HS001271,R0086,TRK041,road,2025-01-12 23:01:00,234.7,5.31,7.88,2.57,0,0.757,low,clear,0,0.45,Sunday,0,R086,S01271
D06984,HS000503,R0052,TRK032,road,2025-04-15 01:06:00,166.5,8.26,10.85,2.59,0,0.755,low,rain,1,1.24,Tuesday,0,R052,S00503
D06985,HS000504,R0056,TRK013,road,2026-05-15 15:51:00,496.6,15.96,18.54,2.58,0,0.932,medium,rain,1,1.11,Friday,0,R056,S00504
D06986,HS000188,R0052,TRK045,local,2026-05-07 23:17:00,153.3,5.64,8.88,3.24,0,0.724,medium,rain,0,1.99,Thursday,0,R052,S00188
D06987,HS000453,R0039,TRK028,road,2025-10-15 10:41:00,97.7,3.68,8.09,4.41,0,0.763,medium,rain,1,1.98,Wednesday,0,R039,S00453
D06988,HS001004,R0082,TRK014,rail,2025-06-06 03:07:00,285.6,8.64,13.0,4.36,0,0.947,low,rain,2,2.38,Friday,0,R082,S01004
D06989,HS001086,R0028,TRK047,rail,2026-02-22 16:02:00,313.1,10.52,13.62,3.1,0,0.845,low,heavy_rain,0,1.3,Sunday,0,R028,S01086
D06990,HS001064,R0002,TRK030,local,2026-08-11 17:01:00,133.5,5.41,8.99,3.58,0,0.891,medium,cloudy,1,2.3,Tuesday,1,R002,S01064
D06991,HS000450,R0072,TRK027,rail,2025-06-29 22:57:00,276.3,10.52,13.15,2.63,0,0.83,low,clear,1,3.11,Sunday,0,R072,S00450
D06992,HS001312,R0079,TRK030,rail,2025-07-08 16:46:00,402.9,15.86,21.59,5.73,0,0.796,high,clear,1,1.94,Tuesday,0,R079,S01312
D06993,HS000364,R0023,TRK032,road,2026-04-30 23:28:00,467.1,10.61,13.17,2.56,0,0.793,medium,cloudy,1,2.89,Thursday,0,R023,S00364
D06994,HS001239,R0046,TRK020,road,2025-09-08 20:42:00,89.6,3.74,5.68,1.94,0,0.888,low,cloudy,1,2.25,Monday,1,R046,S01239
D06995,HS000797,R0019,TRK018,road,2025-01-23 00:00:00,324.4,6.44,10.19,3.75,0,0.797,medium,cloudy,0,1.0,Thursday,0,R019,S00797
D06996,HS000269,R0089,TRK011,road,2025-04-26 04:21:00,204.5,9.54,12.72,3.18,0,0.803,medium,clear,1,1.65,Saturday,0,R089,S00269
D06997,HS000584,R0012,TRK028,road,2025-09-15 08:39:00,179.0,5.92,10.1,4.18,0,0.793,low,rain,1,2.63,Monday,1,R012,S00584
D06998,HS001157,R0079,TRK011,road,2025-09-23 03:43:00,467.1,10.81,12.96,2.15,0,0.766,low,clear,0,1.96,Tuesday,0,R079,S01157
D06999,HS000526,R0089,TRK049,rail,2026-04-23 06:22:00,152.2,5.39,8.45,3.06,0,0.846,medium,clear,1,1.59,Thursday,0,R089,S00526
D07000,HS000212,R0027,TRK003,road,2025-09-16 16:40:00,249.8,7.03,10.34,3.31,0,0.851,medium,cloudy,1,2.2,Tuesday,0,R027,S00212
D07001,HS001014,R0079,TRK036,local,2026-01-28 13:40:00,459.8,12.7,15.66,2.96,0,0.981,medium,rain,1,3.16,Wednesday,0,R079,S01014
D07002,HS000030,R0039,TRK021,rail,2025-01-09 20:21:00,158.4,5.43,8.76,3.33,0,0.841,low,clear,1,1.42,Thursday,1,R039,S00030
D07003,HS000531,R0061,TRK008,road,2025-06-16 20:11:00,78.1,3.08,7.33,4.25,0,0.814,medium,clear,1,1.67,Monday,1,R061,S00531
D07004,HS000314,R0020,TRK036,road,2025-10-04 10:59:00,150.4,6.05,8.83,2.78,0,0.821,low,clear,0,0.29,Saturday,0,R020,S00314
D07005,HS001147,R0017,TRK048,road,2026-02-20 16:38:00,448.9,13.48,16.89,3.41,0,0.784,medium,cloudy,1,1.57,Friday,0,R017,S01147
