record_id,shipment_id,hour_from_departure,temperature_c,required_min_temp_c,required_max_temp_c,sensor_quality,in_range,shipment_id_raw
T0044092,HS000280,16,19.74,15.0,30.0,Fair,1,HS000280
T0044093,HS009608,3,27.39,15.0,30.0,Good,1,HS009608
T0044094,HS003944,4,2.51,-2.0,4.0,Good,1,HS003944
T0044095,HS005217,21,5.83,2.0,8.0,Good,1,HS005217
T0044096,HS009636,21,10.31,8.0,13.0,Good,1,HS009636
T0044097,HS010949,1,10.84,8.0,13.0,Good,1,HS010949
T0044098,HS004094,10,17.58,15.0,30.0,Good,1,HS004094
T0044099,HS008321,8,-16.13,-20.0,-15.0,Good,1,HS008321
T0044100,HS009715,2,28.64,15.0,30.0,Good,1,HS009715
T0044101,HS003445,11,-16.97,-20.0,-15.0,Good,1,HS003445
T0044102,HS010404,6,-19.64,-20.0,-15.0,Good,1,HS010404
T0044103,HS001334,9,9.18,8.0,12.0,Fair,1,HS001334
T0044104,HS006733,7,8.04,2.0,8.0,Good,0,HS006733
T0044105,HS003059,22,7.93,2.0,8.0,Good,1,HS003059
T0044106,HS008342,5,4.88,2.0,8.0,Good,1,HS008342
T0044107,HS009344,10,21.93,15.0,30.0,Fair,1,HS009344
T0044108,HS005799,24,8.96,8.0,12.0,Fair,1,HS005799
T0044109,HS003294,3,8.95,8.0,12.0,Good,1,HS003294
T0044110,HS003693,15,24.23,15.0,30.0,Good,1,HS003693
T0044111,HS000077,10,4.97,2.0,8.0,Good,1,HS000077
T0044112,HS002486,23,10.81,8.0,12.0,Good,1,HS002486
T0044113,HS001014,19,7.5,2.0,8.0,Good,1,HS001014
T0044114,HS004098,19,29.67,15.0,30.0,Good,1,HS004098
T0044115,HS004817,5,27.49,15.0,30.0,Fair,1,HS004817
T0044116,HS005309,0,17.21,15.0,30.0,Good,1,HS005309
T0044117,HS005785,2,12.34,12.0,15.0,Good,1,HS005785
T0044118,HS008748,13,2.51,2.0,8.0,Good,1,HS008748
T0044119,HS005016,6,22.92,15.0,30.0,Good,1,HS005016
T0044120,HS008404,2,27.97,15.0,30.0,Good,1,HS008404
T0044121,HS000149,24,11.63,8.0,13.0,Good,1,HS000149
T0044122,HS009617,1,7.63,2.0,8.0,Good,1,HS009617
T0044123,HS002500,10,7.32,2.0,8.0,Good,1,HS002500
T0044124,HS006576,24,2.12,-2.0,4.0,Good,1,HS006576
T0044125,HS007411,21,5.12,2.0,8.0,Good,1,HS007411
T0044126,HS009932,2,9.03,8.0,12.0,Good,1,HS009932
T0044127,HS002202,10,10.43,8.0,12.0,Good,1,HS002202
T0044128,HS004115,10,17.53,15.0,30.0,Good,1,HS004115
T0044129,HS010213,11,9.38,8.0,12.0,Good,1,HS010213
T0044130,HS004458,11,11.52,8.0,13.0,Good,1,HS004458
T0044131,HS009949,12,3.84,-2.0,4.0,Good,1,HS009949
T0044132,HS002735,20,-16.66,-20.0,-15.0,Good,1,HS002735
T0044133,HS005039,5,-19.65,-20.0,-15.0,Good,1,HS005039
T0044134,HS005147,17,25.34,15.0,30.0,Good,1,HS005147
T0044135,HS000662,14,20.09,15.0,30.0,Fair,1,HS000662
T0044136,HS005923,1,2.78,2.0,8.0,Good,1,HS005923
T0044137,HS002546,19,16.4,15.0,30.0,Fair,1,HS002546
T0044138,HS001394,20,15.36,15.0,30.0,Good,1,HS001394
T0044139,HS008964,11,6.64,2.0,8.0,Good,1,HS008964
T0044140,HS007226,12,7.38,8.0,12.0,Good,0,HS007226
T0044141,HS000361,17,4.14,2.0,8.0,Good,1,HS000361
T0044142,HS010548,9,15.93,15.0,30.0,Fair,1,HS010548
T0044143,HS000851,23,5.12,2.0,8.0,Good,1,HS000851
T0044144,HS004415,10,13.0,12.0,15.0,Good,1,HS004415
T0044145,HS000912,19,-1.19,-2.0,4.0,Fair,1,HS000912
T0044146,HS007291,7,8.34,8.0,12.0,Good,1,HS007291
T0044147,HS008196,11,8.03,8.0,12.0,Good,1,HS008196
T0044148,HS009135,4,17.38,15.0,30.0,Good,1,HS009135
T0044149,HS002621,15,10.65,8.0,13.0,Good,1,HS002621
T0044150,HS002597,7,3.09,2.0,8.0,Fair,1,HS002597
T0044151,HS000662,1,29.97,15.0,30.0,Good,1,HS000662
T0044152,HS003302,1,-1.6,-2.0,4.0,Good,1,HS003302
T0044153,HS008996,22,6.37,2.0,8.0,Good,1,HS008996
T0044154,HS008345,17,2.35,2.0,8.0,Good,1,HS008345
T0044155,HS006948,13,2.04,2.0,8.0,Good,1,HS006948
T0044156,HS006994,23,-1.55,-2.0,4.0,Good,1,HS006994
T0044157,HS001232,0,5.64,2.0,8.0,Good,1,HS001232
T0044158,HS010555,8,2.52,-2.0,4.0,Fair,1,HS010555
T0044159,HS009656,22,8.81,8.0,12.0,Good,1,HS009656
T0044160,HS004193,24,6.81,2.0,8.0,Good,1,HS004193
T0044161,HS009997,13,1.65,-2.0,4.0,Good,1,HS009997
T0044162,HS002429,24,2.87,2.0,8.0,Good,1,HS002429
T0044163,HS006124,11,7.28,2.0,8.0,Good,1,HS006124
T0044164,HS011487,15,3.02,2.0,8.0,Good,1,HS011487
T0044165,HS001677,6,9.93,8.0,12.0,Fair,1,HS001677
T0044166,HS006082,12,-18.93,-20.0,-15.0,Good,1,HS006082
T0044167,HS001741,24,10.2,8.0,12.0,Good,1,HS001741
T0044168,HS000166,11,9.78,2.0,8.0,Fair,0,HS000166
T0044169,HS006797,23,2.37,2.0,8.0,Good,1,HS006797
T0044170,HS007539,15,7.36,2.0,8.0,Good,1,HS007539
T0044171,HS009075,4,12.67,8.0,13.0,Good,1,HS009075
T0044172,HS009638,4,23.19,15.0,30.0,Fair,1,HS009638
T0044173,HS008589,19,2.78,2.0,8.0,Good,1,HS008589
T0044174,HS005056,10,3.59,2.0,8.0,Fair,1,HS005056
T0044175,HS011261,24,-19.18,-20.0,-15.0,Good,1,HS011261
T0044176,HS010225,24,14.1,12.0,15.0,Good,1,HS010225
T0044177,HS010688,19,-15.13,-20.0,-15.0,Fair,1,HS010688
T0044178,HS010298,24,9.22,8.0,12.0,Good,1,HS010298
T0044179,HS003457,10,22.86,15.0,30.0,Good,1,HS003457
T0044180,HS000921,20,-17.69,-20.0,-15.0,Good,1,HS000921
T0044181,HS008483,16,2.76,2.0,8.0,Good,1,HS008483
T0044182,HS010583,4,12.16,12.0,15.0,Good,1,HS010583
T0044183,HS006733,9,7.26,2.0,8.0,Good,1,HS006733
T0044184,HS000434,23,7.81,2.0,8.0,Good,1,HS000434
T0044185,HS011110,22,21.16,15.0,30.0,Good,1,HS011110
T0044186,HS006576,16,-3.73,-2.0,4.0,Good,0,HS006576
T0044187,HS009197,0,9.52,8.0,12.0,Fair,1,HS009197
T0044188,HS011043,15,10.05,8.0,13.0,Good,1,HS011043
T0044189,HS010447,23,19.01,15.0,30.0,Good,1,HS010447
T0044190,HS004921,9,2.79,-2.0,4.0,Good,1,HS004921
T0044191,HS003466,24,6.39,2.0,8.0,Good,1,HS003466
T0044192,HS006640,8,21.36,15.0,30.0,Good,1,HS006640
T0044193,HS003390,21,4.96,2.0,8.0,Good,1,HS003390
T0044194,HS010103,2,9.31,2.0,8.0,Good,0,HS010103
T0044195,HS007143,18,-18.91,-20.0,-15.0,Fair,1,HS007143
T0044196,HS001140,15,2.67,2.0,8.0,Good,1,HS001140
T0044197,HS003543,19,26.54,15.0,30.0,Good,1,HS003543
T0044198,HS011492,14,2.29,2.0,8.0,Good,1,HS011492
T0044199,HS009454,0,9.19,8.0,13.0,Good,1,HS009454
T0044200,HS005421,18,0.23,-2.0,4.0,Fair,1,HS005421
T0044201,HS006346,17,4.11,2.0,8.0,Good,1,HS006346
T0044202,HS001097,5,6.78,2.0,8.0,Fair,1,HS001097
T0044203,HS010398,18,6.44,2.0,8.0,Good,1,HS010398
T0044204,HS000132,10,12.3,8.0,13.0,Good,1,HS000132
T0044205,HS007986,15,2.76,2.0,8.0,Good,1,HS007986
T0044206,HS003241,1,14.84,12.0,15.0,Good,1,HS003241
T0044207,HS011684,0,21.05,15.0,30.0,Good,1,HS011684
T0044208,HS009147,5,4.33,2.0,8.0,Good,1,HS009147
T0044209,HS002679,11,4.5,2.0,8.0,Good,1,HS002679
T0044210,HS008965,16,2.58,-2.0,4.0,Good,1,HS008965
T0044211,HS006246,20,9.77,8.0,13.0,Fair,1,HS006246
T0044212,HS007232,7,5.54,2.0,8.0,Good,1,HS007232
T0044213,HS007375,7,12.3,12.0,15.0,Fair,1,HS007375
T0044214,HS009952,6,14.08,12.0,15.0,Good,1,HS009952
T0044215,HS001976,11,10.97,8.0,13.0,Good,1,HS001976
T0044216,HS003510,16,8.94,8.0,12.0,Good,1,HS003510
T0044217,HS005659,0,24.14,15.0,30.0,Good,1,HS005659
T0044218,HS002622,11,5.07,2.0,8.0,Good,1,HS002622
T0044219,HS007857,6,7.83,2.0,8.0,Good,1,HS007857
T0044220,HS007060,20,5.6,2.0,8.0,Good,1,HS007060
T0044221,HS006839,4,-19.81,-20.0,-15.0,Good,1,HS006839
T0044222,HS008336,16,7.05,2.0,8.0,Good,1,HS008336
T0044223,HS010536,20,7.09,2.0,8.0,Good,1,HS010536
T0044224,HS007585,24,-15.22,-20.0,-15.0,Good,1,HS007585
T0044225,HS005946,0,26.39,15.0,30.0,Fair,1,HS005946
T0044226,HS009152,18,8.49,8.0,12.0,Fair,1,HS009152
T0044227,HS011905,20,7.92,2.0,8.0,Good,1,HS011905
T0044228,HS007585,5,-17.49,-20.0,-15.0,Good,1,HS007585
T0044229,HS003138,16,9.31,8.0,13.0,Good,1,HS003138
T0044230,HS006809,7,0.8,-2.0,4.0,Good,1,HS006809
T0044231,HS008611,24,25.95,15.0,30.0,Good,1,HS008611
T0044232,HS004603,1,3.03,2.0,8.0,Good,1,HS004603
T0044233,HS004526,10,23.96,15.0,30.0,Good,1,HS004526
T0044234,HS010304,0,2.92,2.0,8.0,Good,1,HS010304
T0044235,HS008731,17,7.01,2.0,8.0,Good,1,HS008731
T0044236,HS008333,4,23.81,15.0,30.0,Good,1,HS008333
T0044237,HS000246,9,6.4,2.0,8.0,Good,1,HS000246
T0044238,HS010249,23,8.06,8.0,13.0,Good,1,HS010249
T0044239,HS010905,0,8.17,8.0,12.0,Fair,1,HS010905
T0044240,HS011066,14,2.76,2.0,8.0,Good,1,HS011066
T0044241,HS008506,5,6.94,2.0,8.0,Fair,1,HS008506
T0044242,HS006521,19,9.34,8.0,12.0,Fair,1,HS006521
T0044243,HS005067,20,25.2,15.0,30.0,Good,1,HS005067
T0044244,HS011280,0,6.83,2.0,8.0,Good,1,HS011280
T0044245,HS011820,0,20.95,15.0,30.0,Good,1,HS011820
T0044246,HS004415,7,12.97,12.0,15.0,Good,1,HS004415
T0044247,HS007172,13,5.58,2.0,8.0,Good,1,HS007172
T0044248,HS004551,19,6.83,2.0,8.0,Fair,1,HS004551
T0044249,HS010087,17,8.96,8.0,12.0,Good,1,HS010087
T0044250,HS001001,7,22.12,15.0,30.0,Good,1,HS001001
T0044251,HS002392,6,29.9,15.0,30.0,Fair,1,HS002392
T0044252,HS006614,1,12.25,12.0,15.0,Good,1,HS006614
T0044253,HS006643,23,3.6,2.0,8.0,Good,1,HS006643
T0044254,HS007293,13,6.45,2.0,8.0,Good,1,HS007293
T0044255,HS006409,21,-19.84,-20.0,-15.0,Good,1,HS006409
T0044256,HS005604,15,7.98,2.0,8.0,Good,1,HS005604
T0044257,HS000628,23,24.73,15.0,30.0,Good,1,HS000628
T0044258,HS000863,1,10.73,8.0,13.0,Good,1,HS000863
T0044259,HS010583,15,13.48,12.0,15.0,Good,1,HS010583
T0044260,HS010222,24,3.14,2.0,8.0,Fair,1,HS010222
T0044261,HS004782,10,2.54,2.0,8.0,Fair,1,HS004782
T0044262,HS002988,7,23.83,15.0,30.0,Good,1,HS002988
T0044263,HS007736,12,20.22,15.0,30.0,Good,1,HS007736
T0044264,HS010552,22,3.02,2.0,8.0,Good,1,HS010552
T0044265,HS006913,3,11.21,8.0,12.0,Fair,1,HS006913
T0044266,HS006116,19,-19.33,-20.0,-15.0,Good,1,HS006116
T0044267,HS007834,12,10.67,8.0,13.0,Good,1,HS007834
T0044268,HS004067,11,13.55,12.0,15.0,Good,1,HS004067
T0044269,HS000077,18,4.3,2.0,8.0,Good,1,HS000077
T0044270,HS010746,12,-15.05,-20.0,-15.0,Good,1,HS010746
T0044271,HS010799,3,11.47,8.0,12.0,Fair,1,HS010799
T0044272,HS000479,9,26.77,15.0,30.0,Fair,1,HS000479
T0044273,HS008024,20,9.62,8.0,13.0,Good,1,HS008024
T0044274,HS001720,20,12.32,8.0,13.0,Good,1,HS001720
T0044275,HS010146,1,-19.38,-20.0,-15.0,Fair,1,HS010146
T0044276,HS007381,1,22.22,15.0,30.0,Good,1,HS007381
T0044277,HS004431,24,26.07,15.0,30.0,Good,1,HS004431
T0044278,HS000320,3,9.8,8.0,13.0,Good,1,HS000320
T0044279,HS003772,21,5.64,2.0,8.0,Good,1,HS003772
T0044280,HS010483,17,10.37,8.0,12.0,Fair,1,HS010483
T0044281,HS010581,13,13.7,12.0,15.0,Good,1,HS010581
T0044282,HS000431,23,8.32,8.0,13.0,Good,1,HS000431
T0044283,HS000875,9,4.37,2.0,8.0,Good,1,HS000875
T0044284,HS003653,16,9.05,8.0,12.0,Good,1,HS003653
T0044285,HS000894,12,-0.66,-2.0,4.0,Good,1,HS000894
T0044286,HS004953,22,5.83,2.0,8.0,Good,1,HS004953
T0044287,HS008799,19,19.53,15.0,30.0,Good,1,HS008799
T0044288,HS010941,0,3.88,-2.0,4.0,Good,1,HS010941
T0044289,HS003387,2,17.05,15.0,30.0,Good,1,HS003387
T0044290,HS002871,2,26.61,15.0,30.0,Good,1,HS002871
T0044291,HS000433,19,10.76,8.0,13.0,Good,1,HS000433
T0044292,HS007950,23,5.24,2.0,8.0,Fair,1,HS007950
T0044293,HS005258,18,8.33,8.0,13.0,Good,1,HS005258
T0044294,HS002611,5,3.74,2.0,8.0,Good,1,HS002611
T0044295,HS009167,3,27.55,15.0,30.0,Good,1,HS009167
T0044296,HS011003,9,2.25,2.0,8.0,Good,1,HS011003
T0044297,HS011461,10,14.28,12.0,15.0,Good,1,HS011461
T0044298,HS003767,6,2.25,2.0,8.0,Good,1,HS003767
T0044299,HS002958,8,-0.76,-2.0,4.0,Good,1,HS002958
T0044300,HS010063,23,6.2,2.0,8.0,Good,1,HS010063
T0044301,HS003247,2,5.25,2.0,8.0,Good,1,HS003247
T0044302,HS001131,8,6.42,2.0,8.0,Good,1,HS001131
T0044303,HS003555,23,3.22,2.0,8.0,Fair,1,HS003555
T0044304,HS000695,8,15.94,15.0,30.0,Good,1,HS000695
T0044305,HS006022,1,11.31,8.0,12.0,Good,1,HS006022
T0044306,HS008003,3,3.84,2.0,8.0,Fair,1,HS008003
T0044307,HS002341,20,9.19,8.0,13.0,Fair,1,HS002341
T0044308,HS002260,17,19.17,15.0,30.0,Fair,1,HS002260
T0044309,HS010236,14,8.85,8.0,12.0,Good,1,HS010236
T0044310,HS008135,17,28.85,15.0,30.0,Good,1,HS008135
T0044311,HS002388,15,4.13,2.0,8.0,Good,1,HS002388
T0044312,HS010078,15,13.67,12.0,15.0,Good,1,HS010078
T0044313,HS003013,12,13.73,8.0,13.0,Good,0,HS003013
T0044314,HS008842,15,25.22,15.0,30.0,Good,1,HS008842
T0044315,HS003687,12,25.75,15.0,30.0,Fair,1,HS003687
T0044316,HS004562,15,8.39,8.0,12.0,Good,1,HS004562
T0044317,HS004584,21,9.14,8.0,13.0,Good,1,HS004584
T0044318,HS002156,7,2.05,-2.0,4.0,Good,1,HS002156
T0044319,HS000012,16,7.19,2.0,8.0,Good,1,HS000012
T0044320,HS008311,12,15.36,15.0,30.0,Fair,1,HS008311
T0044321,HS000475,1,6.46,2.0,8.0,Fair,1,HS000475
T0044322,HS009322,12,6.34,2.0,8.0,Good,1,HS009322
T0044323,HS004633,23,9.75,8.0,12.0,Good,1,HS004633
T0044324,HS011062,19,25.62,15.0,30.0,Good,1,HS011062
T0044325,HS006679,12,8.85,8.0,12.0,Good,1,HS006679
T0044326,HS001927,18,3.05,2.0,8.0,Good,1,HS001927
T0044327,HS010740,21,14.29,12.0,15.0,Fair,1,HS010740
T0044328,HS005100,22,-1.78,-2.0,4.0,Good,1,HS005100
T0044329,HS002287,9,3.52,2.0,8.0,Good,1,HS002287
T0044330,HS010658,22,22.79,15.0,30.0,Fair,1,HS010658
T0044331,HS004541,0,15.12,15.0,30.0,Good,1,HS004541
T0044332,HS006773,13,6.2,2.0,8.0,Good,1,HS006773
T0044333,HS001190,4,9.6,8.0,12.0,Good,1,HS001190
T0044334,HS002446,10,3.23,2.0,8.0,Good,1,HS002446
T0044335,HS009029,15,28.84,15.0,30.0,Good,1,HS009029
T0044336,HS011600,19,17.03,8.0,12.0,Good,0,HS011600
T0044337,HS010866,1,-15.06,-20.0,-15.0,Good,1,HS010866
T0044338,HS002782,14,13.17,12.0,15.0,Fair,1,HS002782
T0044339,HS003070,2,6.75,2.0,8.0,Fair,1,HS003070
T0044340,HS004426,14,15.7,15.0,30.0,Good,1,HS004426
T0044341,HS001721,12,23.13,15.0,30.0,Good,1,HS001721
T0044342,HS010984,24,6.6,2.0,8.0,Good,1,HS010984
T0044343,HS003735,7,9.52,8.0,13.0,Good,1,HS003735
T0044344,HS003584,21,26.98,15.0,30.0,Good,1,HS003584
T0044345,HS001690,8,10.6,8.0,13.0,Good,1,HS001690
T0044346,HS009742,9,5.64,2.0,8.0,Fair,1,HS009742
T0044347,HS007874,13,13.47,12.0,15.0,Good,1,HS007874
T0044348,HS003539,13,3.76,-2.0,4.0,Good,1,HS003539
T0044349,HS001120,19,11.13,8.0,13.0,Fair,1,HS001120
T0044350,HS004281,18,4.29,2.0,8.0,Good,1,HS004281
T0044351,HS001802,21,2.07,2.0,8.0,Good,1,HS001802
T0044352,HS001905,10,7.03,2.0,8.0,Good,1,HS001905
T0044353,HS006689,12,12.97,12.0,15.0,Good,1,HS006689
T0044354,HS001016,21,2.09,2.0,8.0,Fair,1,HS001016
T0044355,HS000610,20,25.68,15.0,30.0,Good,1,HS000610
T0044356,HS006823,4,5.75,2.0,8.0,Good,1,HS006823
T0044357,HS010042,2,0.97,-2.0,4.0,Good,1,HS010042
T0044358,HS007612,8,14.01,12.0,15.0,Good,1,HS007612
T0044359,HS001834,9,15.63,15.0,30.0,Good,1,HS001834
T0044360,HS002483,1,12.87,12.0,15.0,Good,1,HS002483
T0044361,HS006503,23,5.25,2.0,8.0,Good,1,HS006503
T0044362,HS009132,18,28.33,15.0,30.0,Good,1,HS009132
T0044363,HS001881,11,20.2,15.0,30.0,Fair,1,HS001881
T0044364,HS008150,7,12.14,12.0,15.0,Good,1,HS008150
T0044365,HS006933,20,7.36,2.0,8.0,Good,1,HS006933
T0044366,HS011775,11,9.46,8.0,12.0,Good,1,HS011775
T0044367,HS011890,12,5.38,2.0,8.0,Fair,1,HS011890
T0044368,HS011091,11,9.9,8.0,12.0,Good,1,HS011091
T0044369,HS003289,24,7.35,-2.0,4.0,Fair,0,HS003289
T0044370,HS004487,20,13.62,12.0,15.0,Fair,1,HS004487
T0044371,HS004069,2,3.56,-2.0,4.0,Fair,1,HS004069
T0044372,HS004069,4,3.39,-2.0,4.0,Fair,1,HS004069
T0044373,HS011469,1,23.84,15.0,30.0,Good,1,HS011469
T0044374,HS002980,12,4.68,2.0,8.0,Fair,1,HS002980
T0044375,HS005759,14,5.42,2.0,8.0,Good,1,HS005759
T0044376,HS002949,9,26.66,15.0,30.0,Fair,1,HS002949
T0044377,HS011495,22,11.29,8.0,13.0,Good,1,HS011495
T0044378,HS005210,9,11.17,8.0,13.0,Good,1,HS005210
T0044379,HS011308,8,10.3,8.0,12.0,Good,1,HS011308
T0044380,HS004466,5,13.72,12.0,15.0,Good,1,HS004466
T0044381,HS002279,15,5.5,2.0,8.0,Good,1,HS002279
T0044382,HS011007,18,4.45,2.0,8.0,Good,1,HS011007
T0044383,HS007315,15,-0.89,-2.0,4.0,Good,1,HS007315
T0044384,HS008525,1,2.31,2.0,8.0,Good,1,HS008525
T0044385,HS004199,16,8.78,8.0,12.0,Good,1,HS004199
T0044386,HS011629,14,13.74,12.0,15.0,Fair,1,HS011629
T0044387,HS002754,9,9.81,8.0,13.0,Good,1,HS002754
T0044388,HS005684,13,26.69,15.0,30.0,Good,1,HS005684
T0044389,HS001978,4,4.19,2.0,8.0,Fair,1,HS001978
T0044390,HS006893,4,8.24,8.0,12.0,Good,1,HS006893
T0044391,HS003182,10,-0.6,-2.0,4.0,Good,1,HS003182
T0044392,HS000695,1,26.13,15.0,30.0,Fair,1,HS000695
T0044393,HS004992,17,9.0,8.0,12.0,Good,1,HS004992
T0044394,HS009676,5,4.62,2.0,8.0,Fair,1,HS009676
T0044395,HS004670,13,-17.29,-20.0,-15.0,Good,1,HS004670
T0044396,HS008572,21,10.55,8.0,12.0,Good,1,HS008572
T0044397,HS001512,23,5.13,2.0,8.0,Good,1,HS001512
T0044398,HS002353,18,22.35,15.0,30.0,Fair,1,HS002353
T0044399,HS006396,23,11.5,8.0,12.0,Good,1,HS006396
T0044400,HS001268,22,7.79,2.0,8.0,Good,1,HS001268
T0044401,HS005169,5,25.85,15.0,30.0,Good,1,HS005169
T0044402,HS001446,7,8.67,2.0,8.0,Fair,0,HS001446
T0044403,HS002891,7,2.81,2.0,8.0,Good,1,HS002891
T0044404,HS007527,15,21.15,15.0,30.0,Good,1,HS007527
T0044405,HS001924,6,4.08,2.0,8.0,Good,1,HS001924
T0044406,HS002183,5,8.15,8.0,12.0,Good,1,HS002183
T0044407,HS006342,11,9.38,8.0,12.0,Fair,1,HS006342
T0044408,HS001672,3,17.29,12.0,15.0,Good,0,HS001672
T0044409,HS008212,3,11.8,8.0,12.0,Good,1,HS008212
T0044410,HS009722,21,11.16,2.0,8.0,Good,0,HS009722
T0044411,HS006342,6,10.62,8.0,12.0,Fair,1,HS006342
T0044412,HS003108,16,19.4,15.0,30.0,Good,1,HS003108
T0044413,HS005924,10,26.86,15.0,30.0,Good,1,HS005924
T0044414,HS004608,11,-19.54,-20.0,-15.0,Fair,1,HS004608
T0044415,HS002551,7,0.8,-2.0,4.0,Good,1,HS002551
T0044416,HS000775,5,23.8,15.0,30.0,Good,1,HS000775
T0044417,HS008628,14,19.71,15.0,30.0,Good,1,HS008628
T0044418,HS004511,1,5.45,2.0,8.0,Fair,1,HS004511
T0044419,HS003846,7,2.47,-2.0,4.0,Fair,1,HS003846
T0044420,HS006124,23,7.58,2.0,8.0,Good,1,HS006124
T0044421,HS007268,20,15.22,15.0,30.0,Good,1,HS007268
T0044422,HS007462,6,14.62,12.0,15.0,Fair,1,HS007462
T0044423,HS006320,13,21.55,15.0,30.0,Good,1,HS006320
T0044424,HS000209,15,15.72,15.0,30.0,Good,1,HS000209
T0044425,HS005897,20,-1.69,-2.0,4.0,Good,1,HS005897
T0044426,HS010236,20,10.26,8.0,12.0,Good,1,HS010236
T0044427,HS002347,6,12.91,8.0,13.0,Good,1,HS002347
T0044428,HS000316,0,5.78,2.0,8.0,Good,1,HS000316
T0044429,HS002650,19,10.92,8.0,13.0,Good,1,HS002650
T0044430,HS001452,11,-15.74,-20.0,-15.0,Good,1,HS001452
T0044431,HS002013,23,18.43,15.0,30.0,Good,1,HS002013
T0044432,HS009673,1,10.78,8.0,13.0,Good,1,HS009673
T0044433,HS001787,7,7.09,2.0,8.0,Good,1,HS001787
T0044434,HS002145,0,25.07,15.0,30.0,Good,1,HS002145
T0044435,HS010206,17,28.06,15.0,30.0,Good,1,HS010206
T0044436,HS009484,8,2.3,-2.0,4.0,Good,1,HS009484
T0044437,HS004072,7,9.54,8.0,13.0,Good,1,HS004072
T0044438,HS005441,22,-1.87,-2.0,4.0,Good,1,HS005441
T0044439,HS009422,6,9.76,8.0,12.0,Good,1,HS009422
T0044440,HS008600,21,6.99,2.0,8.0,Good,1,HS008600
T0044441,HS008698,23,6.29,2.0,8.0,Good,1,HS008698
T0044442,HS008504,18,3.96,-2.0,4.0,Good,1,HS008504
T0044443,HS005204,13,7.92,2.0,8.0,Good,1,HS005204
T0044444,HS007027,15,8.95,8.0,12.0,Good,1,HS007027
T0044445,HS005806,18,12.09,12.0,15.0,Fair,1,HS005806
T0044446,HS001200,24,10.89,8.0,13.0,Good,1,HS001200
T0044447,HS006312,22,14.95,12.0,15.0,Fair,1,HS006312
T0044448,HS006736,13,-1.02,-2.0,4.0,Good,1,HS006736
T0044449,HS011625,4,-21.57,-20.0,-15.0,Good,0,HS011625
T0044450,HS011826,12,2.47,2.0,8.0,Good,1,HS011826
T0044451,HS003874,10,7.2,2.0,8.0,Good,1,HS003874
T0044452,HS000179,15,8.39,8.0,13.0,Fair,1,HS000179
T0044453,HS010048,9,9.45,8.0,13.0,Fair,1,HS010048
T0044454,HS011736,3,3.27,2.0,8.0,Fair,1,HS011736
T0044455,HS001053,16,6.43,2.0,8.0,Fair,1,HS001053
T0044456,HS004469,21,25.74,15.0,30.0,Good,1,HS004469
T0044457,HS003775,14,12.23,12.0,15.0,Good,1,HS003775
T0044458,HS007305,17,0.85,-2.0,4.0,Fair,1,HS007305
T0044459,HS010376,5,2.9,2.0,8.0,Good,1,HS010376
T0044460,HS011376,5,2.35,2.0,8.0,Good,1,HS011376
T0044461,HS007920,10,17.03,15.0,30.0,Good,1,HS007920
T0044462,HS007677,12,3.62,2.0,8.0,Fair,1,HS007677
T0044463,HS000690,20,25.86,15.0,30.0,Good,1,HS000690
T0044464,HS004823,11,3.81,2.0,8.0,Fair,1,HS004823
T0044465,HS000185,19,2.78,2.0,8.0,Good,1,HS000185
T0044466,HS003157,18,1.16,-2.0,4.0,Fair,1,HS003157
T0044467,HS008789,20,-16.76,-20.0,-15.0,Good,1,HS008789
T0044468,HS008043,2,7.15,2.0,8.0,Good,1,HS008043
T0044469,HS002645,19,10.97,8.0,13.0,Fair,1,HS002645
T0044470,HS002643,9,0.95,-2.0,4.0,Good,1,HS002643
T0044471,HS008753,16,-0.67,-2.0,4.0,Fair,1,HS008753
T0044472,HS003615,0,6.2,2.0,8.0,Fair,1,HS003615
T0044473,HS003727,20,2.17,-2.0,4.0,Good,1,HS003727
T0044474,HS001621,20,6.01,2.0,8.0,Good,1,HS001621
T0044475,HS008427,17,11.27,8.0,12.0,Good,1,HS008427
T0044476,HS003759,8,3.21,2.0,8.0,Fair,1,HS003759
T0044477,HS001319,18,9.39,2.0,8.0,Fair,0,HS001319
T0044478,HS011495,15,8.4,8.0,13.0,Good,1,HS011495
T0044479,HS011180,11,2.36,2.0,8.0,Fair,1,HS011180
T0044480,HS006562,10,9.08,8.0,13.0,Fair,1,HS006562
T0044481,HS006876,13,9.35,8.0,12.0,Good,1,HS006876
T0044482,HS001601,15,3.73,2.0,8.0,Good,1,HS001601
T0044483,HS002706,7,10.41,8.0,12.0,Good,1,HS002706
T0044484,HS011566,10,8.4,12.0,15.0,Fair,0,HS011566
T0044485,HS005227,8,6.58,2.0,8.0,Good,1,HS005227
T0044486,HS010074,19,8.29,8.0,12.0,Good,1,HS010074
T0044487,HS005533,1,-16.05,-20.0,-15.0,Good,1,HS005533
T0044488,HS006800,24,10.73,8.0,12.0,Good,1,HS006800
T0044489,HS010442,12,11.45,8.0,12.0,Fair,1,HS010442
T0044490,HS001914,21,4.96,2.0,8.0,Good,1,HS001914
T0044491,HS005067,16,21.03,15.0,30.0,Good,1,HS005067
T0044492,HS010947,7,10.08,8.0,13.0,Good,1,HS010947
T0044493,HS004069,9,2.58,-2.0,4.0,Good,1,HS004069
T0044494,HS007777,7,6.71,2.0,8.0,Good,1,HS007777
