availability_id,vehicle_id,date,vehicle_type,capacity_kg,min_temp_c,max_temp_c,home_location,current_location,availability_status,available_from,available_until,estimated_cost_per_km,maintenance_status,utilization_rate,vehicle_id_raw
VA05746,TRK0011,2026-07-23,Local,750,10,35,Jajpur,Angul,maintenance,2026-08-30 10:00:00,2026-08-30 22:00:00,20.18,maintenance,0.374,TRK0011
VA05747,TRK0020,2025-12-01,Dry,1000,15,35,Kharagpur,Rourkela,assigned,2026-08-30 05:00:00,2026-08-30 23:59:00,31.88,good,0.796,TRK0020
VA05748,TRK0015,2025-07-17,Dry,750,15,35,Angul,Rourkela,available,2026-08-30 08:00:00,2026-08-30 23:59:00,23.44,maintenance,0.603,TRK0015
VA05749,TRK0020,2025-10-05,Local,750,10,35,Bhubaneswar,Jajpur,assigned,2026-08-30 10:00:00,2026-08-30 22:00:00,37.76,good,0.207,TRK0020
VA05750,TRK0029,2026-05-16,Dry,2000,15,35,Angul,Bhubaneswar,maintenance,2026-08-30 12:00:00,2026-08-30 18:00:00,12.07,inspection_due,0.883,TRK0029
VA05751,TRK0044,2025-08-03,Reefer,1500,2,12,Angul,Rourkela,available,2026-08-30 06:00:00,2026-08-30 20:00:00,37.16,inspection_due,0.921,TRK0044
VA05752,TRK0013,2025-03-16,Dry,1000,15,35,Balasore,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,12.84,good,0.311,TRK0013
VA05753,TRK0009,2025-03-09,Dry,2000,15,35,Kharagpur,Kharagpur,available,2026-08-30 10:00:00,2026-08-30 23:59:00,22.78,inspection_due,0.759,TRK0009
VA05754,TRK0050,2025-08-30,Reefer,2000,-2,8,Rourkela,Kharagpur,available,2026-08-30 12:00:00,2026-08-30 23:59:00,37.9,maintenance,0.612,TRK0050
VA05755,TRK0047,2026-06-07,Local,500,10,35,Gopalpur,Sambalpur,maintenance,2026-08-30 10:00:00,2026-08-30 16:00:00,32.24,inspection_due,0.203,TRK0047
VA05756,TRK0033,2025-05-21,Dry,2000,15,35,Balasore,Bhubaneswar,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,21.37,good,0.401,TRK0033
VA05757,TRK0042,2026-05-06,Reefer,750,2,8,Jajpur,Sambalpur,maintenance,2026-08-30 10:00:00,2026-08-30 22:00:00,13.44,good,0.907,TRK0042
VA05758,TRK0038,2025-08-18,Local,750,10,35,Gopalpur,Kharagpur,assigned,2026-08-30 08:00:00,2026-08-30 20:00:00,26.39,good,0.562,TRK0038
VA05759,TRK0046,2026-01-18,Reefer,500,-2,8,Cuttack,Sambalpur,assigned,2026-08-30 07:00:00,2026-08-30 23:59:00,35.63,good,0.198,TRK0046
VA05760,TRK0020,2025-01-26,Reefer,1000,2,12,Rourkela,Rourkela,assigned,2026-08-30 14:00:00,2026-08-30 20:00:00,28.44,good,0.305,TRK0020
VA05761,TRK0046,2025-06-23,Reefer,1000,2,12,Rourkela,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,21.96,good,0.752,TRK0046
VA05762,TRK0046,2025-11-04,Local,300,10,35,Cuttack,Gopalpur,assigned,2026-08-30 05:00:00,2026-08-30 20:00:00,36.72,good,0.182,TRK0046
VA05763,TRK0022,2026-05-14,Reefer,1500,2,12,Sambalpur,Sambalpur,available,2026-08-30 12:00:00,2026-08-30 23:59:00,33.9,good,0.548,TRK0022
VA05764,TRK0014,2026-01-05,Local,300,10,35,Kolkata,Kharagpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,25.33,good,0.645,TRK0014
VA05765,TRK0026,2026-03-19,Reefer,2000,4,12,Puri,Cuttack,available,2026-08-30 07:00:00,2026-08-30 22:00:00,33.68,good,0.765,TRK0026
VA05766,TRK0015,2025-08-29,Dry,2000,15,35,Berhampur,Kolkata,available,2026-08-30 14:00:00,2026-08-30 16:00:00,13.25,good,0.653,TRK0015
VA05767,TRK0041,2025-05-19,Reefer,2000,4,12,Sambalpur,Gopalpur,assigned,2026-08-30 05:00:00,2026-08-30 18:00:00,14.09,maintenance,0.837,TRK0041
VA05768,TRK0036,2025-10-07,Reefer,2000,2,8,Bhubaneswar,Rourkela,available,2026-08-30 12:00:00,2026-08-30 20:00:00,13.91,good,0.92,TRK0036
VA05769,TRK0041,2025-07-21,Local,300,10,35,Rourkela,Cuttack,maintenance,2026-08-30 12:00:00,2026-08-30 23:59:00,13.87,inspection_due,0.328,TRK0041
VA05770,TRK0021,2026-01-22,Reefer,750,4,12,Kharagpur,Kharagpur,assigned,2026-08-30 08:00:00,2026-08-30 18:00:00,35.99,good,0.826,TRK0021
VA05771,TRK0032,2025-08-09,Reefer,1500,-2,8,Rourkela,Gopalpur,assigned,2026-08-30 07:00:00,2026-08-30 22:00:00,24.17,good,0.82,TRK0032
VA05772,TRK0018,2026-03-09,Reefer,2000,-2,8,Rourkela,Kharagpur,assigned,2026-08-30 14:00:00,2026-08-30 22:00:00,18.68,maintenance,0.265,TRK0018
VA05773,TRK0002,2025-02-05,Dry,750,15,35,Kolkata,Puri,assigned,2026-08-30 06:00:00,2026-08-30 22:00:00,37.56,good,0.555,TRK0002
VA05774,TRK0014,2025-05-05,Reefer,2000,2,8,Balasore,Kolkata,available,2026-08-30 07:00:00,2026-08-30 23:59:00,21.16,good,0.317,TRK0014
VA05775,TRK0029,2025-07-31,Local,500,10,35,Jajpur,Kolkata,available,2026-08-30 08:00:00,2026-08-30 18:00:00,12.91,good,0.76,TRK0029
VA05776,TRK0042,2026-07-06,Local,500,10,35,Jajpur,Jajpur,available,2026-08-30 07:00:00,2026-08-30 23:59:00,27.94,good,0.394,TRK0042
VA05777,TRK0007,2025-01-19,Dry,750,15,35,Bhubaneswar,Sambalpur,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,28.62,inspection_due,0.428,TRK0007
VA05778,TRK0001,2025-02-03,Dry,1500,15,35,Sambalpur,Rourkela,available,2026-08-30 05:00:00,2026-08-30 18:00:00,25.52,inspection_due,0.391,TRK0001
VA05779,TRK0001,2025-02-16,Reefer,500,2,8,Gopalpur,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 20:00:00,33.55,good,0.834,TRK0001
VA05780,TRK0026,2025-06-29,Reefer,1000,-2,8,Angul,Balasore,available,2026-08-30 10:00:00,2026-08-30 23:59:00,34.52,good,0.875,TRK0026
VA05781,TRK0027,2025-04-08,Dry,500,15,35,Kolkata,Balasore,available,2026-08-30 07:00:00,2026-08-30 18:00:00,12.68,inspection_due,0.697,TRK0027
VA05782,TRK0020,2025-10-18,Local,750,10,35,Sambalpur,Angul,available,2026-08-30 08:00:00,2026-08-30 16:00:00,36.11,good,0.733,TRK0020
VA05783,TRK0015,2025-05-23,Local,500,10,35,Puri,Rourkela,available,2026-08-30 08:00:00,2026-08-30 18:00:00,17.24,maintenance,0.903,TRK0015
VA05784,TRK0021,2026-03-01,Reefer,2000,2,12,Balasore,Kolkata,assigned,2026-08-30 07:00:00,2026-08-30 20:00:00,13.58,good,0.85,TRK0021
VA05785,TRK0002,2026-04-01,Dry,1000,15,35,Sambalpur,Kolkata,unavailable,2026-08-30 08:00:00,2026-08-30 18:00:00,13.47,good,0.615,TRK0002
VA05786,TRK0042,2025-11-08,Reefer,1000,2,8,Kolkata,Balasore,available,2026-08-30 06:00:00,2026-08-30 23:59:00,37.08,maintenance,0.947,TRK0042
VA05787,TRK0023,2025-09-20,Reefer,1500,-2,8,Jajpur,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 20:00:00,21.8,good,0.274,TRK0023
VA05788,TRK0035,2026-04-16,Dry,750,15,35,Rourkela,Sambalpur,available,2026-08-30 07:00:00,2026-08-30 16:00:00,25.93,good,0.906,TRK0035
VA05789,TRK0035,2026-03-30,Local,300,10,35,Angul,Balasore,available,2026-08-30 10:00:00,2026-08-30 16:00:00,27.9,good,0.469,TRK0035
VA05790,TRK0031,2026-05-14,Dry,750,15,35,Bhubaneswar,Kolkata,unavailable,2026-08-30 08:00:00,2026-08-30 23:59:00,29.09,good,0.241,TRK0031
VA05791,TRK0020,2025-05-03,Local,500,10,35,Kolkata,Puri,unavailable,2026-08-30 10:00:00,2026-08-30 20:00:00,36.49,inspection_due,0.927,TRK0020
VA05792,TRK0045,2025-11-04,Dry,500,15,35,Kolkata,Kharagpur,assigned,2026-08-30 14:00:00,2026-08-30 16:00:00,23.99,good,0.418,TRK0045
VA05793,TRK0022,2026-08-23,Reefer,1000,2,8,Sambalpur,Kolkata,available,2026-08-30 06:00:00,2026-08-30 20:00:00,15.2,maintenance,0.606,TRK0022
VA05794,TRK0003,2025-02-14,Reefer,750,2,12,Sambalpur,Berhampur,available,2026-08-30 06:00:00,2026-08-30 23:59:00,13.55,inspection_due,0.479,TRK0003
VA05795,TRK0038,2025-09-27,Local,750,10,35,Bhubaneswar,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 16:00:00,25.66,good,0.861,TRK0038
VA05796,TRK0032,2026-07-31,Reefer,500,2,12,Berhampur,Rourkela,available,2026-08-30 08:00:00,2026-08-30 16:00:00,25.73,good,0.595,TRK0032
VA05797,TRK0014,2026-05-13,Local,500,10,35,Angul,Sambalpur,unavailable,2026-08-30 06:00:00,2026-08-30 22:00:00,12.19,good,0.692,TRK0014
VA05798,TRK0050,2025-07-13,Dry,1500,15,35,Rourkela,Puri,maintenance,2026-08-30 10:00:00,2026-08-30 23:59:00,32.61,good,0.948,TRK0050
VA05799,TRK0010,2026-08-15,Dry,750,15,35,Sambalpur,Jajpur,unavailable,2026-08-30 08:00:00,2026-08-30 22:00:00,21.22,good,0.765,TRK0010
VA05800,TRK0007,2025-10-26,Reefer,1500,4,12,Puri,Angul,available,2026-08-30 07:00:00,2026-08-30 20:00:00,26.05,inspection_due,0.926,TRK0007
VA05801,TRK0043,2026-05-27,Reefer,1000,2,12,Kharagpur,Jajpur,available,2026-08-30 08:00:00,2026-08-30 22:00:00,34.23,good,0.378,TRK0043
VA05802,TRK0036,2025-03-31,Reefer,750,2,12,Berhampur,Gopalpur,assigned,2026-08-30 10:00:00,2026-08-30 16:00:00,32.03,good,0.587,TRK0036
VA05803,TRK0009,2026-01-30,Dry,500,15,35,Kolkata,Rourkela,available,2026-08-30 06:00:00,2026-08-30 22:00:00,26.89,maintenance,0.509,TRK0009
VA05804,TRK0022,2026-03-07,Reefer,1000,2,8,Balasore,Kharagpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,13.89,inspection_due,0.76,TRK0022
VA05805,TRK0004,2025-02-11,Local,300,10,35,Puri,Cuttack,available,2026-08-30 08:00:00,2026-08-30 22:00:00,20.64,good,0.55,TRK0004
VA05806,TRK0040,2025-03-15,Dry,2000,15,35,Kharagpur,Rourkela,assigned,2026-08-30 06:00:00,2026-08-30 18:00:00,12.32,inspection_due,0.689,TRK0040
VA05807,TRK0025,2025-09-25,Local,500,10,35,Kolkata,Sambalpur,available,2026-08-30 10:00:00,2026-08-30 16:00:00,37.96,good,0.641,TRK0025
VA05808,TRK0030,2025-11-12,Dry,1000,15,35,Berhampur,Balasore,available,2026-08-30 06:00:00,2026-08-30 22:00:00,27.68,good,0.923,TRK0030
VA05809,TRK0042,2025-08-22,Dry,750,15,35,Rourkela,Rourkela,assigned,2026-08-30 05:00:00,2026-08-30 22:00:00,32.68,good,0.776,TRK0042
VA05810,TRK0029,2026-07-28,Reefer,2000,2,8,Berhampur,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 22:00:00,35.69,good,0.858,TRK0029
VA05811,TRK0042,2025-05-02,Reefer,1000,4,12,Gopalpur,Puri,available,2026-08-30 12:00:00,2026-08-30 16:00:00,30.8,good,0.833,TRK0042
VA05812,TRK0032,2026-06-07,Local,750,10,35,Puri,Angul,assigned,2026-08-30 08:00:00,2026-08-30 22:00:00,29.64,good,0.791,TRK0032
VA05813,TRK0018,2026-02-09,Dry,2000,15,35,Kharagpur,Puri,unavailable,2026-08-30 07:00:00,2026-08-30 20:00:00,30.11,inspection_due,0.321,TRK0018
VA05814,TRK0024,2025-04-02,Reefer,2000,-2,8,Berhampur,Kharagpur,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,14.83,inspection_due,0.438,TRK0024
VA05815,TRK0005,2025-11-25,Dry,500,15,35,Rourkela,Puri,assigned,2026-08-30 08:00:00,2026-08-30 20:00:00,34.11,maintenance,0.321,TRK0005
VA05816,TRK0046,2025-01-10,Reefer,750,-2,8,Jajpur,Kolkata,assigned,2026-08-30 14:00:00,2026-08-30 22:00:00,29.13,good,0.61,TRK0046
VA05817,TRK0041,2025-10-02,Dry,500,15,35,Bhubaneswar,Cuttack,available,2026-08-30 10:00:00,2026-08-30 20:00:00,32.27,good,0.585,TRK0041
VA05818,TRK0031,2025-05-09,Dry,750,15,35,Kolkata,Angul,available,2026-08-30 05:00:00,2026-08-30 22:00:00,18.62,maintenance,0.903,TRK0031
VA05819,TRK0033,2025-10-29,Local,750,10,35,Angul,Jajpur,available,2026-08-30 08:00:00,2026-08-30 18:00:00,16.51,good,0.161,TRK0033
VA05820,TRK0050,2026-05-21,Dry,1500,15,35,Angul,Angul,assigned,2026-08-30 08:00:00,2026-08-30 20:00:00,34.68,inspection_due,0.377,TRK0050
VA05821,TRK0049,2025-11-16,Reefer,1000,2,8,Rourkela,Gopalpur,available,2026-08-30 10:00:00,2026-08-30 22:00:00,32.47,maintenance,0.381,TRK0049
VA05822,TRK0048,2025-04-30,Reefer,1500,2,12,Gopalpur,Puri,assigned,2026-08-30 08:00:00,2026-08-30 23:59:00,35.5,maintenance,0.899,TRK0048
VA05823,TRK0037,2025-09-26,Local,500,10,35,Sambalpur,Balasore,available,2026-08-30 07:00:00,2026-08-30 18:00:00,28.9,inspection_due,0.905,TRK0037
VA05824,TRK0040,2025-04-13,Reefer,1000,2,12,Berhampur,Cuttack,available,2026-08-30 12:00:00,2026-08-30 22:00:00,26.66,maintenance,0.243,TRK0040
VA05825,TRK0030,2025-06-11,Local,500,10,35,Berhampur,Balasore,available,2026-08-30 14:00:00,2026-08-30 20:00:00,15.74,maintenance,0.64,TRK0030
VA05826,TRK0028,2025-06-01,Dry,750,15,35,Gopalpur,Bhubaneswar,assigned,2026-08-30 07:00:00,2026-08-30 20:00:00,23.58,maintenance,0.249,TRK0028
VA05827,TRK0020,2025-02-27,Reefer,1000,2,12,Puri,Kharagpur,available,2026-08-30 07:00:00,2026-08-30 20:00:00,16.16,good,0.869,TRK0020
VA05828,TRK0001,2025-11-26,Local,300,10,35,Rourkela,Balasore,available,2026-08-30 08:00:00,2026-08-30 23:59:00,29.57,maintenance,0.348,TRK0001
VA05829,TRK0027,2025-02-16,Local,300,10,35,Cuttack,Cuttack,available,2026-08-30 06:00:00,2026-08-30 16:00:00,22.64,maintenance,0.643,TRK0027
VA05830,TRK0026,2026-01-15,Dry,2000,15,35,Kolkata,Gopalpur,available,2026-08-30 12:00:00,2026-08-30 18:00:00,13.06,maintenance,0.183,TRK0026
VA05831,TRK0032,2025-12-30,Dry,1000,15,35,Bhubaneswar,Kharagpur,available,2026-08-30 05:00:00,2026-08-30 16:00:00,30.97,maintenance,0.692,TRK0032
VA05832,TRK0038,2025-09-12,Reefer,1000,4,12,Bhubaneswar,Rourkela,assigned,2026-08-30 14:00:00,2026-08-30 18:00:00,23.86,inspection_due,0.526,TRK0038
VA05833,TRK0038,2026-05-22,Local,750,10,35,Bhubaneswar,Puri,available,2026-08-30 14:00:00,2026-08-30 18:00:00,33.29,maintenance,0.194,TRK0038
VA05834,TRK0032,2025-03-18,Reefer,500,2,8,Gopalpur,Angul,maintenance,2026-08-30 14:00:00,2026-08-30 18:00:00,17.93,inspection_due,0.665,TRK0032
VA05835,TRK0029,2025-08-02,Reefer,2000,4,12,Kharagpur,Puri,assigned,2026-08-30 06:00:00,2026-08-30 23:59:00,34.59,good,0.86,TRK0029
VA05836,TRK0044,2025-04-02,Reefer,750,-2,8,Berhampur,Cuttack,available,2026-08-30 12:00:00,2026-08-30 23:59:00,13.92,inspection_due,0.235,TRK0044
VA05837,TRK0027,2025-08-19,Reefer,2000,-2,8,Berhampur,Bhubaneswar,available,2026-08-30 14:00:00,2026-08-30 22:00:00,31.87,inspection_due,0.916,TRK0027
VA05838,TRK0025,2025-07-31,Dry,2000,15,35,Balasore,Kharagpur,maintenance,2026-08-30 10:00:00,2026-08-30 18:00:00,15.0,inspection_due,0.943,TRK0025
VA05839,TRK0040,2025-09-06,Dry,1500,15,35,Puri,Jajpur,assigned,2026-08-30 08:00:00,2026-08-30 18:00:00,31.92,good,0.388,TRK0040
VA05840,TRK0033,2025-04-12,Dry,2000,15,35,Berhampur,Balasore,assigned,2026-08-30 08:00:00,2026-08-30 22:00:00,23.26,good,0.909,TRK0033
VA05841,TRK0011,2026-05-21,Local,300,10,35,Kolkata,Sambalpur,available,2026-08-30 12:00:00,2026-08-30 23:59:00,23.32,maintenance,0.877,TRK0011
VA05842,TRK0047,2025-03-06,Dry,1500,15,35,Kharagpur,Rourkela,assigned,2026-08-30 10:00:00,2026-08-30 16:00:00,31.67,good,0.336,TRK0047
VA05843,TRK0017,2026-07-16,Dry,500,15,35,Kharagpur,Berhampur,available,2026-08-30 10:00:00,2026-08-30 20:00:00,23.35,good,0.759,TRK0017
VA05844,TRK0035,2025-01-21,Reefer,750,2,8,Puri,Kharagpur,assigned,2026-08-30 07:00:00,2026-08-30 18:00:00,25.05,inspection_due,0.269,TRK0035
VA05845,TRK0021,2026-03-26,Reefer,1500,2,8,Kolkata,Kharagpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,31.93,maintenance,0.326,TRK0021
VA05846,TRK0046,2025-02-25,Dry,750,15,35,Angul,Rourkela,unavailable,2026-08-30 08:00:00,2026-08-30 20:00:00,37.68,good,0.426,TRK0046
VA05847,TRK0038,2026-04-27,Reefer,1500,4,12,Kharagpur,Berhampur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,20.25,inspection_due,0.604,TRK0038
VA05848,TRK0036,2026-08-16,Dry,500,15,35,Puri,Cuttack,available,2026-08-30 08:00:00,2026-08-30 23:59:00,18.93,good,0.69,TRK0036
VA05849,TRK0009,2025-06-10,Local,750,10,35,Kharagpur,Berhampur,available,2026-08-30 06:00:00,2026-08-30 20:00:00,20.21,inspection_due,0.304,TRK0009
VA05850,TRK0029,2025-10-01,Dry,750,15,35,Angul,Puri,unavailable,2026-08-30 08:00:00,2026-08-30 22:00:00,18.37,good,0.402,TRK0029
VA05851,TRK0030,2026-01-02,Reefer,1000,-2,8,Angul,Puri,assigned,2026-08-30 06:00:00,2026-08-30 16:00:00,16.44,maintenance,0.171,TRK0030
VA05852,TRK0030,2025-02-23,Dry,2000,15,35,Puri,Kolkata,available,2026-08-30 05:00:00,2026-08-30 20:00:00,21.23,inspection_due,0.398,TRK0030
VA05853,TRK0012,2026-05-19,Reefer,2000,4,12,Sambalpur,Gopalpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,26.82,inspection_due,0.266,TRK0012
VA05854,TRK0025,2025-03-04,Dry,2000,15,35,Angul,Balasore,available,2026-08-30 05:00:00,2026-08-30 23:59:00,33.37,good,0.466,TRK0025
VA05855,TRK0029,2026-07-28,Local,750,10,35,Angul,Kharagpur,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,18.29,good,0.158,TRK0029
VA05856,TRK0024,2026-01-04,Local,300,10,35,Cuttack,Rourkela,assigned,2026-08-30 05:00:00,2026-08-30 22:00:00,35.91,maintenance,0.932,TRK0024
VA05857,TRK0033,2025-04-15,Reefer,1000,2,12,Jajpur,Puri,available,2026-08-30 06:00:00,2026-08-30 18:00:00,32.59,good,0.463,TRK0033
VA05858,TRK0019,2026-01-13,Local,300,10,35,Bhubaneswar,Angul,available,2026-08-30 08:00:00,2026-08-30 16:00:00,23.64,good,0.801,TRK0019
VA05859,TRK0013,2025-07-03,Dry,1500,15,35,Berhampur,Angul,available,2026-08-30 12:00:00,2026-08-30 23:59:00,33.46,inspection_due,0.5,TRK0013
VA05860,TRK0048,2025-11-05,Dry,750,15,35,Jajpur,Gopalpur,unavailable,2026-08-30 08:00:00,2026-08-30 18:00:00,23.96,good,0.414,TRK0048
VA05861,TRK0048,2026-08-23,Reefer,500,-2,8,Puri,Berhampur,unavailable,2026-08-30 10:00:00,2026-08-30 20:00:00,33.45,maintenance,0.889,TRK0048
VA05862,TRK0029,2025-08-23,Reefer,2000,-2,8,Balasore,Berhampur,available,2026-08-30 10:00:00,2026-08-30 23:59:00,13.97,inspection_due,0.445,TRK0029
VA05863,TRK0039,2025-10-26,Dry,1500,15,35,Balasore,Cuttack,available,2026-08-30 07:00:00,2026-08-30 20:00:00,34.85,maintenance,0.666,TRK0039
VA05864,TRK0040,2026-05-31,Dry,750,15,35,Angul,Angul,unavailable,2026-08-30 10:00:00,2026-08-30 23:59:00,37.5,inspection_due,0.45,TRK0040
VA05865,TRK0004,2025-02-06,Dry,1000,15,35,Berhampur,Bhubaneswar,assigned,2026-08-30 08:00:00,2026-08-30 22:00:00,12.19,good,0.253,TRK0004
VA05866,TRK0029,2025-02-05,Reefer,500,2,12,Sambalpur,Balasore,assigned,2026-08-30 10:00:00,2026-08-30 20:00:00,23.41,maintenance,0.345,TRK0029
VA05867,TRK0050,2025-06-27,Dry,1000,15,35,Berhampur,Cuttack,available,2026-08-30 08:00:00,2026-08-30 22:00:00,18.43,good,0.5,TRK0050
VA05868,TRK0012,2026-06-04,Reefer,2000,4,12,Rourkela,Kolkata,available,2026-08-30 07:00:00,2026-08-30 22:00:00,18.58,good,0.571,TRK0012
VA05869,TRK0040,2026-07-12,Dry,500,15,35,Rourkela,Balasore,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,14.83,good,0.22,TRK0040
VA05870,TRK0048,2025-01-14,Local,750,10,35,Berhampur,Balasore,assigned,2026-08-30 07:00:00,2026-08-30 18:00:00,13.65,maintenance,0.68,TRK0048
VA05871,TRK0046,2025-11-08,Local,750,10,35,Sambalpur,Balasore,unavailable,2026-08-30 10:00:00,2026-08-30 20:00:00,14.21,good,0.255,TRK0046
VA05872,TRK0015,2025-08-23,Dry,1000,15,35,Balasore,Angul,available,2026-08-30 14:00:00,2026-08-30 16:00:00,24.74,inspection_due,0.72,TRK0015
VA05873,TRK0031,2025-07-28,Reefer,2000,2,8,Berhampur,Cuttack,available,2026-08-30 12:00:00,2026-08-30 16:00:00,30.12,good,0.215,TRK0031
VA05874,TRK0021,2025-08-10,Dry,500,15,35,Cuttack,Puri,available,2026-08-30 06:00:00,2026-08-30 20:00:00,27.99,maintenance,0.228,TRK0021
VA05875,TRK0023,2025-11-06,Local,750,10,35,Angul,Kharagpur,available,2026-08-30 10:00:00,2026-08-30 20:00:00,21.1,good,0.191,TRK0023
VA05876,TRK0014,2026-03-28,Reefer,1000,2,12,Jajpur,Jajpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,25.37,good,0.272,TRK0014
VA05877,TRK0042,2025-02-13,Reefer,1500,-2,8,Berhampur,Cuttack,maintenance,2026-08-30 06:00:00,2026-08-30 20:00:00,18.39,inspection_due,0.902,TRK0042
VA05878,TRK0027,2025-06-30,Dry,1000,15,35,Gopalpur,Jajpur,available,2026-08-30 08:00:00,2026-08-30 20:00:00,32.08,good,0.221,TRK0027
VA05879,TRK0025,2025-01-01,Dry,500,15,35,Kolkata,Sambalpur,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,20.12,good,0.531,TRK0025
VA05880,TRK0027,2026-05-19,Local,500,10,35,Puri,Bhubaneswar,available,2026-08-30 06:00:00,2026-08-30 20:00:00,23.1,maintenance,0.797,TRK0027
VA05881,TRK0008,2026-04-04,Local,500,10,35,Bhubaneswar,Rourkela,available,2026-08-30 14:00:00,2026-08-30 16:00:00,20.32,inspection_due,0.823,TRK0008
VA05882,TRK0025,2025-12-28,Dry,500,15,35,Rourkela,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,22.7,good,0.901,TRK0025
VA05883,TRK0027,2025-08-16,Reefer,750,2,12,Sambalpur,Sambalpur,maintenance,2026-08-30 12:00:00,2026-08-30 16:00:00,18.01,good,0.608,TRK0027
VA05884,TRK0019,2025-01-15,Reefer,750,2,12,Cuttack,Gopalpur,available,2026-08-30 07:00:00,2026-08-30 20:00:00,23.42,good,0.227,TRK0019
VA05885,TRK0026,2025-09-14,Dry,2000,15,35,Sambalpur,Rourkela,available,2026-08-30 06:00:00,2026-08-30 22:00:00,14.4,good,0.788,TRK0026
VA05886,TRK0025,2026-04-29,Dry,2000,15,35,Berhampur,Berhampur,assigned,2026-08-30 05:00:00,2026-08-30 20:00:00,31.84,good,0.514,TRK0025
VA05887,TRK0034,2026-08-18,Reefer,750,4,12,Bhubaneswar,Puri,assigned,2026-08-30 07:00:00,2026-08-30 18:00:00,37.11,inspection_due,0.919,TRK0034
VA05888,TRK0026,2026-02-09,Dry,1500,15,35,Bhubaneswar,Angul,available,2026-08-30 12:00:00,2026-08-30 23:59:00,35.09,inspection_due,0.931,TRK0026
VA05889,TRK0003,2025-10-25,Dry,2000,15,35,Gopalpur,Kolkata,available,2026-08-30 06:00:00,2026-08-30 20:00:00,26.78,good,0.519,TRK0003
VA05890,TRK0049,2025-07-30,Local,300,10,35,Gopalpur,Bhubaneswar,available,2026-08-30 12:00:00,2026-08-30 20:00:00,26.93,inspection_due,0.536,TRK0049
VA05891,TRK0013,2025-05-26,Reefer,1000,4,12,Jajpur,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,12.2,inspection_due,0.481,TRK0013
VA05892,TRK0008,2025-07-01,Dry,1500,15,35,Gopalpur,Balasore,maintenance,2026-08-30 07:00:00,2026-08-30 16:00:00,37.9,maintenance,0.345,TRK0008
VA05893,TRK0047,2026-05-30,Dry,1000,15,35,Bhubaneswar,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,34.83,inspection_due,0.644,TRK0047
VA05894,TRK0031,2025-10-31,Reefer,1500,2,8,Sambalpur,Jajpur,available,2026-08-30 06:00:00,2026-08-30 18:00:00,12.16,good,0.284,TRK0031
VA05895,TRK0037,2025-07-10,Reefer,2000,4,12,Kharagpur,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 16:00:00,20.54,maintenance,0.846,TRK0037
VA05896,TRK0045,2025-04-12,Dry,500,15,35,Gopalpur,Kolkata,available,2026-08-30 05:00:00,2026-08-30 16:00:00,33.18,good,0.777,TRK0045
VA05897,TRK0012,2025-06-20,Dry,1500,15,35,Berhampur,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,15.89,maintenance,0.193,TRK0012
VA05898,TRK0038,2026-03-28,Local,300,10,35,Kolkata,Rourkela,available,2026-08-30 10:00:00,2026-08-30 18:00:00,33.76,good,0.794,TRK0038
VA05899,TRK0023,2025-01-23,Local,500,10,35,Angul,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 16:00:00,28.37,good,0.739,TRK0023
VA05900,TRK0013,2025-06-30,Local,750,10,35,Puri,Kolkata,unavailable,2026-08-30 07:00:00,2026-08-30 23:59:00,25.32,good,0.676,TRK0013
VA05901,TRK0011,2025-07-14,Reefer,500,2,8,Balasore,Sambalpur,unavailable,2026-08-30 14:00:00,2026-08-30 20:00:00,26.65,good,0.165,TRK0011
VA05902,TRK0050,2025-12-23,Dry,2000,15,35,Gopalpur,Cuttack,available,2026-08-30 07:00:00,2026-08-30 23:59:00,34.71,good,0.631,TRK0050
VA05903,TRK0023,2025-11-27,Reefer,750,2,12,Cuttack,Angul,available,2026-08-30 10:00:00,2026-08-30 16:00:00,20.74,good,0.768,TRK0023
