shipment_id,product_type,weight_kg,origin,destination,transport_mode,distance_km,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,temperature_excursion_minutes,estimated_cost_inr,delayed,delay_minutes,spoiled,shipment_id_raw
HS006112,Spices,416,Sambalpur,Jamshedpur,road,272.9,5.69,15,30,2,13.4,2,1,0.205,0.911,12.7,1061.92,0,63.4,0,HS006112
HS006113,Tomato,302,Visakhapatnam,Jamshedpur,road,648.6,13.51,8,13,19,28.1,0,0,0.991,0.964,4.5,1331.8,0,68.5,0,HS006113
HS006114,Packaged Food,192,Visakhapatnam,Hyderabad,road,502.8,10.48,15,30,4,28.1,0,0,0.102,0.804,6.9,1192.63,0,46.6,0,HS006114
HS006115,Rice,436,Jamshedpur,Hyderabad,road,1005.8,20.95,15,30,19,38.9,1,1,0.642,0.752,5.4,2749.65,1,71.8,0,HS006115
HS006116,Frozen Food,681,Jamshedpur,Hyderabad,rail,1005.8,18.29,-20,-15,5,29.8,0,0,0.933,0.906,14.5,1191.75,1,84.6,0,HS006116
HS006117,Leafy Vegetables,161,Gopalpur,Visakhapatnam,road,250.1,5.21,2,8,19,10.0,1,0,0.991,0.904,0.0,829.2,1,19.4,0,HS006117
HS006118,Pharmaceuticals,953,Rourkela,Cuttack,local,226.6,7.55,2,8,9,19.3,0,0,0.874,0.938,5.5,682.96,0,8.9,0,HS006118
HS006119,Rice,517,Bhubaneswar,Raipur,road,448.9,9.35,15,30,20,22.5,0,0,0.9,0.722,11.4,999.47,1,70.8,0,HS006119
HS006120,Leafy Vegetables,263,Balasore,Bhubaneswar,road,176.0,3.67,2,8,17,11.2,1,0,0.479,0.867,12.9,565.73,0,23.8,0,HS006120
HS006121,Packaged Food,260,Puri,Cuttack,road,72.4,1.51,15,30,21,23.1,2,0,0.957,0.756,8.9,1159.65,0,68.3,0,HS006121
HS006122,Spices,1176,Visakhapatnam,Ranchi,rail,665.7,12.1,15,30,15,20.9,0,1,0.194,0.84,27.5,845.22,0,94.8,0,HS006122
HS006123,Dairy,644,Gopalpur,Ranchi,rail,456.1,8.29,2,8,18,20.7,0,0,0.255,0.97,14.6,549.44,0,80.7,0,HS006123
HS006124,Flowers,734,Gopalpur,Hyderabad,rail,709.7,12.9,2,8,19,29.8,1,1,0.211,0.906,7.7,1276.6,1,87.8,0,HS006124
HS006125,Dairy,297,Gopalpur,Bhubaneswar,road,149.6,3.12,2,8,9,19.7,1,0,0.695,0.786,10.0,697.06,0,59.1,0,HS006125
HS006126,Flowers,502,Ranchi,Visakhapatnam,road,665.7,13.87,2,8,1,37.0,0,0,0.034,0.876,1.5,1345.54,1,58.2,0,HS006126
HS006127,Rice,439,Visakhapatnam,Hyderabad,road,502.8,10.48,15,30,22,24.2,0,0,0.225,0.84,0.0,988.03,1,40.3,0,HS006127
HS006128,Mango,312,Gopalpur,Hyderabad,local,709.7,23.66,8,12,7,33.7,0,0,0.452,0.833,5.5,1911.72,1,89.3,0,HS006128
HS006129,Mango,376,Visakhapatnam,Raipur,road,429.9,8.96,8,12,5,21.1,0,0,0.365,0.736,14.5,864.66,1,52.0,1,HS006129
HS006130,Leafy Vegetables,720,Jamshedpur,Raipur,road,502.0,10.46,2,8,23,25.9,0,0,0.004,0.881,0.0,1090.44,0,40.5,0,HS006130
HS006131,Spices,990,Ranchi,Jamshedpur,road,109.3,2.28,15,30,6,14.7,1,1,0.231,0.873,12.2,510.49,1,28.8,0,HS006131
HS006132,Leafy Vegetables,297,Visakhapatnam,Ranchi,road,665.7,13.87,2,8,0,22.6,0,0,0.054,0.743,14.9,1338.51,1,108.3,0,HS006132
HS006133,Spices,149,Puri,Cuttack,local,72.4,2.41,15,30,23,8.0,0,0,0.233,0.752,17.2,190.07,0,50.1,0,HS006133
HS006134,Dairy,1019,Rourkela,Hyderabad,rail,858.5,15.61,2,8,5,34.9,2,1,0.514,0.835,13.7,2008.6,1,118.3,0,HS006134
HS006135,Tomato,1027,Puri,Bhubaneswar,road,53.7,1.12,8,13,0,11.7,0,0,0.362,0.855,42.9,102.26,0,29.9,0,HS006135
HS006136,Spices,454,Puri,Hyderabad,rail,819.6,14.9,15,30,21,23.3,3,0,0.825,0.768,59.7,1573.8,1,126.9,0,HS006136
HS006137,Fish,1122,Balasore,Jamshedpur,local,163.9,5.46,-2,4,5,23.0,1,0,0.378,0.928,8.1,790.9,1,23.5,0,HS006137
HS006138,Leafy Vegetables,433,Berhampur,Cuttack,rail,171.0,3.11,2,8,13,21.6,0,0,0.399,0.897,10.7,192.61,1,0.0,0,HS006138
HS006139,Mango,194,Cuttack,Ranchi,road,325.8,6.79,8,12,4,21.5,1,0,0.315,0.776,9.3,1156.27,1,44.3,0,HS006139
HS006140,Mango,149,Jamshedpur,Chennai,rail,1249.5,22.72,8,12,18,44.8,1,0,0.157,0.921,0.0,2065.93,1,37.2,0,HS006140
HS006141,Banana,148,Bhubaneswar,Hyderabad,rail,837.2,15.22,12,15,6,39.0,1,0,0.202,0.866,30.5,1429.06,1,98.6,0,HS006141
HS006142,Leafy Vegetables,351,Rourkela,Jamshedpur,rail,151.2,2.75,2,8,12,15.9,0,0,0.927,0.799,0.7,184.22,1,46.7,0,HS006142
HS006143,Fish,258,Jamshedpur,Ranchi,rail,109.3,1.99,-2,4,3,22.5,0,0,0.508,0.927,6.0,130.79,0,0.0,0,HS006143
HS006144,Leafy Vegetables,240,Cuttack,Hyderabad,road,849.7,17.7,2,8,17,38.9,0,0,0.912,0.848,9.6,1605.79,0,44.1,0,HS006144
HS006145,Mango,327,Balasore,Bhubaneswar,road,176.0,3.67,8,12,15,8.6,0,0,0.599,0.829,15.6,355.83,0,8.3,0,HS006145
HS006146,Tomato,611,Ranchi,Hyderabad,road,971.7,20.24,8,13,9,43.1,0,0,0.344,0.724,14.5,2088.16,1,91.0,0,HS006146
HS006147,Leafy Vegetables,245,Ranchi,Kolkata,road,324.3,6.76,2,8,14,21.6,1,1,0.989,0.925,15.2,1038.81,0,17.8,0,HS006147
HS006148,Packaged Food,220,Visakhapatnam,Ranchi,rail,665.7,12.1,15,30,23,22.9,3,0,0.067,0.789,11.8,1427.35,1,124.5,0,HS006148
HS006149,Leafy Vegetables,256,Rourkela,Hyderabad,local,858.5,28.62,2,8,21,44.9,0,0,0.924,0.793,10.7,2083.15,1,64.5,0,HS006149
HS006150,Mango,637,Ranchi,Bhubaneswar,road,343.1,7.15,8,12,6,21.2,0,1,0.419,0.929,21.2,793.13,0,61.2,1,HS006150
HS006151,Fish,334,Gopalpur,Ranchi,road,456.1,9.5,-2,4,4,32.5,0,0,0.792,0.742,0.0,908.12,0,3.4,0,HS006151
HS006152,Spices,420,Rourkela,Visakhapatnam,rail,536.5,9.75,15,30,6,18.6,1,0,0.804,0.959,6.0,961.75,1,88.4,0,HS006152
HS006153,Rice,960,Sambalpur,Chennai,road,1011.9,21.08,15,30,17,37.1,0,0,0.307,0.803,16.0,2113.85,1,112.4,0,HS006153
HS006154,Rice,2222,Visakhapatnam,Bhubaneswar,road,399.0,8.31,15,30,18,14.8,0,1,0.079,0.803,12.3,940.93,1,6.8,0,HS006154
HS006155,Packaged Food,531,Gopalpur,Cuttack,rail,167.9,3.05,15,30,18,10.2,0,0,0.788,0.895,20.6,201.66,1,31.8,0,HS006155
HS006156,Frozen Food,498,Ranchi,Bhubaneswar,road,343.1,7.15,-20,-15,18,12.7,0,0,0.736,0.81,1.3,791.37,0,50.7,0,HS006156
HS006157,Packaged Food,162,Balasore,Jamshedpur,rail,163.9,2.98,15,30,12,16.8,2,0,0.266,0.788,12.6,1305.61,1,81.0,0,HS006157
HS006158,Mango,445,Bhubaneswar,Visakhapatnam,road,399.0,8.31,8,12,0,27.1,1,0,0.847,0.76,3.7,1117.58,1,9.9,0,HS006158
HS006159,Rice,364,Sambalpur,Raipur,rail,244.7,4.45,15,30,18,22.1,0,0,0.553,0.803,8.1,284.89,1,78.3,0,HS006159
HS006160,Spices,625,Visakhapatnam,Cuttack,road,416.7,8.68,15,30,13,14.5,1,0,0.764,0.963,0.0,1196.48,0,24.6,0,HS006160
HS006161,Spices,271,Gopalpur,Cuttack,road,167.9,3.5,15,30,12,21.9,0,1,0.475,0.753,24.5,326.44,0,113.6,0,HS006161
HS006162,Dairy,399,Rourkela,Hyderabad,road,858.5,17.89,2,8,6,28.2,0,0,0.092,0.954,20.6,1921.12,1,133.7,0,HS006162
HS006163,Rice,519,Visakhapatnam,Hyderabad,road,502.8,10.48,15,30,8,23.4,0,1,0.086,0.864,9.6,1083.36,1,0.0,0,HS006163
HS006164,Banana,1202,Visakhapatnam,Ranchi,road,665.7,13.87,12,15,0,33.5,1,0,0.673,0.889,16.1,2068.14,1,100.8,0,HS006164
HS006165,Fish,967,Gopalpur,Jamshedpur,rail,416.3,7.57,-2,4,19,23.4,1,1,0.999,0.919,26.9,1210.43,1,49.5,0,HS006165
HS006166,Leafy Vegetables,797,Jamshedpur,Chennai,road,1249.5,26.03,2,8,9,39.3,0,0,0.775,0.731,27.5,2960.92,1,115.4,0,HS006166
HS006167,Fish,561,Rourkela,Ranchi,rail,129.2,2.35,-2,4,16,21.3,3,0,0.461,0.964,65.9,851.79,0,48.4,0,HS006167
HS006168,Pharmaceuticals,264,Sambalpur,Visakhapatnam,rail,427.9,7.78,2,8,16,22.3,0,0,0.876,0.91,0.0,538.23,0,41.9,0,HS006168
HS006169,Leafy Vegetables,561,Sambalpur,Chennai,road,1011.9,21.08,2,8,5,29.6,0,1,0.486,0.921,43.1,2145.85,1,110.7,0,HS006169
HS006170,Tomato,212,Puri,Jamshedpur,road,334.8,6.98,8,13,7,26.2,0,0,0.568,0.826,6.8,646.74,0,8.8,1,HS006170
HS006171,Leafy Vegetables,306,Puri,Visakhapatnam,road,362.8,7.56,2,8,15,22.6,0,0,0.334,0.869,0.0,719.61,0,0.0,0,HS006171
HS006172,Frozen Food,1112,Berhampur,Visakhapatnam,rail,245.7,4.47,-20,-15,6,21.0,1,1,0.679,0.86,0.0,958.13,1,69.4,0,HS006172
HS006173,Pharmaceuticals,497,Ranchi,Bhubaneswar,road,343.1,7.15,2,8,0,13.7,1,0,0.57,0.745,2.0,1081.28,1,53.9,0,HS006173
HS006174,Flowers,406,Puri,Cuttack,road,72.4,1.51,2,8,14,16.6,0,0,0.94,0.768,6.0,171.8,0,72.9,0,HS006174
HS006175,Banana,441,Sambalpur,Bhubaneswar,rail,231.6,4.21,12,15,20,17.4,1,0,0.396,0.912,0.0,751.98,0,43.4,0,HS006175
HS006176,Rice,329,Sambalpur,Hyderabad,road,733.3,15.28,15,30,10,26.7,0,0,0.493,0.844,4.4,1356.0,1,81.3,0,HS006176
HS006177,Pharmaceuticals,86,Sambalpur,Raipur,road,244.7,5.1,2,8,16,25.5,1,0,0.173,0.766,3.1,740.49,0,48.6,0,HS006177
HS006178,Mango,154,Ranchi,Raipur,road,444.4,9.26,8,12,5,27.3,0,0,0.772,0.934,2.2,993.05,0,68.2,0,HS006178
HS006179,Leafy Vegetables,523,Ranchi,Jamshedpur,road,109.3,2.28,2,8,15,17.7,0,0,0.983,0.763,0.0,257.52,1,48.8,0,HS006179
HS006180,Dairy,192,Berhampur,Raipur,rail,394.1,7.16,2,8,23,29.0,1,0,0.978,0.951,20.2,1002.98,0,0.0,0,HS006180
HS006181,Leafy Vegetables,326,Ranchi,Kolkata,rail,324.3,5.9,2,8,7,29.4,1,1,0.477,0.909,10.9,647.96,0,83.0,0,HS006181
HS006182,Mango,158,Cuttack,Hyderabad,road,849.7,17.7,8,12,8,30.9,0,0,0.529,0.924,45.2,1753.59,1,66.4,0,HS006182
HS006183,Tomato,219,Sambalpur,Ranchi,rail,249.4,4.54,8,13,5,19.5,1,0,0.3,0.846,38.2,983.28,0,19.3,0,HS006183
HS006184,Mango,349,Sambalpur,Visakhapatnam,road,427.9,8.91,8,12,1,20.9,0,0,0.971,0.846,5.8,963.24,0,15.1,0,HS006184
HS006185,Mango,638,Berhampur,Chennai,road,844.5,17.59,8,12,23,30.2,0,0,0.115,0.75,12.6,1598.6,0,97.6,0,HS006185
HS006186,Tomato,727,Puri,Hyderabad,road,819.6,17.08,8,13,9,40.8,1,0,0.778,0.953,15.0,2214.28,1,83.0,0,HS006186
HS006187,Rice,217,Visakhapatnam,Hyderabad,road,502.8,10.48,15,30,18,30.7,1,1,0.56,0.817,20.5,1400.86,1,92.4,0,HS006187
HS006188,Dairy,427,Bhubaneswar,Chennai,rail,996.3,18.12,2,8,22,27.5,3,0,0.645,0.863,18.9,3156.59,1,115.0,0,HS006188
HS006189,Dairy,139,Cuttack,Jamshedpur,road,262.5,5.47,2,8,10,12.4,1,0,0.632,0.738,0.0,986.97,1,7.7,0,HS006189
HS006190,Frozen Food,363,Berhampur,Bhubaneswar,road,153.4,3.2,-20,-15,16,15.7,1,0,0.436,0.77,6.5,614.21,0,0.0,0,HS006190
HS006191,Fish,650,Bhubaneswar,Ranchi,road,343.1,7.15,-2,4,17,17.4,0,0,0.52,0.937,0.0,814.7,0,7.6,0,HS006191
HS006192,Banana,335,Sambalpur,Jamshedpur,rail,272.9,4.96,12,15,6,10.0,3,0,0.697,0.829,26.0,1877.23,1,72.1,1,HS006192
HS006193,Tomato,823,Ranchi,Hyderabad,road,971.7,20.24,8,13,20,25.4,1,0,0.951,0.816,4.0,2642.0,1,101.7,0,HS006193
HS006194,Tomato,603,Rourkela,Visakhapatnam,rail,536.5,9.75,8,13,17,17.3,1,0,0.408,0.786,1.6,880.68,1,85.5,1,HS006194
HS006195,Fish,409,Puri,Ranchi,road,396.3,8.26,-2,4,3,20.5,0,1,0.446,0.96,33.2,848.67,0,6.1,0,HS006195
HS006196,Dairy,298,Ranchi,Cuttack,road,325.8,6.79,2,8,3,25.4,1,0,0.176,0.889,8.9,1170.67,0,0.0,0,HS006196
HS006197,Leafy Vegetables,247,Gopalpur,Hyderabad,rail,709.7,12.9,2,8,20,28.3,3,0,0.673,0.843,38.2,2396.89,1,111.0,0,HS006197
HS006198,Fish,136,Puri,Jamshedpur,road,334.8,6.98,-2,4,4,16.5,1,0,0.918,0.959,11.9,1264.27,0,0.6,0,HS006198
HS006199,Packaged Food,151,Balasore,Bhubaneswar,road,176.0,3.67,15,30,15,17.9,0,0,0.532,0.864,5.8,347.31,1,37.9,0,HS006199
HS006200,Leafy Vegetables,668,Bhubaneswar,Raipur,road,448.9,9.35,2,8,7,23.5,1,0,0.24,0.953,0.0,1366.63,0,0.0,0,HS006200
HS006201,Dairy,936,Puri,Cuttack,road,72.4,1.51,2,8,16,8.0,0,1,0.463,0.76,19.3,147.56,0,50.6,0,HS006201
HS006202,Dairy,173,Jamshedpur,Ranchi,road,109.3,2.28,2,8,1,15.7,0,0,0.474,0.823,1.4,209.62,0,14.8,0,HS006202
HS006203,Pharmaceuticals,366,Rourkela,Chennai,rail,1129.8,20.54,2,8,17,31.4,0,0,0.237,0.857,4.6,1497.7,1,107.5,0,HS006203
HS006204,Flowers,126,Visakhapatnam,Bhubaneswar,road,399.0,8.31,2,8,16,24.4,2,0,0.557,0.765,44.5,2297.79,0,7.6,0,HS006204
HS006205,Flowers,185,Jamshedpur,Raipur,rail,502.0,9.13,2,8,6,25.0,2,0,0.616,0.879,48.1,1080.44,0,80.9,1,HS006205
HS006206,Tomato,414,Puri,Bhubaneswar,road,53.7,1.12,8,13,5,23.4,0,0,0.255,0.904,24.9,118.34,0,26.1,0,HS006206
HS006207,Dairy,250,Jamshedpur,Visakhapatnam,rail,648.6,11.79,2,8,16,27.9,2,0,0.454,0.78,22.9,1294.39,0,114.2,0,HS006207
HS006208,Rice,101,Ranchi,Cuttack,rail,325.8,5.92,15,30,11,24.6,2,0,0.651,0.818,21.6,1689.83,0,25.4,0,HS006208
HS006209,Leafy Vegetables,1070,Rourkela,Chennai,local,1129.8,37.66,2,8,17,42.3,0,0,0.908,0.952,7.9,3301.02,1,112.9,0,HS006209
HS006210,Packaged Food,339,Jamshedpur,Cuttack,rail,262.5,4.77,15,30,21,12.9,1,0,0.09,0.867,3.3,588.1,0,15.7,0,HS006210
HS006211,Leafy Vegetables,171,Balasore,Hyderabad,rail,996.1,18.11,2,8,14,37.8,0,0,0.898,0.894,15.7,1178.33,1,128.3,0,HS006211
HS006212,Dairy,380,Visakhapatnam,Bhubaneswar,local,399.0,13.3,2,8,21,34.2,0,0,0.134,0.919,11.1,1212.64,0,0.0,0,HS006212
HS006213,Dairy,332,Cuttack,Ranchi,rail,325.8,5.92,2,8,1,11.1,3,0,0.493,0.775,23.7,1309.75,1,11.9,0,HS006213
HS006214,Dairy,460,Gopalpur,Visakhapatnam,rail,250.1,4.55,2,8,16,25.4,1,0,0.88,0.9,4.2,836.46,0,32.7,0,HS006214
HS006215,Rice,281,Cuttack,Raipur,road,450.6,9.39,15,30,19,20.9,0,0,0.92,0.942,20.1,988.73,0,39.6,0,HS006215
HS006216,Banana,429,Bhubaneswar,Cuttack,rail,19.5,0.35,12,15,16,24.1,2,0,0.791,0.958,21.5,950.37,0,37.6,0,HS006216
HS006217,Fish,646,Rourkela,Chennai,road,1129.8,23.54,-2,4,16,39.0,1,0,0.094,0.745,6.2,2313.66,1,107.5,0,HS006217
HS006218,Fish,149,Bhubaneswar,Visakhapatnam,local,399.0,13.3,-2,4,20,21.3,0,0,0.315,0.772,22.7,1181.62,0,1.4,0,HS006218
HS006219,Spices,223,Cuttack,Jamshedpur,rail,262.5,4.77,15,30,0,15.9,0,1,0.193,0.722,20.1,350.0,0,100.6,0,HS006219
HS006220,Fish,604,Jamshedpur,Chennai,road,1249.5,26.03,-2,4,23,48.0,1,0,0.521,0.819,15.4,3116.17,1,90.2,0,HS006220
HS006221,Packaged Food,245,Cuttack,Bhubaneswar,road,19.5,0.41,15,30,15,8.0,0,0,0.391,0.795,31.7,40.16,1,54.0,0,HS006221
HS006222,Spices,332,Ranchi,Cuttack,road,325.8,6.79,15,30,23,19.1,0,0,0.919,0.867,0.0,651.79,0,35.1,0,HS006222
HS006223,Leafy Vegetables,258,Berhampur,Chennai,road,844.5,17.59,2,8,22,28.9,0,1,0.239,0.781,17.9,1569.91,0,116.9,0,HS006223
HS006224,Spices,268,Balasore,Chennai,rail,1172.1,21.31,15,30,4,41.8,2,0,0.848,0.895,37.5,2442.09,1,183.7,0,HS006224
HS006225,Packaged Food,254,Berhampur,Visakhapatnam,road,245.7,5.12,15,30,14,16.6,0,1,0.358,0.96,12.8,458.18,0,10.9,0,HS006225
HS006226,Tomato,154,Berhampur,Bhubaneswar,road,153.4,3.2,8,13,15,9.6,1,0,0.871,0.745,4.3,848.34,1,51.4,0,HS006226
HS006227,Fish,472,Jamshedpur,Bhubaneswar,road,281.7,5.87,-2,4,11,10.1,0,0,0.258,0.774,6.7,596.3,0,31.2,0,HS006227
HS006228,Tomato,698,Berhampur,Hyderabad,rail,699.4,12.72,8,13,10,23.1,3,0,0.418,0.769,47.3,1572.57,0,125.1,0,HS006228
HS006229,Frozen Food,312,Ranchi,Kolkata,road,324.3,6.76,-20,-15,13,30.1,1,0,0.384,0.965,25.2,1032.17,0,40.9,0,HS006229
HS006230,Mango,649,Rourkela,Chennai,road,1129.8,23.54,8,12,5,41.2,0,1,0.762,0.865,29.0,2571.53,1,118.3,0,HS006230
HS006231,Flowers,254,Balasore,Chennai,road,1172.1,24.42,2,8,1,45.3,1,0,0.621,0.798,0.0,3127.41,1,82.1,0,HS006231
HS006232,Leafy Vegetables,245,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,9,22.6,0,0,0.942,0.815,1.7,1418.57,0,104.7,0,HS006232
HS006233,Fish,457,Gopalpur,Chennai,rail,846.9,15.4,-2,4,22,21.6,0,0,0.159,0.923,10.1,1054.28,1,70.5,0,HS006233
HS006234,Mango,462,Gopalpur,Cuttack,rail,167.9,3.05,8,12,23,12.4,0,0,1.0,0.908,0.0,226.62,0,16.4,0,HS006234
HS006235,Pharmaceuticals,325,Gopalpur,Visakhapatnam,road,250.1,5.21,2,8,5,20.8,0,0,0.09,0.825,5.4,547.11,1,57.4,0,HS006235
HS006236,Dairy,543,Sambalpur,Cuttack,rail,226.9,4.12,2,8,20,24.5,1,1,0.535,0.791,21.3,504.05,0,82.0,0,HS006236
HS006237,Frozen Food,152,Ranchi,Bhubaneswar,rail,343.1,6.24,-20,-15,19,21.9,0,0,0.207,0.959,7.3,419.91,0,43.7,0,HS006237
HS006238,Leafy Vegetables,287,Balasore,Cuttack,road,158.2,3.3,2,8,7,23.8,0,1,0.481,0.929,10.3,362.77,0,18.8,0,HS006238
HS006239,Banana,655,Puri,Raipur,road,465.8,9.7,12,15,11,17.2,1,0,0.763,0.722,5.3,1647.37,0,81.3,0,HS006239
HS006240,Dairy,654,Ranchi,Chennai,road,1258.6,26.22,2,8,12,34.1,0,0,0.479,0.847,3.3,2555.24,1,68.0,0,HS006240
HS006241,Packaged Food,603,Rourkela,Hyderabad,road,858.5,17.89,15,30,1,35.6,0,0,0.856,0.731,8.2,1721.08,1,94.2,0,HS006241
HS006242,Tomato,680,Ranchi,Cuttack,road,325.8,6.79,8,13,4,12.8,0,0,0.706,0.857,0.0,745.76,1,52.7,0,HS006242
HS006243,Pharmaceuticals,275,Gopalpur,Hyderabad,local,709.7,23.66,2,8,16,30.1,1,1,0.511,0.956,32.1,2617.64,1,101.6,0,HS006243
HS006244,Mango,116,Cuttack,Ranchi,road,325.8,6.79,8,12,5,12.7,0,0,0.943,0.725,0.0,643.43,1,77.3,0,HS006244
HS006245,Pharmaceuticals,296,Visakhapatnam,Ranchi,local,665.7,22.19,2,8,15,28.9,1,0,0.809,0.797,7.5,2083.97,0,54.0,0,HS006245
HS006246,Tomato,529,Sambalpur,Jamshedpur,road,272.9,5.69,8,13,9,18.7,0,1,0.95,0.846,49.9,611.82,0,41.9,1,HS006246
HS006247,Dairy,588,Puri,Bhubaneswar,road,53.7,1.12,2,8,16,10.7,0,0,0.54,0.784,4.0,104.51,0,4.9,0,HS006247
HS006248,Leafy Vegetables,249,Ranchi,Jamshedpur,rail,109.3,1.99,2,8,5,12.7,2,0,0.935,0.75,51.8,1344.34,0,44.2,0,HS006248
HS006249,Mango,187,Berhampur,Chennai,rail,844.5,15.36,8,12,9,34.6,2,0,0.143,0.788,29.7,1519.34,1,92.3,0,HS006249
HS006250,Leafy Vegetables,199,Visakhapatnam,Jamshedpur,local,648.6,21.62,2,8,9,31.2,0,0,0.939,0.817,5.3,1680.38,0,86.4,0,HS006250
HS006251,Leafy Vegetables,246,Rourkela,Kolkata,road,362.5,7.55,2,8,2,30.7,1,0,0.509,0.798,2.5,1327.53,1,62.6,0,HS006251
HS006252,Dairy,102,Rourkela,Jamshedpur,road,151.2,3.15,2,8,10,8.6,0,1,0.005,0.968,10.6,284.76,0,55.6,0,HS006252
HS006253,Packaged Food,248,Berhampur,Ranchi,road,451.2,9.4,15,30,18,22.1,0,0,0.811,0.96,3.7,993.21,1,20.6,0,HS006253
HS006254,Dairy,361,Bhubaneswar,Hyderabad,road,837.2,17.44,2,8,7,36.6,1,1,0.893,0.878,16.0,2043.28,1,104.1,0,HS006254
HS006255,Spices,328,Sambalpur,Hyderabad,road,733.3,15.28,15,30,14,34.3,0,0,0.559,0.734,14.4,1615.13,0,134.4,0,HS006255
HS006256,Dairy,282,Rourkela,Jamshedpur,rail,151.2,2.75,2,8,5,14.1,1,0,0.446,0.74,0.0,850.25,0,86.0,0,HS006256
HS006257,Mango,224,Bhubaneswar,Raipur,road,448.9,9.35,8,12,7,21.0,0,0,0.879,0.895,12.3,961.71,0,40.4,0,HS006257
HS006258,Tomato,241,Sambalpur,Jamshedpur,rail,272.9,4.96,8,13,16,16.5,2,0,0.051,0.887,53.4,871.71,0,46.8,0,HS006258
HS006259,Leafy Vegetables,244,Jamshedpur,Kolkata,rail,223.2,4.06,2,8,13,23.5,2,0,0.848,0.765,9.8,1637.88,0,51.2,0,HS006259
HS006260,Leafy Vegetables,554,Cuttack,Ranchi,road,325.8,6.79,2,8,22,16.8,0,1,0.708,0.941,5.1,697.87,0,0.0,0,HS006260
HS006261,Spices,350,Sambalpur,Ranchi,road,249.4,5.2,15,30,7,12.1,0,1,0.602,0.9,10.6,552.92,0,12.8,0,HS006261
HS006262,Pharmaceuticals,2742,Visakhapatnam,Jamshedpur,rail,648.6,11.79,2,8,18,16.7,0,0,0.587,0.771,0.2,874.9,1,74.0,0,HS006262
HS006263,Fish,282,Balasore,Hyderabad,road,996.1,20.75,-2,4,5,40.1,1,0,0.275,0.946,5.9,2551.09,1,81.8,1,HS006263
HS006264,Dairy,465,Cuttack,Raipur,road,450.6,9.39,2,8,5,20.6,0,0,0.198,0.904,2.3,850.92,0,22.9,0,HS006264
HS006265,Leafy Vegetables,286,Visakhapatnam,Cuttack,road,416.7,8.68,2,8,20,13.1,0,1,0.583,0.947,42.6,834.69,0,24.4,0,HS006265
HS006266,Fish,282,Visakhapatnam,Ranchi,road,665.7,13.87,-2,4,21,30.6,1,0,0.352,0.943,3.8,1705.47,1,74.9,0,HS006266
HS006267,Banana,966,Balasore,Ranchi,road,264.8,5.52,12,15,7,24.4,0,0,0.258,0.721,15.6,521.51,0,35.0,0,HS006267
HS006268,Banana,669,Gopalpur,Ranchi,road,456.1,9.5,12,15,5,31.5,1,0,0.574,0.855,4.8,1303.39,1,28.7,0,HS006268
HS006269,Leafy Vegetables,112,Ranchi,Jamshedpur,road,109.3,2.28,2,8,3,20.1,1,1,0.542,0.745,26.6,890.18,1,47.3,0,HS006269
HS006270,Banana,180,Berhampur,Bhubaneswar,rail,153.4,2.79,12,15,17,23.2,0,0,0.325,0.805,20.8,209.17,0,16.6,0,HS006270
HS006271,Pharmaceuticals,320,Puri,Bhubaneswar,road,53.7,1.12,2,8,6,16.1,2,0,0.64,0.795,38.2,1356.82,1,75.3,0,HS006271
HS006272,Mango,250,Balasore,Kolkata,road,190.2,3.96,8,12,10,17.9,1,0,0.048,0.848,16.7,639.45,0,44.9,0,HS006272
HS006273,Banana,131,Sambalpur,Kolkata,road,468.2,9.75,12,15,5,27.8,1,1,0.912,0.932,14.3,1283.87,1,51.3,0,HS006273
HS006274,Spices,377,Rourkela,Visakhapatnam,road,536.5,11.18,15,30,7,19.1,1,0,0.14,0.756,0.0,1461.21,0,85.7,0,HS006274
HS006275,Packaged Food,103,Gopalpur,Kolkata,road,513.9,10.71,15,30,10,28.5,1,1,0.881,0.837,41.1,1495.82,0,67.8,0,HS006275
HS006276,Dairy,380,Ranchi,Visakhapatnam,road,665.7,13.87,2,8,3,28.5,0,0,0.456,0.933,10.0,1307.5,1,67.3,0,HS006276
HS006277,Dairy,563,Sambalpur,Chennai,rail,1011.9,18.4,2,8,21,36.9,3,1,0.769,0.837,25.6,2794.83,1,85.8,0,HS006277
HS006278,Rice,617,Balasore,Cuttack,road,158.2,3.3,15,30,22,9.1,1,0,0.641,0.787,1.2,727.01,1,71.7,0,HS006278
HS006279,Mango,319,Visakhapatnam,Jamshedpur,rail,648.6,11.79,8,12,22,30.0,2,0,0.541,0.86,45.1,1820.85,1,93.9,0,HS006279
HS006280,Dairy,934,Bhubaneswar,Jamshedpur,road,281.7,5.87,2,8,19,29.7,0,1,0.868,0.724,10.7,626.51,0,53.3,0,HS006280
HS006281,Mango,434,Sambalpur,Jamshedpur,road,272.9,5.69,8,12,21,20.3,0,0,0.169,0.834,6.6,507.94,0,63.0,0,HS006281
HS006282,Leafy Vegetables,607,Visakhapatnam,Jamshedpur,rail,648.6,11.79,2,8,12,16.8,1,0,0.988,0.851,0.0,1014.13,1,82.9,0,HS006282
