shipment_id,product_type,weight_kg,transport_mode,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,assigned_vehicle_id,assigned_route_id,assigned_vehicle_type,vehicle_capacity_kg,vehicle_temp_min_c,vehicle_temp_max_c,vehicle_reliability_feature,vehicle_temperature_control_score,route_avg_transit_hr,route_reliability_feature,route_temperature_stability,route_weather_sensitivity,route_base_cost_inr,route_typical_transfer_count,historical_handling_time_hours,historical_congestion_level,historical_weather_condition,historical_peak_period,delayed
HS005052,Spices,146,road,3.67,15,30,7,10.9,1,0,0.788,0.851,,,,,,,,,,0.851,,,,,,,,,0
HS005053,Mango,503,road,0.41,8,12,9,8.0,0,0,0.973,0.753,,,,,,,,,,0.753,,,,,,,,,1
HS005054,Rice,284,rail,9.42,15,30,23,16.9,1,0,0.785,0.834,,,,,,,,,,0.834,,,,,,,,,1
HS005055,Pharmaceuticals,247,road,8.41,2,8,9,12.9,0,0,0.716,0.746,,,,,,,,,,0.746,,,,,,,,,0
HS005056,Leafy Vegetables,230,road,3.15,2,8,18,23.3,1,0,0.11,0.893,,,,,,,,,,0.893,,,,,,,,,0
HS005057,Tomato,211,rail,13.33,8,13,5,26.6,0,0,0.728,0.739,,,,,,,,,,0.739,,,,,,,,,1
HS005058,Mango,638,road,8.41,8,12,8,31.0,0,0,0.686,0.935,,,,,,,,,,0.935,,,,,,,,,0
HS005059,Packaged Food,372,road,24.42,15,30,11,36.8,1,0,0.416,0.933,,,,,,,,,,0.933,,,,,,,,,1
HS005060,Banana,667,local,15.02,12,15,20,32.5,1,0,0.975,0.961,,,,,,,,,,0.961,,,,,,,,,0
HS005061,Tomato,84,road,20.95,8,13,10,25.2,0,0,0.241,0.727,,,,,,,,,,0.727,,,,,,,,,1
HS005062,Pharmaceuticals,495,local,12.16,2,8,5,35.9,0,0,0.806,0.925,,,,,,,,,,0.925,,,,,,,,,0
HS005063,Pharmaceuticals,256,road,9.26,2,8,14,29.8,0,0,0.628,0.793,,,,,,,,,,0.793,,,,,,,,,0
HS005064,Banana,291,road,20.76,12,15,20,43.7,0,0,0.323,0.769,,,,,,,,,,0.769,,,,,,,,,0
HS005065,Rice,843,road,4.73,15,30,19,10.3,0,0,0.904,0.908,,,,,,,,,,0.908,,,,,,,,,0
HS005066,Dairy,272,rail,7.2,2,8,18,29.0,3,1,0.282,0.75,,,,,,,,,,0.75,,,,,,,,,0
HS005067,Rice,482,local,16.76,15,30,2,34.0,0,0,0.12,0.939,,,,,,,,,,0.939,,,,,,,,,1
HS005068,Mango,181,road,9.7,8,12,16,28.4,0,0,0.928,0.939,,,,,,,,,,0.939,,,,,,,,,0
HS005069,Mango,358,local,20.05,8,12,17,41.3,0,0,0.373,0.859,,,,,,,,,,0.859,,,,,,,,,1
HS005070,Frozen Food,124,rail,6.24,-20,-15,11,22.0,1,0,0.249,0.826,,,,,,,,,,0.826,,,,,,,,,1
HS005071,Banana,337,local,6.34,12,15,4,12.8,0,0,0.275,0.942,,,,,,,,,,0.942,,,,,,,,,0
HS005072,Dairy,450,rail,3.46,2,8,19,11.8,1,0,0.136,0.898,,,,,,,,,,0.898,,,,,,,,,0
HS005073,Mango,718,rail,1.32,8,12,16,10.5,0,0,0.763,0.728,,,,,,,,,,0.728,,,,,,,,,1
HS005074,Rice,206,local,13.88,15,30,18,33.8,1,0,0.278,0.823,,,,,,,,,,0.823,,,,,,,,,0
HS005075,Spices,248,rail,10.45,15,30,17,22.3,1,1,0.013,0.827,,,,,,,,,,0.827,,,,,,,,,0
HS005076,Rice,230,rail,6.24,15,30,5,25.5,0,0,0.997,0.934,,,,,,,,,,0.934,,,,,,,,,0
HS005077,Packaged Food,297,road,9.7,15,30,20,23.2,0,0,0.706,0.941,,,,,,,,,,0.941,,,,,,,,,1
HS005078,Spices,187,road,20.24,15,30,13,41.4,0,0,0.035,0.856,,,,,,,,,,0.856,,,,,,,,,1
HS005079,Dairy,86,road,12.53,2,8,22,36.1,1,0,0.966,0.748,,,,,,,,,,0.748,,,,,,,,,1
HS005080,Leafy Vegetables,178,road,3.56,2,8,13,27.4,0,1,0.895,0.872,,,,,,,,,,0.872,,,,,,,,,0
HS005081,Spices,339,road,10.46,15,30,11,21.4,0,0,0.58,0.835,,,,,,,,,,0.835,,,,,,,,,1
HS005082,Packaged Food,318,rail,4.77,15,30,21,10.5,0,0,0.53,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS005083,Packaged Food,501,road,4.73,15,30,16,22.9,0,0,0.426,0.966,,,,,,,,,,0.966,,,,,,,,,0
HS005084,Flowers,605,local,37.66,2,8,21,48.3,0,1,0.649,0.969,,,,,,,,,,0.969,,,,,,,,,1
HS005085,Tomato,261,road,6.76,8,13,17,20.9,0,0,0.074,0.822,,,,,,,,,,0.822,,,,,,,,,0
HS005086,Packaged Food,125,road,4.73,15,30,4,28.5,0,0,0.922,0.954,,,,,,,,,,0.954,,,,,,,,,0
HS005087,Packaged Food,455,road,2.28,15,30,3,8.6,1,0,0.016,0.781,,,,,,,,,,0.781,,,,,,,,,0
HS005088,Frozen Food,348,local,9.39,-20,-15,21,15.3,1,0,0.052,0.768,,,,,,,,,,0.768,,,,,,,,,0
HS005089,Spices,296,road,5.1,15,30,18,9.4,1,0,0.85,0.884,,,,,,,,,,0.884,,,,,,,,,1
HS005090,Fish,774,local,13.88,-2,4,17,30.3,0,0,0.674,0.845,,,,,,,,,,0.845,,,,,,,,,1
HS005091,Packaged Food,469,road,8.26,15,30,19,17.8,0,0,0.436,0.906,,,,,,,,,,0.906,,,,,,,,,1
HS005092,Mango,379,road,1.51,8,12,16,17.0,1,0,0.223,0.747,,,,,,,,,,0.747,,,,,,,,,0
HS005093,Spices,389,rail,17.36,15,30,16,22.8,0,1,0.548,0.841,,,,,,,,,,0.841,,,,,,,,,1
HS005094,Mango,608,road,6.98,8,12,22,22.0,1,0,0.696,0.89,,,,,,,,,,0.89,,,,,,,,,0
HS005095,Leafy Vegetables,224,road,7.56,2,8,17,16.3,0,1,0.154,0.845,,,,,,,,,,0.845,,,,,,,,,1
HS005096,Banana,198,road,17.89,12,15,15,40.9,0,0,0.833,0.792,,,,,,,,,,0.792,,,,,,,,,1
HS005097,Dairy,301,road,21.14,2,8,20,44.2,0,0,0.073,0.845,,,,,,,,,,0.845,,,,,,,,,0
HS005098,Tomato,163,rail,14.9,8,13,4,34.6,2,1,0.816,0.866,,,,,,,,,,0.866,,,,,,,,,1
HS005099,Packaged Food,340,road,21.08,15,30,8,26.9,0,0,0.638,0.858,,,,,,,,,,0.858,,,,,,,,,1
HS005100,Fish,373,road,9.7,-2,4,8,29.7,1,0,0.231,0.861,,,,,,,,,,0.861,,,,,,,,,0
HS005101,Spices,335,road,7.6,15,30,15,24.4,0,0,0.378,0.831,,,,,,,,,,0.831,,,,,,,,,0
HS005102,Tomato,277,road,3.2,8,13,8,15.1,2,0,0.604,0.803,,,,,,,,,,0.803,,,,,,,,,0
HS005103,Mango,1025,rail,11.79,8,12,10,29.1,3,0,0.252,0.738,,,,,,,,,,0.738,,,,,,,,,1
HS005104,Rice,645,rail,13.89,15,30,21,34.3,1,0,0.333,0.732,,,,,,,,,,0.732,,,,,,,,,0
HS005105,Pharmaceuticals,329,local,7.72,2,8,15,30.5,0,0,0.753,0.853,,,,,,,,,,0.853,,,,,,,,,0
HS005106,Fish,372,road,5.12,-2,4,12,15.6,0,0,0.051,0.935,,,,,,,,,,0.935,,,,,,,,,0
HS005107,Rice,856,road,3.15,15,30,7,10.1,0,0,0.685,0.916,,,,,,,,,,0.916,,,,,,,,,0
HS005108,Rice,239,road,0.41,15,30,3,19.5,0,0,0.351,0.854,,,,,,,,,,0.854,,,,,,,,,0
HS005109,Fish,187,rail,0.98,-2,4,15,8.0,1,0,0.251,0.88,,,,,,,,,,0.88,,,,,,,,,0
HS005110,Packaged Food,406,road,8.68,15,30,4,21.2,1,1,0.295,0.964,,,,,,,,,,0.964,,,,,,,,,0
HS005111,Pharmaceuticals,458,road,13.87,2,8,2,31.6,0,0,0.895,0.962,,,,,,,,,,0.962,,,,,,,,,0
HS005112,Pharmaceuticals,481,road,2.28,2,8,11,13.2,1,0,0.861,0.969,,,,,,,,,,0.969,,,,,,,,,0
HS005113,Leafy Vegetables,599,local,39.07,2,8,13,47.3,0,0,0.506,0.724,,,,,,,,,,0.724,,,,,,,,,1
HS005114,Mango,217,road,7.32,8,12,1,12.7,0,1,0.229,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS005115,Tomato,140,road,8.68,8,13,18,28.7,1,0,0.888,0.906,,,,,,,,,,0.906,,,,,,,,,0
HS005116,Flowers,239,road,4.82,2,8,17,15.4,0,0,0.242,0.746,,,,,,,,,,0.746,,,,,,,,,1
HS005117,Pharmaceuticals,511,road,23.54,2,8,13,45.5,0,0,0.485,0.811,,,,,,,,,,0.811,,,,,,,,,1
HS005118,Leafy Vegetables,192,road,20.76,2,8,0,32.9,1,0,0.486,0.761,,,,,,,,,,0.761,,,,,,,,,0
HS005119,Frozen Food,100,road,8.31,-20,-15,8,23.0,0,0,0.607,0.816,,,,,,,,,,0.816,,,,,,,,,0
HS005120,Banana,384,road,5.47,12,15,21,15.9,1,0,0.642,0.83,,,,,,,,,,0.83,,,,,,,,,1
HS005121,Tomato,242,road,8.5,8,13,8,29.4,1,0,0.685,0.765,,,,,,,,,,0.765,,,,,,,,,0
HS005122,Packaged Food,114,road,21.14,15,30,12,29.2,0,0,0.754,0.844,,,,,,,,,,0.844,,,,,,,,,1
HS005123,Leafy Vegetables,367,road,12.53,2,8,16,31.1,0,1,0.305,0.767,,,,,,,,,,0.767,,,,,,,,,0
HS005124,Tomato,272,rail,7.58,8,13,5,24.1,2,0,0.838,0.951,,,,,,,,,,0.951,,,,,,,,,1
HS005125,Dairy,1040,road,17.64,2,8,15,24.9,0,0,0.602,0.762,,,,,,,,,,0.762,,,,,,,,,1
HS005126,Leafy Vegetables,371,road,9.39,2,8,9,16.2,0,0,0.98,0.848,,,,,,,,,,0.848,,,,,,,,,0
HS005127,Flowers,512,road,2.28,2,8,20,11.6,0,1,0.556,0.806,,,,,,,,,,0.806,,,,,,,,,0
HS005128,Packaged Food,346,road,3.15,15,30,1,21.3,0,0,0.814,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS005129,Fish,237,rail,12.1,-2,4,22,21.7,1,0,0.102,0.817,,,,,,,,,,0.817,,,,,,,,,0
HS005130,Fish,255,road,11.98,-2,4,22,22.5,0,1,0.04,0.965,,,,,,,,,,0.965,,,,,,,,,1
HS005131,Leafy Vegetables,707,road,23.54,2,8,22,44.9,0,0,0.191,0.886,,,,,,,,,,0.886,,,,,,,,,0
HS005132,Fish,569,local,11.44,-2,4,5,31.5,0,0,0.246,0.732,,,,,,,,,,0.732,,,,,,,,,0
HS005133,Leafy Vegetables,133,rail,4.12,2,8,1,24.1,2,0,0.849,0.929,,,,,,,,,,0.929,,,,,,,,,0
HS005134,Mango,155,rail,6.6,8,12,15,16.7,3,1,0.263,0.856,,,,,,,,,,0.856,,,,,,,,,1
HS005135,Spices,161,road,21.14,15,30,10,27.1,0,0,0.129,0.749,,,,,,,,,,0.749,,,,,,,,,1
HS005136,Dairy,697,road,10.46,2,8,18,19.6,0,0,0.091,0.838,,,,,,,,,,0.838,,,,,,,,,0
HS005137,Dairy,114,road,8.26,2,8,10,19.5,0,0,0.107,0.753,,,,,,,,,,0.753,,,,,,,,,1
HS005138,Mango,584,road,17.7,8,12,14,41.3,0,1,0.659,0.859,,,,,,,,,,0.859,,,,,,,,,1
HS005139,Rice,453,road,8.31,15,30,9,14.3,1,0,0.371,0.813,,,,,,,,,,0.813,,,,,,,,,0
HS005140,Banana,385,rail,7.58,12,15,22,20.2,0,0,0.188,0.737,,,,,,,,,,0.737,,,,,,,,,1
HS005141,Leafy Vegetables,257,road,20.75,2,8,19,39.2,0,0,0.035,0.883,,,,,,,,,,0.883,,,,,,,,,1
HS005142,Rice,758,rail,1.32,15,30,20,8.0,1,0,0.947,0.778,,,,,,,,,,0.778,,,,,,,,,0
HS005143,Dairy,377,road,9.35,2,8,15,23.3,1,0,0.14,0.912,,,,,,,,,,0.912,,,,,,,,,0
HS005144,Packaged Food,137,road,23.54,15,30,9,44.2,0,1,0.542,0.946,,,,,,,,,,0.946,,,,,,,,,1
HS005145,Tomato,159,road,7.55,8,13,17,31.0,0,0,0.534,0.781,,,,,,,,,,0.781,,,,,,,,,0
HS005146,Pharmaceuticals,120,rail,20.54,2,8,20,37.0,2,0,0.409,0.796,,,,,,,,,,0.796,,,,,,,,,1
HS005147,Packaged Food,764,road,5.87,15,30,18,28.6,0,0,0.623,0.732,,,,,,,,,,0.732,,,,,,,,,0
HS005148,Fish,883,road,3.67,-2,4,11,24.7,2,0,0.344,0.84,,,,,,,,,,0.84,,,,,,,,,0
HS005149,Pharmaceuticals,709,rail,7.78,2,8,16,15.7,2,0,0.123,0.93,,,,,,,,,,0.93,,,,,,,,,0
HS005150,Leafy Vegetables,319,road,4.82,2,8,23,23.8,1,1,0.3,0.748,,,,,,,,,,0.748,,,,,,,,,1
HS005151,Flowers,138,road,20.95,2,8,11,27.0,0,0,0.978,0.762,,,,,,,,,,0.762,,,,,,,,,1
HS005152,Spices,176,rail,4.06,15,30,22,8.9,2,0,0.686,0.906,,,,,,,,,,0.906,,,,,,,,,0
HS005153,Pharmaceuticals,184,local,17.27,2,8,18,29.5,1,1,0.313,0.88,,,,,,,,,,0.88,,,,,,,,,1
HS005154,Packaged Food,340,road,5.01,15,30,3,20.6,0,0,0.158,0.77,,,,,,,,,,0.77,,,,,,,,,0
HS005155,Fish,862,rail,12.1,-2,4,2,22.3,0,0,0.646,0.763,,,,,,,,,,0.763,,,,,,,,,1
HS005156,Fish,860,road,4.72,-2,4,11,16.1,0,1,0.362,0.738,,,,,,,,,,0.738,,,,,,,,,0
HS005157,Leafy Vegetables,255,road,3.3,2,8,6,8.2,0,0,0.24,0.724,,,,,,,,,,0.724,,,,,,,,,1
HS005158,Pharmaceuticals,82,road,11.18,2,8,1,25.7,1,0,0.439,0.826,,,,,,,,,,0.826,,,,,,,,,1
HS005159,Spices,164,local,8.02,15,30,1,24.4,1,0,0.271,0.747,,,,,,,,,,0.747,,,,,,,,,0
HS005160,Frozen Food,758,road,10.71,-20,-15,13,19.4,0,0,0.308,0.793,,,,,,,,,,0.793,,,,,,,,,1
HS005161,Tomato,407,local,25.46,8,13,14,47.8,0,0,0.262,0.938,,,,,,,,,,0.938,,,,,,,,,1
HS005162,Fish,278,road,5.12,-2,4,12,23.5,0,0,0.627,0.732,,,,,,,,,,0.732,,,,,,,,,0
HS005163,Flowers,265,road,2.28,2,8,17,17.3,1,0,0.842,0.919,,,,,,,,,,0.919,,,,,,,,,0
HS005164,Packaged Food,215,road,20.76,15,30,20,34.2,0,0,0.562,0.815,,,,,,,,,,0.815,,,,,,,,,1
HS005165,Banana,160,road,8.68,12,15,10,22.0,1,0,0.841,0.823,,,,,,,,,,0.823,,,,,,,,,0
HS005166,Banana,1346,road,4.72,12,15,17,27.7,0,0,0.65,0.963,,,,,,,,,,0.963,,,,,,,,,0
HS005167,Leafy Vegetables,1070,road,8.91,2,8,9,31.1,0,0,0.584,0.862,,,,,,,,,,0.862,,,,,,,,,0
HS005168,Banana,205,rail,12.1,12,15,22,33.1,1,1,0.963,0.729,,,,,,,,,,0.729,,,,,,,,,1
HS005169,Packaged Food,112,rail,14.9,15,30,5,26.9,2,0,0.78,0.918,,,,,,,,,,0.918,,,,,,,,,1
HS005170,Dairy,391,local,15.04,2,8,1,36.5,2,0,0.189,0.859,,,,,,,,,,0.859,,,,,,,,,1
HS005171,Dairy,318,road,9.39,2,8,3,31.7,0,0,0.591,0.914,,,,,,,,,,0.914,,,,,,,,,0
HS005172,Tomato,526,rail,3.2,8,13,12,19.3,2,0,0.121,0.758,,,,,,,,,,0.758,,,,,,,,,0
HS005173,Dairy,610,road,8.41,2,8,15,25.0,1,0,0.002,0.786,,,,,,,,,,0.786,,,,,,,,,1
HS005174,Packaged Food,164,road,9.39,15,30,17,33.3,0,0,0.422,0.948,,,,,,,,,,0.948,,,,,,,,,0
HS005175,Dairy,804,road,12.53,2,8,5,30.3,0,0,0.268,0.827,,,,,,,,,,0.827,,,,,,,,,0
HS005176,Mango,278,local,28.62,8,12,5,46.1,1,0,0.922,0.848,,,,,,,,,,0.848,,,,,,,,,1
HS005177,Tomato,520,road,4.82,8,13,7,22.9,0,0,0.884,0.881,,,,,,,,,,0.881,,,,,,,,,0
HS005178,Packaged Food,295,road,5.87,15,30,4,18.4,1,0,0.66,0.852,,,,,,,,,,0.852,,,,,,,,,1
HS005179,Packaged Food,637,road,9.5,15,30,7,23.6,0,0,0.029,0.908,,,,,,,,,,0.908,,,,,,,,,0
HS005180,Tomato,75,road,26.03,8,13,7,32.1,1,1,0.108,0.776,,,,,,,,,,0.776,,,,,,,,,1
HS005181,Fish,566,road,10.48,-2,4,3,19.5,0,0,0.257,0.95,,,,,,,,,,0.95,,,,,,,,,1
HS005182,Mango,204,rail,4.12,8,12,1,15.5,2,0,0.649,0.733,,,,,,,,,,0.733,,,,,,,,,1
HS005183,Fish,367,road,17.08,-2,4,2,37.1,2,0,0.546,0.845,,,,,,,,,,0.845,,,,,,,,,1
HS005184,Banana,786,road,5.87,12,15,16,20.9,0,0,0.085,0.969,,,,,,,,,,0.969,,,,,,,,,0
HS005185,Rice,208,road,6.79,15,30,1,24.8,1,0,0.723,0.885,,,,,,,,,,0.885,,,,,,,,,0
HS005186,Packaged Food,188,road,17.59,15,30,6,27.8,0,0,0.044,0.841,,,,,,,,,,0.841,,,,,,,,,1
HS005187,Banana,275,road,14.79,12,15,13,38.6,0,0,0.72,0.958,,,,,,,,,,0.958,,,,,,,,,0
HS005188,Dairy,264,road,3.96,2,8,0,12.9,1,1,0.946,0.739,,,,,,,,,,0.739,,,,,,,,,1
HS005189,Mango,177,road,3.67,8,12,13,16.3,0,0,0.375,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS005190,Leafy Vegetables,375,road,7.24,2,8,16,12.3,2,0,0.828,0.946,,,,,,,,,,0.946,,,,,,,,,0
HS005191,Mango,388,road,6.98,8,12,17,21.2,0,0,0.983,0.89,,,,,,,,,,0.89,,,,,,,,,0
HS005192,Tomato,473,road,8.68,8,13,14,14.8,0,1,0.099,0.812,,,,,,,,,,0.812,,,,,,,,,1
HS005193,Packaged Food,205,rail,17.36,15,30,12,23.8,0,0,0.093,0.964,,,,,,,,,,0.964,,,,,,,,,0
HS005194,Mango,189,road,5.47,8,12,4,26.8,0,0,0.5,0.91,,,,,,,,,,0.91,,,,,,,,,0
HS005195,Spices,324,road,7.24,15,30,18,23.7,1,0,0.97,0.964,,,,,,,,,,0.964,,,,,,,,,0
HS005196,Mango,298,road,5.87,8,12,21,21.5,1,1,0.662,0.866,,,,,,,,,,0.866,,,,,,,,,0
HS005197,Dairy,302,road,8.21,2,8,5,20.8,1,0,0.224,0.722,,,,,,,,,,0.722,,,,,,,,,1
HS005198,Dairy,221,local,15.02,2,8,4,29.4,2,0,0.32,0.963,,,,,,,,,,0.963,,,,,,,,,0
HS005199,Packaged Food,434,rail,22.88,15,30,6,37.9,1,0,0.044,0.926,,,,,,,,,,0.926,,,,,,,,,1
HS005200,Banana,190,road,3.41,12,15,22,20.0,2,1,0.188,0.858,,,,,,,,,,0.858,,,,,,,,,1
HS005201,Banana,323,road,5.2,12,15,21,18.5,0,0,0.784,0.76,,,,,,,,,,0.76,,,,,,,,,1
HS005202,Flowers,287,road,10.48,2,8,0,16.3,0,1,0.986,0.94,,,,,,,,,,0.94,,,,,,,,,0
HS005203,Flowers,342,road,10.8,2,8,12,33.1,1,0,0.923,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS005204,Pharmaceuticals,756,road,7.6,2,8,11,13.9,0,0,0.281,0.721,,,,,,,,,,0.721,,,,,,,,,1
HS005205,Mango,149,rail,7.58,8,12,21,14.8,0,0,0.927,0.843,,,,,,,,,,0.843,,,,,,,,,0
HS005206,Tomato,74,local,5.04,8,13,18,14.3,0,0,0.21,0.966,,,,,,,,,,0.966,,,,,,,,,0
HS005207,Rice,238,local,11.71,15,30,19,32.1,0,0,0.223,0.866,,,,,,,,,,0.866,,,,,,,,,0
HS005208,Fish,166,road,19.89,-2,4,17,25.0,1,0,0.129,0.898,,,,,,,,,,0.898,,,,,,,,,1
HS005209,Fish,50,local,10.86,-2,4,6,32.7,0,0,0.71,0.885,,,,,,,,,,0.885,,,,,,,,,0
HS005210,Tomato,1089,rail,4.45,8,13,19,21.3,1,0,0.254,0.85,,,,,,,,,,0.85,,,,,,,,,0
HS005211,Tomato,504,road,0.41,8,13,12,24.4,2,0,0.475,0.893,,,,,,,,,,0.893,,,,,,,,,0
HS005212,Packaged Food,540,local,8.16,15,30,17,24.0,0,0,0.324,0.769,,,,,,,,,,0.769,,,,,,,,,1
HS005213,Flowers,291,local,5.11,2,8,16,25.8,0,0,0.123,0.804,,,,,,,,,,0.804,,,,,,,,,0
HS005214,Banana,460,road,21.14,12,15,17,42.3,0,0,0.186,0.942,,,,,,,,,,0.942,,,,,,,,,1
HS005215,Packaged Food,266,rail,5.92,15,30,16,21.5,0,0,0.159,0.787,,,,,,,,,,0.787,,,,,,,,,0
HS005216,Fish,594,rail,1.99,-2,4,12,14.4,1,0,0.225,0.824,,,,,,,,,,0.824,,,,,,,,,0
HS005217,Leafy Vegetables,396,road,4.65,2,8,10,12.5,1,0,0.345,0.746,,,,,,,,,,0.746,,,,,,,,,0
HS005218,Leafy Vegetables,342,road,8.31,2,8,18,23.5,0,0,0.508,0.953,,,,,,,,,,0.953,,,,,,,,,0
HS005219,Flowers,359,road,6.76,2,8,3,21.1,0,1,0.217,0.787,,,,,,,,,,0.787,,,,,,,,,1
HS005220,Leafy Vegetables,907,local,21.62,2,8,16,37.4,0,0,0.657,0.865,,,,,,,,,,0.865,,,,,,,,,1
HS005221,Fish,390,road,3.12,-2,4,1,9.8,0,0,0.259,0.82,,,,,,,,,,0.82,,,,,,,,,1
HS005222,Pharmaceuticals,179,road,9.39,2,8,6,32.2,2,0,0.2,0.807,,,,,,,,,,0.807,,,,,,,,,0
HS005223,Banana,435,road,8.5,12,15,17,18.4,1,0,0.893,0.762,,,,,,,,,,0.762,,,,,,,,,1
HS005224,Packaged Food,481,road,2.69,15,30,13,18.0,1,1,0.237,0.969,,,,,,,,,,0.969,,,,,,,,,1
HS005225,Leafy Vegetables,319,road,2.69,2,8,12,13.8,0,0,0.303,0.792,,,,,,,,,,0.792,,,,,,,,,1
HS005226,Leafy Vegetables,338,road,8.41,2,8,3,25.1,1,0,0.477,0.819,,,,,,,,,,0.819,,,,,,,,,0
HS005227,Pharmaceuticals,175,rail,18.12,2,8,17,27.8,2,0,0.897,0.768,,,,,,,,,,0.768,,,,,,,,,0
HS005228,Fish,373,road,5.01,-2,4,12,11.8,0,0,0.832,0.877,,,,,,,,,,0.877,,,,,,,,,1
HS005229,Dairy,159,local,24.44,2,8,2,29.7,0,1,0.227,0.742,,,,,,,,,,0.742,,,,,,,,,0
HS005230,Frozen Food,297,rail,6.32,-20,-15,4,25.3,0,0,0.01,0.886,,,,,,,,,,0.886,,,,,,,,,0
HS005231,Spices,227,road,5.1,15,30,4,14.3,1,0,0.385,0.846,,,,,,,,,,0.846,,,,,,,,,0
HS005232,Rice,663,road,3.15,15,30,20,16.3,0,0,0.376,0.882,,,,,,,,,,0.882,,,,,,,,,0
HS005233,Rice,959,road,5.52,15,30,6,15.2,0,1,0.207,0.721,,,,,,,,,,0.721,,,,,,,,,1
HS005234,Tomato,166,local,17.27,8,13,21,22.9,1,0,0.556,0.888,,,,,,,,,,0.888,,,,,,,,,0
HS005235,Leafy Vegetables,349,road,1.12,2,8,5,17.0,1,0,0.916,0.731,,,,,,,,,,0.731,,,,,,,,,0
HS005236,Fish,286,rail,7.57,-2,4,6,26.7,1,0,0.05,0.949,,,,,,,,,,0.949,,,,,,,,,1
HS005237,Mango,473,local,14.81,8,12,18,21.6,0,0,0.761,0.918,,,,,,,,,,0.918,,,,,,,,,0
HS005238,Flowers,373,road,20.24,2,8,21,24.9,1,1,0.124,0.751,,,,,,,,,,0.751,,,,,,,,,1
HS005239,Leafy Vegetables,272,local,10.86,2,8,19,17.6,0,0,0.848,0.859,,,,,,,,,,0.859,,,,,,,,,1
HS005240,Tomato,372,rail,18.11,8,13,15,38.4,1,0,0.763,0.959,,,,,,,,,,0.959,,,,,,,,,1
HS005241,Tomato,304,road,1.51,8,13,22,8.0,0,0,0.606,0.781,,,,,,,,,,0.781,,,,,,,,,1
HS005242,Tomato,983,local,8.83,8,13,9,20.9,0,0,0.868,0.738,,,,,,,,,,0.738,,,,,,,,,0
HS005243,Leafy Vegetables,209,road,2.28,2,8,7,8.0,1,0,0.713,0.826,,,,,,,,,,0.826,,,,,,,,,1
HS005244,Fish,414,road,4.72,-2,4,15,26.6,0,0,0.897,0.755,,,,,,,,,,0.755,,,,,,,,,1
HS005245,Fish,487,road,5.01,-2,4,15,12.9,0,1,0.595,0.914,,,,,,,,,,0.914,,,,,,,,,0
HS005246,Tomato,465,rail,8.29,8,13,5,15.2,3,0,0.189,0.948,,,,,,,,,,0.948,,,,,,,,,1
HS005247,Tomato,288,rail,13.33,8,13,22,32.2,0,0,0.485,0.832,,,,,,,,,,0.832,,,,,,,,,0
HS005248,Rice,852,road,26.22,15,30,13,40.2,0,1,0.258,0.969,,,,,,,,,,0.969,,,,,,,,,1
HS005249,Mango,90,road,5.2,8,12,14,28.2,0,1,0.926,0.768,,,,,,,,,,0.768,,,,,,,,,0
HS005250,Dairy,172,road,9.5,2,8,20,21.2,2,0,0.307,0.949,,,,,,,,,,0.949,,,,,,,,,0
HS005251,Dairy,539,road,20.24,2,8,16,30.1,0,0,0.592,0.801,,,,,,,,,,0.801,,,,,,,,,1
HS005252,Fish,198,road,8.68,-2,4,5,16.1,0,0,0.413,0.945,,,,,,,,,,0.945,,,,,,,,,0
HS005253,Spices,190,rail,4.77,15,30,23,21.9,0,0,0.089,0.946,,,,,,,,,,0.946,,,,,,,,,0
HS005254,Frozen Food,258,road,2.28,-20,-15,23,8.6,0,1,0.222,0.807,,,,,,,,,,0.807,,,,,,,,,1
HS005255,Packaged Food,210,road,5.47,15,30,16,21.7,0,1,0.159,0.725,,,,,,,,,,0.725,,,,,,,,,1
HS005256,Spices,530,road,14.79,15,30,18,35.2,1,0,0.41,0.796,,,,,,,,,,0.796,,,,,,,,,1
HS005257,Tomato,630,local,15.02,8,13,15,31.3,1,1,0.474,0.829,,,,,,,,,,0.829,,,,,,,,,0
HS005258,Tomato,371,road,9.5,8,13,18,23.8,0,0,0.271,0.966,,,,,,,,,,0.966,,,,,,,,,0
HS005259,Leafy Vegetables,695,road,5.47,2,8,13,27.6,0,0,0.889,0.892,,,,,,,,,,0.892,,,,,,,,,0
HS005260,Leafy Vegetables,142,road,5.1,2,8,5,17.6,1,0,0.086,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS005261,Fish,368,road,3.56,-2,4,5,10.7,0,1,0.432,0.881,,,,,,,,,,0.881,,,,,,,,,0
HS005262,Tomato,841,rail,22.72,8,13,21,36.0,0,1,0.059,0.819,,,,,,,,,,0.819,,,,,,,,,0
HS005263,Tomato,660,road,17.7,8,13,9,39.2,1,0,0.678,0.892,,,,,,,,,,0.892,,,,,,,,,1
HS005264,Leafy Vegetables,890,rail,4.77,2,8,8,17.5,1,1,0.352,0.79,,,,,,,,,,0.79,,,,,,,,,1
